Path is: working/FVO_microscopy_interpolated_PCHIP.csv
i	j	length	error
10	54	45	28.2226
10	55	46	35.0991
10	56	47	40.2456
10	57	48	42.2520
10	58	49	42.1362
10	59	50	42.1200
10	60	51	43.1835
10	61	52	45.3063
10	62	53	47.7010
10	63	54	49.8850
10	64	55	51.8772
10	65	56	53.7083
10	66	57	55.1112
10	67	58	56.0826
10	68	59	57.2021
10	69	60	59.0044
11	45	35	71.7395
11	46	36	66.2451
11	47	37	60.3858
11	48	38	54.0982
11	49	39	47.3203
11	50	40	39.7136
11	51	41	31.3898
11	52	42	23.6484
11	53	43	19.3564
11	54	44	21.7323
11	55	45	28.2226
11	56	46	35.0991
11	57	47	40.2456
11	58	48	42.2520
11	59	49	42.1362
11	60	50	42.1200
11	61	51	43.1835
11	62	52	45.3063
11	63	53	47.7010
11	64	54	49.8850
11	65	55	51.8772
11	66	56	53.7083
11	67	57	55.1112
11	68	58	56.0826
11	69	59	57.2021
12	46	35	71.7395
12	47	36	66.2451
12	48	37	60.3858
12	49	38	54.0982
12	50	39	47.3203
12	51	40	39.7136
12	52	41	31.3898
12	53	42	23.6484
12	54	43	19.3564
12	55	44	21.7323
12	56	45	28.2226
12	57	46	35.0991
12	58	47	40.2456
12	59	48	42.2520
12	60	49	42.1362
12	61	50	42.1200
12	62	51	43.1835
12	63	52	45.3063
12	64	53	47.7010
12	65	54	49.8850
12	66	55	51.8772
12	67	56	53.7083
12	68	57	55.1112
12	69	58	56.0826
13	47	35	71.7395
13	48	36	66.2451
13	49	37	60.3858
13	50	38	54.0982
13	51	39	47.3203
13	52	40	39.7136
13	53	41	31.3898
13	54	42	23.6484
13	55	43	19.3564
13	56	44	21.7323
13	57	45	28.2226
13	58	46	35.0991
13	59	47	40.2456
13	60	48	42.2520
13	61	49	42.1362
13	62	50	42.1200
13	63	51	43.1835
13	64	52	45.3063
13	65	53	47.7010
13	66	54	49.8850
13	67	55	51.8772
13	68	56	53.7083
13	69	57	55.1112
14	48	35	71.7395
14	49	36	66.2451
14	50	37	60.3858
14	51	38	54.0982
14	52	39	47.3203
14	53	40	39.7136
14	54	41	31.3898
14	55	42	23.6484
14	56	43	19.3564
14	57	44	21.7323
14	58	45	28.2226
14	59	46	35.0991
14	60	47	40.2456
14	61	48	42.2520
14	62	49	42.1362
14	63	50	42.1200
14	64	51	43.1835
14	65	52	45.3063
14	66	53	47.7010
14	67	54	49.8850
14	68	55	51.8772
14	69	56	53.7083
15	49	35	71.7395
15	50	36	66.2451
15	51	37	60.3858
15	52	38	54.0982
15	53	39	47.3203
15	54	40	39.7136
15	55	41	31.3898
15	56	42	23.6484
15	57	43	19.3564
15	58	44	21.7323
15	59	45	28.2226
15	60	46	35.0991
15	61	47	40.2456
15	62	48	42.2520
15	63	49	42.1362
15	64	50	42.1200
15	65	51	43.1835
15	66	52	45.3063
15	67	53	47.7010
15	68	54	49.8850
15	69	55	51.8772
16	50	35	71.7395
16	51	36	66.2451
16	52	37	60.3858
16	53	38	54.0982
16	54	39	47.3203
16	55	40	39.7136
16	56	41	31.3898
16	57	42	23.6484
16	58	43	19.3564
16	59	44	21.7323
16	60	45	28.2226
16	61	46	35.0991
16	62	47	40.2456
16	63	48	42.2520
16	64	49	42.1362
16	65	50	42.1200
16	66	51	43.1835
16	67	52	45.3063
16	68	53	47.7010
16	69	54	49.8850
17	51	35	71.7395
17	52	36	66.2451
17	53	37	60.3858
17	54	38	54.0982
17	55	39	47.3203
17	56	40	39.7136
17	57	41	31.3898
17	58	42	23.6484
17	59	43	19.3564
17	60	44	21.7323
17	61	45	28.2226
17	62	46	35.0991
17	63	47	40.2456
17	64	48	42.2520
17	65	49	42.1362
17	66	50	42.1200
17	67	51	43.1835
17	68	52	45.3063
17	69	53	47.7010
18	52	35	71.7395
18	53	36	66.2451
18	54	37	60.3858
18	55	38	54.0982
18	56	39	47.3203
18	57	40	39.7136
18	58	41	31.3898
18	59	42	23.6484
18	60	43	19.3564
18	61	44	21.7323
18	62	45	28.2226
18	63	46	35.0991
18	64	47	40.2456
18	65	48	42.2520
18	66	49	42.1362
18	67	50	42.1200
18	68	51	43.1835
18	69	52	45.3063
19	53	35	71.7395
19	54	36	66.2451
19	55	37	60.3858
19	56	38	54.0982
19	57	39	47.3203
19	58	40	39.7136
19	59	41	31.3898
19	60	42	23.6484
19	61	43	19.3564
19	62	44	21.7323
19	63	45	28.2226
19	64	46	35.0991
19	65	47	40.2456
19	66	48	42.2520
19	67	49	42.1362
19	68	50	42.1200
19	69	51	43.1835
20	54	35	71.7395
20	55	36	66.2451
20	56	37	60.3858
20	57	38	54.0982
20	58	39	47.3203
20	59	40	39.7136
20	60	41	31.3898
20	61	42	23.6484
20	62	43	19.3564
20	63	44	21.7323
20	64	45	28.2226
20	65	46	35.0991
20	66	47	40.2456
20	67	48	42.2520
20	68	49	42.1362
20	69	50	42.1200
21	55	35	71.7395
21	56	36	66.2451
21	57	37	60.3858
21	58	38	54.0982
21	59	39	47.3203
21	60	40	39.7136
21	61	41	31.3898
21	62	42	23.6484
21	63	43	19.3564
21	64	44	21.7323
21	65	45	28.2226
21	66	46	35.0991
21	67	47	40.2456
21	68	48	42.2520
21	69	49	42.1362
22	56	35	71.7395
22	57	36	66.2451
22	58	37	60.3858
22	59	38	54.0982
22	60	39	47.3203
22	61	40	39.7136
22	62	41	31.3898
22	63	42	23.6484
22	64	43	19.3564
22	65	44	21.7323
22	66	45	28.2226
22	67	46	35.0991
22	68	47	40.2456
22	69	48	42.2520
23	57	35	71.7395
23	58	36	66.2451
23	59	37	60.3858
23	60	38	54.0982
23	61	39	47.3203
23	62	40	39.7136
23	63	41	31.3898
23	64	42	23.6484
23	65	43	19.3564
23	66	44	21.7323
23	67	45	28.2226
23	68	46	35.0991
23	69	47	40.2456
24	58	35	71.7395
24	59	36	66.2451
24	60	37	60.3858
24	61	38	54.0982
24	62	39	47.3203
24	63	40	39.7136
24	64	41	31.3898
24	65	42	23.6484
24	66	43	19.3564
24	67	44	21.7323
24	68	45	28.2226
24	69	46	35.0991
25	59	35	71.7395
25	60	36	66.2451
25	61	37	60.3858
25	62	38	54.0982
25	63	39	47.3203
25	64	40	39.7136
25	65	41	31.3898
25	66	42	23.6484
25	67	43	19.3564
25	68	44	21.7323
25	69	45	28.2226
26	60	35	71.7395
26	61	36	66.2451
26	62	37	60.3858
26	63	38	54.0982
26	64	39	47.3203
26	65	40	39.7136
26	66	41	31.3898
26	67	42	23.6484
26	68	43	19.3564
26	69	44	21.7323
27	61	35	71.7395
27	62	36	66.2451
27	63	37	60.3858
27	64	38	54.0982
27	65	39	47.3203
27	66	40	39.7136
27	67	41	31.3898
27	68	42	23.6484
27	69	43	19.3564
28	62	35	71.7395
28	63	36	66.2451
28	64	37	60.3858
28	65	38	54.0982
28	66	39	47.3203
28	67	40	39.7136
28	68	41	31.3898
28	69	42	23.6484
29	63	35	71.7395
29	64	36	66.2451
29	65	37	60.3858
29	66	38	54.0982
29	67	39	47.3203
29	68	40	39.7136
29	69	41	31.3898
30	64	35	71.7395
30	65	36	66.2451
30	66	37	60.3858
30	67	38	54.0982
30	68	39	47.3203
30	69	40	39.7136
31	65	35	71.7395
31	66	36	66.2451
31	67	37	60.3858
31	68	38	54.0982
31	69	39	47.3203
32	66	35	71.7395
32	67	36	66.2451
32	68	37	60.3858
32	69	38	54.0982
33	67	35	71.7395
33	68	36	66.2451
33	69	37	60.3858
34	68	35	71.7395
34	69	36	66.2451
35	69	35	71.7395
Min FVO error achieved with (0, 42): 19.356
Period length: 43
