time_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
PF3D7_0501000,46.93245,38.197051037994626,28.143408243711427,22.0082,19.18634901895119,16.676376820663968,16.120359999999998,18.66442295158737,22.734492747773707,25.89235,27.309661484903103,28.35794329154404,29.89875,33.11154487330505,38.47870373368397,45.81614999999999,59.353343222021394,79.83301570477234,101.841,122.45474438943262,146.66921029972195,180.94650000000001,253.09142483251873,372.78885920838195,519.321,674.2011740119216,944.6244907478892,1201.38,1462.3661283440958,1711.7947308387147,1823.07,1668.1586027513877,1332.8227610583306,1011.16,739.2624978857903,479.11169291463204,313.639,236.9962034432349,183.22885038549916,145.109,115.1488282351516,91.61390935362205,75.9064,67.11673564893836,60.874039547746925
PF3D7_1447400,2.7551449999999997,2.2380868602962174,1.882881013481442,1.7508515,1.8531867124271568,2.124966702632091,2.513353,3.411478008908704,5.019186821765544,6.99371,9.469088686539928,12.741638118813352,16.712,22.215082769781855,29.093833090650485,35.76095,41.32767280349488,46.85216235184219,53.667500000000004,63.78064851506315,76.9380489303158,91.082,111.30680228813955,135.0783872551809,148.8965,160.97820924086278,132.09786292617002,105.348,84.47023722586535,65.20410217431912,53.0425,47.87765534805644,44.427077818885756,40.4216,33.97902604374114,26.707819043864017,21.5748,19.10616605553428,17.330388599499887,15.4677,13.151992846754027,10.737481281418004,8.52488,6.381408754908389,4.393116114787645
PF3D7_1436000,25.8669,19.300541395401307,14.098310128810365,11.582905,11.05554920419689,10.966053937279867,11.36,14.475189375348357,20.029038532170663,24.28655,26.300845031805324,28.12484441927029,30.52325,34.67465869265858,40.86412785871908,48.51605,58.76170043374971,72.29016455894566,87.86255,106.97378729616428,132.48709216535906,165.216,218.86700215165342,297.3748568934162,386.89549999999997,523.6176807827243,680.6981737246955,755.296,715.9809160500232,628.786720988935,539.84,459.6345600801241,377.54342386587297,308.012,252.17442110116744,203.9729076317345,167.065,140.84035389992255,119.92339085103552,100.8238,81.1041771081276,62.80249312951484,49.1415,40.09513138399636,33.01842747445037
PF3D7_1368200,51.03855,40.28944844827696,31.42978533524959,27.7462,29.367521811478767,33.31138806740198,38.197649999999996,47.25325522503803,60.140798106734586,70.1336,75.29489356255834,79.3175058913256,83.91915,91.20030160064961,100.31304364361432,108.55250000000001,115.68101655011247,122.63907434235955,128.489,133.02872634469998,136.91658482400658,140.50549999999998,146.66753779779123,154.38485223222892,158.17549999999997,166.46879088193566,152.28447065276018,143.775,142.5415108393336,141.7802832133631,141.264,140.94172376307156,140.7149475579801,140.285,133.85767543628984,121.48774444769056,111.65,107.0925661208656,103.62570125637801,99.3174,92.67140377565524,84.43835505431196,76.0566,67.86921770011429,59.52431951097503
PF3D7_0906910,8.750184999999998,6.7693611550478305,5.235304552749141,4.56351,4.528926445877567,4.617328619983363,4.8104499999999994,6.217689259314447,9.087411534940276,12.1098,15.015720783628279,18.279553155600443,21.70675,25.25184974759769,29.104873911656867,33.424499999999995,39.18335783288171,45.75089151925725,50.881,54.84958689994852,58.38271011664092,59.9095,59.61231296296296,58.86285925925927,57.8743,62.61943703703703,67.65236296296297,70.3624,69.98083566537059,68.98853799740783,67.6141,64.80695764928274,60.34002229467724,55.6771,51.32162768470433,46.73889786503594,41.8355,35.86547034414298,29.50013095587573,24.772,22.170418349099716,20.218606043585694,17.9999,14.665543077128609,10.949217670106671
PF3D7_1028000,4.254735000000001,4.002683601174442,3.7495148561427767,3.6342350000000003,3.6090277110337823,3.5953748665120093,3.68623,4.7543704306454035,7.039139549947708,9.68334,12.560695457682872,16.067497362393542,20.1304,25.364706369042704,31.524654227411844,37.2453,42.378038103535296,47.26537829285158,51.27905,55.48964562487559,60.219543065252374,63.71815,68.0941044777287,73.81194946108658,76.65495,79.8352778610503,74.70270016654504,70.9981,69.83742252117219,69.07692306993972,67.795,63.222599975863965,55.27251245932406,47.0459,38.85456564591149,30.351422901273786,23.6493,18.883678802598414,14.992348872944028,12.2916,10.603814605691904,9.343397043562346,8.21467,7.0736576704629615,6.030910377914263
PF3D7_1038100,5.319249999999999,4.942042832342198,4.7139205828377655,4.637335,4.910304763226703,5.559620082008961,6.33089,7.264406101692954,8.457353159732685,9.740680000000001,11.17309909399949,12.744122850215836,14.180900000000001,15.51682588641117,16.75152726814341,17.5615,17.779626825020443,17.75227118880543,17.92615,18.636320384223648,19.683622987704375,20.71345,21.74686442069141,22.766987765901263,23.362299999999998,23.454697074387287,22.994727482107912,22.404,21.337123879887,19.90187231626919,18.9219,18.576901097430664,18.34988961417938,18.0195,17.346417634523014,16.34995784441856,15.1967,13.742581036868605,12.02715346138466,10.49242,9.204639951446707,8.044294677683018,7.17472,6.5800999724523255,6.111767126601758
PF3D7_1371600,79.57005000000001,137.04939591578201,172.50278781160665,187.7355,167.46931030534418,122.18565587367513,92.3293,78.94521256758614,60.92334102162276,45.475915,33.25980717471085,21.954656047303335,14.30684,9.855388514109977,6.528904725893539,4.6581275,3.8288379838271003,3.2777617942201895,2.8120545,2.318435330959914,1.880745710977553,1.6018245,1.4403347099625994,1.3126586220315017,1.2582140000000002,1.1718355841624242,1.16656956985899,1.164696,1.1705308355202362,1.18658344881825,1.210676,1.2914006703672574,1.439527402850779,1.596145,1.7432235832005192,1.90066152395756,2.06644,2.208400999709611,2.3601492419116004,2.61831,3.7692650993221126,6.422434349424482,10.409,24.057260105528968,47.97628158836258
PF3D7_0532300,55.2184,45.61674444444444,32.554550000000006,25.988,26.48072749072833,27.824054981456662,29.8157,37.62671659141397,54.00082676612402,75.09475,105.86253750878174,150.81000084728646,205.42149999999998,273.1440504188365,360.218842801242,466.3215,659.7290194388233,919.8588962835161,1113.0974999999999,1316.2443225595018,1650.944973802769,2050.855,3004.5933195767425,4572.558375310632,6046.074999999999,7348.555425273972,8265.723823748096,8650.69,7792.847748194533,5960.658829722395,4266.13,2942.214763995365,1721.876550352101,967.137,615.4142173654473,367.5972158841765,230.914,162.63677888430263,115.58457217151094,90.3056,77.47692302752047,68.53850040264912,65.1829,65.51682592592593,66.13697407407408
PF3D7_0821400,662.055,1253.4773174676197,1733.29365873381,1931.1,1856.0121956083049,1685.7910578832766,1503.0,1295.592949932773,1062.6571533571278,903.4559999999999,816.9797537598786,734.5237531901289,653.809,562.3115725216429,472.17545321922046,418.12350000000004,398.82748971481044,384.65898001308534,367.8905,334.3942912953195,289.7146084575548,255.632,235.683028698108,217.8650941271173,200.64999999999998,187.09709970879413,177.4876296409526,166.571,150.49800472903704,132.41683569785187,123.833,124.04651068901391,124.66579915580563,125.659,133.8432150154396,151.17640654236538,170.338,189.5993858743518,211.51459204021708,235.187,257.6361634771691,282.33056960486493,318.047,390.104032044006,506.0554842650172
