gene,expr,timepoint
PF3D7_0812900,1.311474,21
PF3D7_0812900,1.112323,33
PF3D7_0812900,2.691250,51
PF3D7_1147200,1.039578,15
PF3D7_1147200,1.000000,24
PF3D7_1147200,1.009643,33
PF3D7_1147200,2.629300,48
PF3D7_1312500,6.446510,18
PF3D7_1312500,1.000000,30
PF3D7_1312500,318.119000,51
PF3D7_0902100,1.000000,27
PF3D7_1209500,1.000000,27
PF3D7_1209500,17.017600,48
PF3D7_0630400,1.192610,12
PF3D7_0630400,1.000000,27
PF3D7_0630400,26.923200,48
PF3D7_0831700,6122.480000,21
PF3D7_0831700,241.954000,39
PF3D7_0831700,122.786000,45
PF3D7_0831700,4823.080000,63
PF3D7_1130200,144.068000,3
PF3D7_1130200,1243.830000,21
PF3D7_1130200,1744.120000,27
PF3D7_1130200,223.510000,48
PF3D7_0520000,244.647000,3
PF3D7_0520000,1644.950000,21
PF3D7_0520000,1947.660000,27
PF3D7_0520000,351.545000,48
PF3D7_1246200,9.730410,24
PF3D7_1252300,117.948000,3
PF3D7_1252300,176.549000,12
PF3D7_1252300,97.896500,48
PF3D7_1252300,114.549000,54
PF3D7_1446200,32.174300,3
PF3D7_1446200,251.122000,33
PF3D7_1446200,35.366200,48
PF3D7_API02700,28.055000,24
PF3D7_API02700,59.440700,66
PF3D7_0411000,12.507300,3
PF3D7_0411000,15.619200,45
PF3D7_0928900,9.403970,6
PF3D7_0928900,10.936780,45
PF3D7_0805200,3.303310,33
PF3D7_0805200,852.933000,51
PF3D7_0723600,90.941700,15
PF3D7_0723600,13.129700,45
PF3D7_1239700,1.523377,15
PF3D7_1239700,105.103000,36
PF3D7_1239700,28.499500,48
PF3D7_1239700,2.476210,60
PF3D7_1031700,63.992100,6
PF3D7_1031700,21.585200,21
PF3D7_1031700,127.652000,48
PF3D7_1460400,14.547800,3
PF3D7_1460400,74.216200,21
PF3D7_1460400,92.102500,27
PF3D7_1460400,13.566400,48
PF3D7_1336200,1.465849,9
PF3D7_1336200,17.029300,48
PF3D7_1336200,1.680426,60
PF3D7_1310700,6.339600,21
PF3D7_1310700,4.406740,33
PF3D7_1353700,1.878488,6
PF3D7_1353700,49.229600,21
PF3D7_1353700,1.506722,48
PF3D7_1333000,6.071950,3
PF3D7_1333000,7.969700,48
PF3D7_1333000,9.743050,54
PF3D7_0719000,3.063100,6
PF3D7_0719000,41.390700,27
PF3D7_0719000,51.736100,33
PF3D7_0719000,9.251420,51
PF3D7_1224700,2.397400,27
PF3D7_1357900,2.820830,6
PF3D7_1357900,3.600880,51
PF3D7_1357900,5.190820,60
PF3D7_0609800,1.482455,27
PF3D7_0609800,205.459000,48
PF3D7_1146600,3.303760,24
PF3D7_1146600,153.936000,48
PF3D7_0608310,1.230015,6
PF3D7_0608310,9.782170,18
PF3D7_0608310,2.857450,48
PF3D7_1472900,4.355910,6
PF3D7_1472900,24.144400,30
PF3D7_1472900,13.268500,36
PF3D7_1472900,5.353610,45
PF3D7_0932000,1.000000,30
PF3D7_0614000,3.045770,24
PF3D7_0614000,60.606100,42
PF3D7_0614000,45.473200,48
PF3D7_1132900,1.402686,9
PF3D7_1132900,9.547780,21
PF3D7_1132900,4.656420,48
PF3D7_1132900,2.079850,54
PF3D7_0913300,5.763490,3
PF3D7_0913300,36.032200,24
PF3D7_0913300,24.568000,33
PF3D7_0913300,6.572800,48
PF3D7_0621000,1.514264,6
PF3D7_0621000,5.522590,18
PF3D7_0621000,4.328890,48
PF3D7_0621000,2.756960,54
PF3D7_0817200,19.568500,18
PF3D7_0817200,13.469400,30
PF3D7_1353400,6.368520,3
PF3D7_1353400,17.369900,36
PF3D7_1353400,8.050400,48
PF3D7_1239200,1.389935,15
PF3D7_1239200,1.307159,24
PF3D7_1239200,41.886400,48
PF3D7_1239200,1.535275,66
PF3D7_1244000,1.228477,12
PF3D7_1244000,2.212030,21
PF3D7_1244000,1.525067,63
PF3D7_1314700,1.550141,9
PF3D7_1314700,1.406491,18
PF3D7_1314700,1.590105,54
PF3D7_1314700,1.441369,63
PF3D7_1474900,1.079203,12
PF3D7_1474900,14.635600,48
PF3D7_1474900,1.086676,63
