gene,expr,timepoint
PF3D7_0716600,1.228085,6
PF3D7_0716600,1.094718,45
PF3D7_0300100,1.262820,27
PF3D7_0300100,1.302669,63
PF3D7_1113000,1.077120,12
PF3D7_1113000,1.061216,51
PF3D7_0617400,1.042074,27
PF3D7_0617400,1.155020,60
PF3D7_0617400,1.024857,66
PF3D7_0304800,1.306901,3
PF3D7_0304800,1.098226,12
PF3D7_0304800,1.028226,48
PF3D7_1300300,1.044788,27
PF3D7_1300300,1.046244,33
PF3D7_1300300,1.099536,60
PF3D7_1300300,1.079384,66
PF3D7_1138300,1.000000,45
PF3D7_1138300,31.924100,24
PF3D7_0109850,1.170686,12
PF3D7_0109850,1.000000,51
PF3D7_1370300,15.204600,30
PF3D7_1370300,87.981200,60
PF3D7_1370300,20.537100,66
PF3D7_1353100,15.516500,30
PF3D7_1353100,30.971800,66
PF3D7_1301700,6.925650,30
PF3D7_1301700,7.415020,66
PF3D7_0930300,19.962500,15
PF3D7_0930300,20.226700,21
PF3D7_0930300,7.309050,54
PF3D7_0822600,109.916000,21
PF3D7_0822600,127.644000,54
PF3D7_0716300,18.432300,6
PF3D7_0716300,14.732100,42
PF3D7_1016400,233.461000,9
PF3D7_1016400,15.545700,33
PF3D7_0103200,21.560400,36
PF3D7_0629900,45.626400,21
PF3D7_0629900,57.780800,60
PF3D7_0613400,5.018090,12
PF3D7_0613400,3.174340,45
PF3D7_0107000,5.243380,12
PF3D7_0107000,2.925330,48
PF3D7_0527000,5.767200,12
PF3D7_0527000,4.515010,45
PF3D7_1360900,4.786650,9
PF3D7_1360900,3.066360,45
PF3D7_1409400,6.913480,15
PF3D7_1409400,5.461810,51
PF3D7_0609100,77.801700,27
PF3D7_0609100,75.652500,60
PF3D7_1471200,6.598370,9
PF3D7_1471200,4.850650,45
PF3D7_1403900,15.739300,3
PF3D7_1403900,12.431200,36
PF3D7_1317100,4.056520,12
PF3D7_1317100,2.693070,45
PF3D7_1115300,5.343130,33
PF3D7_1416100,18.311100,18
PF3D7_1416100,13.995600,54
PF3D7_0927800,2.862340,12
PF3D7_0927800,3.128490,45
PF3D7_0519100,2.316550,9
PF3D7_0519100,3.017430,15
PF3D7_0519100,2.322570,45
PF3D7_0519100,124.916000,66
PF3D7_0505500,4.332800,9
PF3D7_0505500,3.605350,45
PF3D7_1402200,4.169620,12
PF3D7_1402200,3.325680,51
PF3D7_0703600,3.111960,15
PF3D7_0703600,2.860830,45
PF3D7_0703600,2.574760,51
PF3D7_0214200,10.306970,3
PF3D7_0214200,5.965420,42
PF3D7_0214200,22.174400,51
PF3D7_0512700,3.597040,33
PF3D7_0305600,2.947420,15
PF3D7_0305600,1.930815,51
PF3D7_1207500,1.784984,9
PF3D7_1207500,1.657146,45
PF3D7_0919800,3.510220,15
PF3D7_0919800,3.292230,54
PF3D7_0715800,2.517670,9
PF3D7_0715800,2.277940,42
PF3D7_1117100,2.304410,12
PF3D7_1117100,1.759939,45
PF3D7_1119900,11.625300,21
PF3D7_1119900,12.407400,60
PF3D7_1119900,15.589600,66
PF3D7_0523600,2.074830,9
PF3D7_0523600,1.539874,45
PF3D7_0523600,27.364000,60
PF3D7_1034700,2.186850,15
PF3D7_1034700,1.272323,45
PF3D7_1034700,1.230458,51
PF3D7_1331600,3.577680,6
PF3D7_1331600,1.818468,15
PF3D7_1331600,1.241643,48
PF3D7_0423800,5.132930,15
PF3D7_0423800,14.327200,27
PF3D7_0423800,3.142010,54
PF3D7_0908300,3.021390,6
PF3D7_0908300,1.663782,12
PF3D7_0908300,1.571784,45
PF3D7_1308800,2.867680,12
PF3D7_1308800,2.501570,45
PF3D7_1308800,2.875840,51
PF3D7_0803300,1.909228,9
PF3D7_0803300,1.130586,48
PF3D7_0407800,2.471280,15
PF3D7_0407800,3.293120,21
PF3D7_0407800,1.473013,54
PF3D7_0513100,15.722800,9
PF3D7_0513100,13.533700,15
PF3D7_0513100,8.787980,51
PF3D7_1345600,3.458160,12
PF3D7_1345600,4.034930,21
PF3D7_1345600,1.844686,51
PF3D7_1036800,1.787670,15
PF3D7_1036800,1.342601,51
PF3D7_0717100,3.313350,3
PF3D7_0717100,2.513220,39
PF3D7_1303800,1.706447,12
PF3D7_1303800,1.330328,45
PF3D7_0217900,2.098670,12
PF3D7_0217900,1.602722,48
PF3D7_1209900,1.554077,9
PF3D7_1209900,1.488966,42
PF3D7_0310400,2.638570,15
PF3D7_0310400,1.625911,51
PF3D7_0612200,1.449373,15
PF3D7_0612200,1.185200,51
PF3D7_0207400,2.012370,15
PF3D7_0207400,1.553334,51
PF3D7_1435300,2.054900,12
PF3D7_1435300,1.602003,48
PF3D7_0813500,1.840084,9
PF3D7_0813500,1.877684,45
PF3D7_0813500,18.689600,63
PF3D7_0921700,3.002260,6
PF3D7_0921700,2.415950,45
PF3D7_0921700,25.451200,63
PF3D7_1130500,1.663967,12
PF3D7_1130500,1.263612,45
PF3D7_0513400,2.287880,3
PF3D7_0513400,2.192480,36
