,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
PF3D7_0202200,1502.5700000000002,1287.99347435,905.5339416135,610.4155000000001,459.928875489,340.14371541,249.4525,177.3199675455,118.3585682005,78.68235,53.53401303015,34.6602838045,22.93125,15.7235348337,10.286074246255,7.297424999999999,6.0429195701200005,5.21084835457,4.584205000000001,3.978481827205,3.45933857121,3.1850199999999997,2.99622633309,3.1175515550800004,3.2715,3.43952315915,3.6940764287,4.13218,12.064726993099999,28.9181325733,45.9627,57.4620531159,69.1605954965,89.5498,249.046999675,568.994226115,894.27,1238.48646867,1588.35878989
PF3D7_1333000,14.0253,16.923166854199998,21.130014696499998,26.2932,33.835487821,43.494493736349995,52.389849999999996,60.488707004350005,68.57215810485,74.98075,79.77739804494999,83.97946085084999,87.35915,90.5728360807,93.51079581815,94.7961,93.82145409649999,91.4550304152,88.53309999999999,84.1170225023,78.29877396079999,73.46055,74.7997169498,67.9961379531,60.1635,49.4740565696,37.1482943178,27.844,21.6535378819,16.695118941,14.6653,14.7203666667,14.822633333299999,14.8777,14.173137037,12.864662962999999,12.1601,12.661082198499999,13.9333977303
PF3D7_1319400,18.384115,14.40516360915,9.344339672295,6.479245000000001,5.761964880035,5.13669771779,4.869215,5.29899278495,6.3534405699050005,7.68023,9.79847559367,13.170325097725,17.358,23.3361836427,31.1343374426,38.89685,45.96961943805,53.090196785450004,60.490449999999996,68.70409004945,77.4351764539,85.6711,98.87920972010001,114.871952673,126.329,133.351973286,138.79815331,140.987,133.109928976,115.848991286,98.7596,84.085609709,69.5770063466,58.0484,49.628452212,42.7117518525,37.5118,34.166838879400004,31.600084807600002
PF3D7_1249500,9.763775,7.199196755685,4.314468933385,2.94502,3.22369789497,3.92904356772,4.865024999999999,6.316741733435,8.545506040674999,11.319605,15.0511543599,19.999294623300003,25.702849999999998,32.8226911076,41.1863959908,49.08285,56.215315814650005,63.14546583665,69.4498,77.9130454523,87.55654009655,92.3117,103.85406309999999,98.557348423,93.6035,90.5088822278,87.6829537569,83.635,73.65051888800001,59.436863062,49.1361,44.6214426762,41.375181477199995,37.953,33.6507431026,29.1457620389,25.066,21.7598766683,18.7690232006
PF3D7_1147300,13.612385,10.652978708185,6.349166020765,4.1484499999999995,4.364447917855,4.943212502390001,5.7809,7.8648547597,11.535331050805,15.717849999999999,20.7126386339,26.77225127635,32.750699999999995,38.35754977575,44.03981902585,49.7577,55.81914877085,62.0190747066,67.5481,72.99009958065,78.49564424805,82.6054,91.6241390854,95.3638195427,96.8945,96.0339206258,93.7730523627,90.5932,83.0868581926,71.1521893737,60.229,51.6787470952,43.876259189799995,37.7814,33.1971852379,29.449630649,26.7831,25.277646511,24.190191304299997
PF3D7_1118200,21.8936,24.1332505873,26.8661141824,30.7877,40.18954097225,56.67097083305,76.8892,106.07444858375001,143.713075639,177.8465,211.434057463,244.06419539799998,258.722,250.18368091399998,230.9755840505,210.70799999999997,190.68487169949998,167.49056391949998,143.656,117.38144832060001,90.37627500205001,70.43504999999999,66.4394937244,53.810989022799994,43.6998,35.006831124099996,27.6915910138,22.5093,18.800540432400002,15.8948539906,14.5309,14.2324327453,14.0415219282,13.9743,14.0598223804,14.297278094200001,14.658,16.0871019418,18.6995376915
PF3D7_0525700,9.898455,7.4165060783,4.247257261384999,2.681726,2.795257725445,3.10100811756,3.54671,4.650833881775,6.655512051004999,9.09397,12.695894535,17.6436215124,22.64935,27.37796145985,32.230298076249994,37.0225,41.9415472621,46.863006994550005,51.1359,54.4812524333,57.42659381585,60.5307,69.4378537824,87.1678991134,96.2087,88.7581042859,72.8652419051,58.2185,46.105395131899996,34.9178586771,30.0009,30.764574074099997,32.182825925900005,32.9465,30.716159725500003,26.0750638955,22.0981,19.947021952100002,18.1731897474
PF3D7_0424900,604.9585,607.699666061,595.9513172375,565.5245,500.2298366425,407.941308366,320.565,241.186885986,164.202552061,108.4825,72.79423961715,45.08616403725,28.000100000000003,18.144150064900003,10.89825747605,7.06201,5.392302463075,4.22550203556,3.730405,3.6118113282600004,3.489802042345,3.4060949999999997,3.18652021811,3.54211488067,3.8222699999999996,3.9310111621099995,4.00882964522,4.15474,5.5761554232099995,8.667121196970001,12.3066,15.887898506800001,20.494137317699998,27.539,45.8116858934,79.0909923598,121.275,189.588650919,280.10515622
PF3D7_1119000,10.738245,10.33777306172,10.07582705335,10.376735,12.66788085155,17.031800525850002,21.87555,27.30388407905,33.43437391385,38.6933,42.5062277091,45.77724138915,49.150400000000005,53.0470891143,57.09545552,60.749700000000004,64.1159155876,67.23725310095,69.4735,71.6511044053,74.03967720265,75.16375,79.156658963,78.0768957038,76.6052,74.0556329608,69.9690205884,64.9538,57.3163796989,47.711789836099996,40.2714,36.1108002792,32.8897560872,29.5559,25.269746760500002,20.8595609718,17.7746,16.1813096476,15.0225055894
PF3D7_0211200,7.8786700000000005,6.238969436925,4.51295883334,3.7885800000000005,4.329762310445,5.498567295080001,7.030135,9.89624234855,14.1349558657,18.080849999999998,21.54132608205,25.15910710245,28.52175,31.588388033,34.5869641889,37.508250000000004,40.3519031721,43.1285022446,45.8452,48.97312689185,52.3410773229,54.9927,59.8514554842,62.5083777421,63.6255,62.9573709642,61.23624192850001,58.887,53.548764001,45.725329783599996,40.1386,37.9938155628,36.5230822474,34.4886,30.1247081233,24.2782762896,19.6303,16.998449265999998,14.926742987999999
PF3D7_1345400,7.213965,5.962126410505,4.37437811287,3.6611399999999996,4.008298699785,4.688809437025,5.543695,6.874383407004999,8.78242587716,10.80903,12.77764457595,14.89193861035,17.26345,20.26462314745,23.775052272900002,27.167,30.3636983512,33.47521143415,36.15405,38.247748758499995,40.06611092295,41.95505,47.816418212100004,55.50295910609999,59.3169,57.2969598768,52.6913975313,47.6816,42.3881816192,36.5407095355,31.734,28.4351097432,25.704456938200003,23.0269,19.9671037025,16.9575670937,14.7849,13.648973628,12.824999963
PF3D7_1021000,8.84132,6.95565263367,4.32733667539,2.97812,2.966817491925,3.0012768120800004,3.076795,3.38775372084,4.019394685025,4.803305,6.405468561454999,9.073419438805,12.01107,15.28194445815,18.992222565749998,22.4098,25.1511295732,27.67717537535,30.522599999999997,34.40853745605,38.9463183118,43.0059,49.287848503,56.0072631404,59.0705,56.5944424814,50.9710960738,44.9077,38.3619876834,31.2331694776,26.1407,23.4007795988,21.3610215804,19.688,18.2448054694,17.0189633897,15.8637,14.8638781655,13.9238109744
PF3D7_1025300,6.445734999999999,6.59774513372,6.989488424985,7.766095,10.44251382485,15.1714571438,20.054699999999997,24.92260846685,29.964005174200004,33.81835,36.1633090412,37.98519774175,39.886449999999996,42.5226545858,45.35657339155,47.2014,48.2328937886,49.178457552299996,49.67875,50.155267270799996,50.87483363545,51.2461,52.2959501911,48.3634559378,44.2811,40.6613508971,36.8695301454,33.0573,28.601514529099997,24.1249828964,21.6483,21.111513597200002,20.8108562357,20.3012,18.3118217488,15.1465979273,12.7223,11.4759433776,10.5177764166
PF3D7_1308800,8.42807,6.620764322695,4.050692035015,2.722845,2.759349218505,2.91586040658,3.147665,3.4898845494049997,4.017071804575,4.74366,6.069146403394999,8.11567519988,10.48165,13.23228574615,16.5171332665,20.0611,24.00613575205,28.38087451315,32.74025,36.991271858000005,41.2573792125,45.418150000000004,53.3192533439,64.43425010029999,69.9668,70.2585613548,70.4370584552,70.4976,64.5939542135,52.316997315900004,41.8177,35.4242850536,30.033143858899997,25.6475,21.8783517375,18.675017250299998,16.5482,15.5279431027,14.8361911905
PF3D7_1413400,5.272734999999999,4.516061072425,3.75548847565,3.1664605000000003,2.688386636315,2.26648948482,2.0849320000000002,2.3287977654349996,2.94074641976,3.741305,5.152744870269999,7.326909703505001,9.678685,12.21301717295,15.02386888265,17.65965,19.9124725201,22.04460674365,24.3097,26.92677807365,29.7278304479,32.38595,35.5764929958,42.6638242757,46.1062,43.6555292136,38.3288806494,33.1643,28.852635651999996,24.6857478337,21.6032,19.7047343634,18.2469509644,16.9047,15.6359325681,14.459677145999999,13.1424,11.4264170171,9.51218686937
PF3D7_0831000,14.014149999999999,23.11443517605,39.22434357205,56.98905,80.99686860784999,108.1795669615,121.6975,122.04122397649999,121.066057712,118.9795,106.49515435885002,83.0685668324,62.02015,46.013661474,31.162580031450002,20.9619,14.90659651547,10.338198286514999,7.52153,5.97909748114,4.88883501979,3.99871,3.60539910888,2.41872796098,1.753181,1.51088201351,1.34580172898,1.284805,1.29391356096,1.3197752330299999,1.3601940000000001,1.5858537936300001,2.0190647145800003,2.43507,2.73406014339,3.0181568111900003,3.3655,3.7484335110000004,4.250358278769999
PF3D7_1343500,5.33422,4.089349665435,2.53226591605,1.7677345,1.7825604445,1.825605055665,1.8947184999999998,2.50938284737,3.837656694905,5.350255,7.0287485975349995,9.03686073752,11.118535,13.22610079795,15.4376900289,17.68595,20.080384561099997,22.52370060435,24.638350000000003,26.29648896965,27.773450142450002,29.29645,33.059185690700005,38.011042845300004,40.4131,39.2535544562,36.4815866901,33.1572,28.4968750687,22.7083468393,18.3385,15.6979064455,13.6216759453,12.4435,12.0078162476,11.7396779404,11.3437,10.505182856900001,9.258405346970001
PF3D7_0717900,10.945365,11.950767291895001,13.68461516025,15.78105,18.648389627100002,22.504967838250003,26.69995,31.960865048949998,37.80873170295,41.78295,43.93764451375,45.509898495499996,45.81355,44.422663280449996,41.94443459375,39.2424,36.490385702050006,33.433455089,30.291999999999998,26.5974585546,22.5719749185,19.472,19.5549746783,17.0454010952,14.593,11.825901463800001,9.1122837732,7.379339999999999,6.513938167180001,5.8847601947,5.641719999999999,5.72174319349,5.90437083143,6.10344,6.29124191161,6.50176007037,6.74137,6.979335207819999,7.2614153114399995
PF3D7_1364600,5.3521350000000005,4.60331289182,3.7682318966300006,3.2462549999999997,3.01293919346,2.8119770661350003,2.694935,2.7206290554949994,2.8827552720250003,3.1352,3.6505895154149997,4.51763940828,5.56437,7.044546224235001,9.037798416305,11.110945000000001,13.106900814950002,15.1938466827,17.426499999999997,19.9654161065,22.712790319,25.3358,29.3905990519,35.9845661926,39.15,38.6193209359,37.2564196496,35.405,31.227033787899998,25.171852605700003,21.0142,19.5667857837,18.6036429911,17.3415,14.846704971800001,11.7071679197,9.42196,8.33384185013,7.54166345671
PF3D7_0221500,3.1943550000000003,4.5405368867850004,7.1986068931850005,11.162375,21.99771772815,41.52345235585,64.1128,98.85033489989999,140.7389845605,163.0295,164.06555838000003,160.891595427,154.80949999999999,134.18414097849998,99.5160477645,70.3106,50.051695667349996,31.9398236629,20.05525,13.489544743549999,8.61525003453,5.43409,4.90265122745,3.4799497227199994,2.75153,2.45616044726,2.25649577919,2.1831400000000003,2.27077222222,2.43351777778,2.52115,2.41782740741,2.22594259259,2.12262,2.1634090234400003,2.25440026911,2.34853,2.4134644104400005,2.4819558912099997
PF3D7_1425200,2.5341505,2.48903626785,2.3955041499650003,2.373654,2.64565586869,3.2091852139199997,3.8476,4.564791014375,5.4074152545650005,6.22298,6.98149918873,7.75142787221,8.527935,9.307878400265,10.095562245055,10.897324999999999,11.932945015,13.1267161199,14.04175,14.689654813050002,15.2328690732,15.46075,16.978640203199998,16.2615915175,15.3181,13.4692642345,10.8957846341,9.09291,8.390629187030001,7.90757229671,7.32195,6.33670416964,5.1765881901199995,4.30253,3.7310640818300005,3.27465148536,3.08811,3.16476777778,3.30713222222
