,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
PF3D7_0323100,21.142400000000002,17.17065344675,11.51472067455,7.91989,6.9107510280849995,6.415145514044999,6.283239999999999,5.948632059625,5.410278563695001,5.366385,6.95709946226,9.972858436725,13.087299999999999,16.0501030989,19.1486424979,21.8631,24.44146105735,26.93875956715,28.545749999999998,29.9365717724,31.85014606615,33.5744,34.951824301550005,36.19693562965,37.155699999999996,37.8197642582,38.7618242753,39.6826,40.6405215829,41.5787274581,42.0016,41.0611782327,39.2004009099,37.86,37.421622173,37.127712377600005,36.7102,35.9463532923,34.8272647223,33.4056,31.062924185500002,27.9936023012,25.4695,24.0472538668,22.912721483800002
PF3D7_1408100,88.52510000000001,81.57403625175,73.48306812585,69.5981,85.91578078885,124.28555046650001,168.8325,226.94213921149998,300.57962079050003,365.7395,412.4376450925,453.613392553,499.64650000000006,566.3493254595,641.5447909325001,693.6285,739.6324031365,793.6469515680001,819.6555000000001,810.7887669495,800.2742561225,812.2405,944.2932146205,1159.5895078649999,1280.585,1397.29847333,1184.34916889,1010.65,921.85804041,851.5352785919999,779.807,696.398865576,611.506025703,535.9580000000001,468.917754856,408.473362209,363.842,336.574579428,315.869461752,292.415,260.97018108099996,225.62403957,191.06,154.096350228,117.862309625
PF3D7_0628300,780.8385,1932.5905098100002,3909.54042157,4958.19,4635.93385328,3955.547706555,3346.605,3001.65981266,2772.316740715,2576.725,2161.54920188,1554.8578503049998,1096.906,859.7372376065,677.1177517195,531.8865000000001,406.349772659,301.011033373,226.005,175.0525090705,135.1809900056,106.48505,84.94422277000001,66.8510831477,52.769800000000004,34.5250829127,22.5542747897,16.9646,21.9241715934,33.7562098534,47.8907,65.0035572365,86.7388959197,109.979,136.059546719,164.013261374,187.268,202.70609458299998,215.464054085,231.351,251.074580573,276.864063622,316.811,422.11994055900004,624.518761121
PF3D7_1010700,68.01650000000001,55.23535858045,38.7938098458,30.654850000000003,36.4132322651,49.73121453015,64.67305,81.8046504693,101.71867551155,118.5195,130.098456475,139.92984683699999,150.4925,163.2997547415,177.805413348,193.399,215.869951599,242.7413084865,261.003,266.763989017,269.13431007500003,274.6055,318.4308039115,390.96035006799997,431.331,466.726826608,387.948875439,326.837,299.30786620099997,278.575101114,258.008,234.697988823,211.550091452,190.65400000000002,170.855112991,152.71908673,140.916,134.726107998,130.255498688,127.413,126.011380806,125.092539879,123.40899999999999,111.66970693299999,89.81537948469999
PF3D7_0512000,65.3512,52.60429248955,38.3867235384,28.874399999999998,23.8448006455,19.848089211599998,18.2192,16.686266257085,14.182021403100002,13.8483,19.27988860325,28.9450204223,38.2957,45.0980567078,51.67273232355,60.3035,77.7243143556,100.28314776159999,114.6848,118.17084646785,119.68305188050002,123.4765,139.41894620199997,163.933883031,181.10999999999999,210.950484862,216.960017236,221.016,224.18900396400002,226.663335315,227.66099999999997,223.009842645,212.01757418,199.12599999999998,181.691649812,160.73371644899999,146.188,139.905289626,135.51058456,130.601,124.679704575,118.063733089,109.571,95.669082386,77.3714374855
PF3D7_0114200,8.68341,7.1384614202400005,5.190717482325001,4.052004999999999,3.563477878135,3.012437411795,2.7799315,2.9679053679200003,3.4032240146249997,4.054315000000001,6.776438276115,11.99210065805,17.5206,22.85976745925,28.8509124028,35.32855000000001,43.1286444307,51.7152573189,58.86505,63.815697640050004,68.34846548715001,74.05539999999999,86.01693619655,102.7126946161,115.83349999999999,125.500703164,133.120167514,144.74200000000002,184.52287505400002,242.198937527,271.66900000000004,271.239671581,269.975454274,267.91200000000003,228.29611897599997,152.04676380700002,95.7078,72.04268232310001,54.659995506,41.3713,29.5504719402,19.7504081247,14.5512,13.103599861400001,12.2481218099
PF3D7_0711500,33.22945,26.0332309329,17.0528727984,11.54495,9.6116858845,8.106599766245001,7.413209999999999,6.460262171745001,4.798497991475,3.74443,3.50526221307,3.4189849039999998,3.49829,4.0629794258050005,5.252485335439999,6.808945,9.2384344286,12.81057010225,16.9128,22.123339665350002,28.192239551100002,33.2647,36.974886287100006,40.2921231222,43.36435,50.8852779393,62.046847198100004,72.3655,81.7875260658,90.56300192180001,94.4343,93.2066934649,90.21995359659999,86.5182,80.4367016993,72.6609060157,67.7602,66.4062246844,65.580181923,64.3158,61.3173489163,56.705681438599996,51.6394,46.3592071105,40.449428181900004
PF3D7_0932300,17.09585,13.446163871949999,9.7114402699,7.477120000000001,6.645931665879999,6.103441110715,5.909344999999999,5.77449408723,5.590437618900001,5.68792,6.991483276445001,9.47794214791,12.056450000000002,14.47978840435,17.0967267169,19.7104,22.05626433825,24.422838150399997,27.44285,31.65673209655,37.32716504465,44.670249999999996,58.206792837950005,76.19935033525,89.47665,108.053009321,117.051760216,120.79,114.019968851,101.342759925,94.2077,93.8663975159,93.7017904749,93.3602,87.32394522940001,75.5911627817,66.0819,61.265578141700004,57.479336617399994,53.4448,48.7185889898,43.695917517,38.3563,32.3411367548,25.942852887199997
PF3D7_1242200,26.37705,21.9860109157,15.6618471245,12.435749999999999,13.167581367750001,14.789046068800001,16.4391,18.541871048650002,21.164730644850003,22.9115,24.4536193521,26.703551167550003,28.626649999999998,30.4060993141,32.3603371667,33.6576,34.1935785809,34.6313321811,35.29015,36.6673800644,38.6903014657,40.8231,43.021191313,45.397105492950004,47.6507,53.9069894347,59.028989161800006,61.4519,61.2472803443,60.686282910900005,59.8482,56.126020906499996,50.1902161794,47.0363,46.9757414157,46.947405394899995,46.8879,45.908914223900005,43.8242978219,41.6239,39.652436436500004,37.539754292800005,35.2034,32.5962243182,29.6822096744
PF3D7_1242600,3.7986299999999997,3.287554466155,2.69698065474,2.3874649999999997,2.40878380072,2.533004444765,2.70412,3.28860457622,4.395583130135,5.583025,6.931095313789999,8.59123120053,10.22831,11.7535927946,13.2753226764,14.75385,16.164954765300003,17.5368198666,18.9084,20.539175618450003,22.24898064925,23.4173,24.00142857355,24.42650949375,24.7738,26.070872685100003,26.4120057656,26.9252,28.6014852137,31.006753718000002,32.2326,30.0463584488,25.505450230999998,21.6366,19.4040406348,17.5450899495,15.7461,13.856545824400001,12.0216998019,10.37161,8.84700954688,7.457661761930001,6.4371599999999995,5.83084106525,5.374496107480001
PF3D7_0308700,98.0454,108.8660775992,125.33087868380001,135.4534,120.896913985,89.71524107225001,69.5078,58.6675088052,42.70801799215,29.909845,21.562148762705,14.45222248219,10.107785,8.05611775115,6.60278170403,5.442914999999999,4.319765321009999,3.33379963227,2.715985,2.40037160585,2.156188155235,1.9671694999999998,1.816399429175,1.6931914518550002,1.590625,1.3873687082600001,1.25746107635,1.197109,1.21604503704,1.25121196296,1.270148,1.25544359259,1.22813540741,1.213431,1.42741737401,1.90811908135,2.41365,2.7997956194599998,3.21586780538,3.86027,5.32489369693,8.137322940710002,12.3995,29.3986742011,57.233449475600004
PF3D7_1310200,343.5925,337.98452688049997,329.0287601615,319.8415,281.735869079,216.7710538225,174.18245,141.78216616115,93.4828075543,57.670515,38.357155540625,22.652395584595002,13.589075,9.47970126551,6.58255149286,4.84912,3.851821391585,3.142553947835,2.6420375000000003,2.2830090747650003,2.00730832028,1.749309,1.45818096516,1.1812224961300002,1.0,1.0,1.0,1.0,1.0411646947600002,1.13750138953,1.2482739999999999,1.3592046885799998,1.4948027947799998,1.6725130000000001,1.9177825354599998,2.27315952746,2.78174,3.6433766959500002,5.16139946692,7.53412,15.0019725497,30.579305115,52.6253,117.892208954,213.191015588
PF3D7_1305100,29.93475,24.352370064,14.88545767135,9.18198,8.238563827145,7.785834044084999,7.572755,6.314917445320001,4.04480092943,2.486703,1.923988193985,1.5170602459700002,1.3057755000000002,1.21826698124,1.15818539377,1.1286635999999999,1.1185194143150001,1.11350627938,1.1121604999999999,1.08987156915,1.0490507716350002,1.0287671,1.040248777495,1.059075906885,1.0708453,1.1082084326600001,1.20753153786,1.355953,1.7601251967700002,2.5383102366099997,3.5476699999999997,5.11377843984,7.32878171168,9.6997,12.0708771852,14.6381104651,17.4356,21.0348374317,24.9355519416,27.5643,28.946529773,29.975325997600002,30.3787,30.3319078893,30.1941824452
PF3D7_1451100,317.639,288.895824996,256.1547180535,240.5455,294.053913913,413.418438937,536.898,654.1461752765,782.0386478465,899.6675,1006.000028162,1107.5579545245,1194.765,1260.8401336050001,1317.886703655,1384.655,1539.570709865,1753.2135823200001,1882.565,1831.357054,1702.097229435,1649.9299999999998,1792.7752750650002,2021.465732775,2150.515,2334.04911195,2248.88044612,2140.82,1949.74691295,1697.98116175,1536.91,1491.22039543,1463.07620141,1420.08,1301.46639115,1128.29278969,990.8960000000001,914.6245624510001,854.6107575789999,795.867,736.0460367530001,677.42280399,611.943,521.97236826,422.38097441400004
PF3D7_0511000,283.51599999999996,225.3086967755,144.0623650545,102.9433,107.1052155825,116.55982005300001,126.7604,154.3273544085,202.036666674,244.575,274.7862119875,302.7186029145,328.8655,353.8207630155,378.5316309835,404.0215,443.07756044099995,491.13106427850005,523.1714999999999,541.8012557435,564.2691907139999,587.5345,662.2441703585,779.1647997345001,845.435,929.78521309,892.78153729,851.6469999999999,810.544770127,763.2807350789999,711.123,639.720364081,561.605205971,518.371,508.897209319,502.992910944,498.64599999999996,495.534985417,493.164805626,489.26300000000003,477.073780294,454.87618642300004,427.95,394.312652635,350.92012004300005
PF3D7_0614400,26.49055,26.3390290515,26.1033525474,26.11185,29.412875837100003,36.9083054953,45.70675,57.10656956135001,70.97047427620001,82.25359999999999,90.7912329832,99.97221162375001,110.082,122.70005732249999,136.57921602049998,147.765,155.84782806200002,163.48625306449998,171.32799999999997,182.72407534500002,198.36949542399998,214.928,251.67862618499998,304.3430567625,334.249,342.32253931099996,317.387078623,286.77099999999996,241.13862961799998,182.61732161400002,137.355,108.391896864,85.1203628945,73.2165,70.2312592866,68.52621416470001,65.9934,59.113955731000004,49.6438582825,43.3874,41.3992656108,40.117247610999996,38.4203,34.5687172962,29.8023530925
PF3D7_1403900,34.24475,26.69672934325,17.8174720484,12.273565000000001,10.037122571715,8.31494211919,7.625635000000001,7.010142664535,5.88401144014,5.3277600000000005,5.96277252235,7.387993038235001,9.150279999999999,11.451996750300001,14.577991499100001,18.19885,22.80027890095,28.35575071655,33.7675,38.617816365050004,44.42224415115,52.9829,78.36563142605,118.880290345,152.695,195.39017347200001,241.532277723,273.48,291.84889349900004,305.799280083,311.337,282.51775271900004,222.811394326,172.345,140.628556545,113.896749023,97.3637,89.80662732379999,84.7037294817,79.3206,72.6960659759,65.7491858135,58.5659,51.1433308615,43.4588118186
PF3D7_0201600,9.489055,8.26596703704,5.99451796296,4.7714300000000005,5.415963618380001,7.01969501454,9.08782,12.47882640595,17.24094811155,21.664,25.04348712795,28.26291518415,31.9941,36.571375303500005,42.01926051395,48.54485,57.9497835401,70.33494613795,83.3563,99.6794475173,124.47168154900001,159.1415,262.08861298299996,430.5002082125,573.966,741.2560060860001,970.28066971,1077.45,990.818314164,800.29685055,609.946,431.35491766300004,252.933888928,143.975,100.94169283,71.5939347424,52.1686,38.1111540573,27.482595880799998,20.4431,15.460002271199999,11.644468913399999,10.12242,10.3674925926,10.8226274074
PF3D7_0622200,10.505419999999999,11.075615434949999,12.289193092125,13.400640000000001,17.480679744550002,25.38727023845,33.055749999999996,40.92974767215,49.8765871878,56.46715,60.3725970596,63.866209711399996,67.42205,71.28531942775,75.4907501077,80.19669999999999,86.78478139375,94.15184357515,98.7291,100.67744801430001,102.20815734050001,102.828,100.898462368,97.19343584735,94.8383,93.1604660367,92.5678951711,91.5675,87.95976054479999,81.6391342841,75.0397,69.0846698758,62.8050255527,55.7965,46.254601478000005,35.684295296900004,28.6455,25.633729715500003,23.5457374355,21.5433,19.2809808536,17.095417973900002,15.1715,13.265299566800001,11.5391297834
PF3D7_1215300,30.01935,24.40435226365,17.94605731015,12.9594,9.67362358846,7.03627953373,5.4397649999999995,4.61652094351,4.02847181039,3.66224,3.342421363295,3.02062540387,2.873995,3.2390964272050002,4.093501187739999,5.0758600000000005,6.71022606652,9.374082525755,12.486225000000001,16.357322322199998,21.9567247405,29.69125,46.1547626664,70.57172471384999,92.29485,124.414633819,156.59644594600002,201.976,316.054094822,478.001158827,581.38,616.265481075,640.598296093,649.74,594.367806067,476.293612133,367.58099999999996,287.990987251,215.330281592,158.731,115.4564625,79.98470093270001,57.2699,44.8527934619,35.9732596223
PF3D7_1340600,26.83215,22.239322853799997,16.37355720075,12.936900000000001,12.41944633835,12.612308668905001,13.169059999999998,15.084514735250002,18.326387136599998,21.0076,22.641611639700002,24.145840595049997,25.739150000000002,27.77281890155,30.2438962425,32.8399,37.0581484926,42.865381679799995,47.65325,50.7030384678,53.81305846915,58.1505,69.61620650545,87.30216925915,102.16229999999999,121.200291713,137.775886651,152.099,165.686604866,177.81158021099998,183.05700000000002,170.546618343,143.66112557600002,118.369,97.5756542536,78.057696871,66.5904,62.8058405982,60.4438206847,57.4412,52.03838996060001,45.405602914700005,39.8744,36.3863978148,33.5151003874
PF3D7_1344800,13.733,11.4750109724,9.31454520314,7.9476949999999995,7.0969208897,6.33111121324,6.116,7.25243899171,9.508667298,11.8015,13.6617138061,15.5638343276,17.8403,21.30044579255,25.566857545349997,29.191850000000002,31.6099972517,33.64975269045,35.95425,38.7861837479,42.1967200694,46.511700000000005,53.70504704575001,62.9639949269,70.43435,87.6607834162,95.92510837479999,99.5185,99.44740215620001,99.2402376458,98.9062,95.40994817290002,88.28505837,81.3941,76.1345753793,71.0824526591,65.868,60.2783539561,54.51034896229999,48.8088,43.3310925834,37.9175513574,32.3374,25.866567087199996,19.2132331948
PF3D7_0902600,3.716075,3.4318059058649997,3.1340871195999997,2.996315,3.63668281093,5.17407173297,7.032909999999999,9.42696399426,12.533045310150001,15.72015,18.80444587105,22.23860947925,26.346400000000003,31.654605489299996,38.2111396216,45.621449999999996,59.889815907650004,79.29789445815,91.8672,98.29503661289999,106.452435123,115.1215,140.679884248,180.02831324,202.7335,221.137605468,198.429433159,171.94,137.320505312,95.8424492506,65.2288,47.9619047725,34.7322249565,25.5749,19.1144615782,14.1520771858,10.98784,9.03684949806,7.6008651228,6.80997,6.506728610780001,6.31964241354,6.0577,5.48268383882,4.71141278284
PF3D7_0906890,7.280175,6.324484125130001,5.294510673674999,4.812835,4.599052227225,4.3121883433449995,4.48397,5.72291782374,7.81720010694,10.068014999999999,12.42910517005,15.2210716192,18.2954,22.22139714825,26.55521347585,29.6286,31.011396435899997,31.906400453099998,33.0948,38.38866220505,47.145917769300006,53.46655,56.4197158307,58.65704943935,59.652249999999995,62.9075215133,60.0778541377,57.0764,54.2491293276,51.208000973000004,48.2549,45.5281918074,42.8819451221,40.1916,37.3225605239,34.4071972623,31.7214,29.5655167165,27.589289656,25.0927,20.5941480312,15.006780880099999,11.2227,9.744739129620001,8.73884532156
