time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63	66	69
PF3D7_0905500	244.258	276.098	39.7035	10.18711	3.64363	1.247285	1.143818	1.472188	1	1.121723	1.222436	1.979103	3.09517	20.0764	82.6917	159.591	134.948	116.345	100.1713	19.7797	6.15526	2.77527	1.430332	1.226067
PF3D7_0905700	27.7265	27.1292	27.7734	30.924	18.8774	18.8609	21.5251	19.4651	34.9342	41.7813	58.0155	36.951	30.2014	31.619	46.2822	29.6545	18.5859	23.8907	15.4206	19.2047	19.5117	19.9524	20.9861	32.8068
PF3D7_0905800	10.35603	18.2846	41.2741	34.6475	27.6064	25.345	18.1482	21.5468	17.0114	23.5026	29.453	24.8327	19.4139	16.4777	13.1792	9.97127	16.7968	12.8535	20.1555	21.3527	21.4265	20.9049	21.3146	19.5439
PF3D7_0905900	74.5245	62.7402	171.393	151.679	113.135	103.655	111.615	106.118	104.723	62.592	43.9635	41.1852	48.8622	57.6531	60.9589	65.5248	84.4562	73.7194	102.015	102.944	131.112	108.705	103.89	92.9498
PF3D7_0906000	2.98974	2.68061	1.410645	1.201353	1.382486	1.811706	2.40193	2.78479	3.6042	7.80448	14.7842	19.3843	16.6005	11.3811	6.70829	5.14648	2.24354	2.32564	1.508799	1.541799	1.77421	1.686718	2.32083	4.11815
PF3D7_0906100	53.7901	20.2074	4.46656	1	1.645771	1.332229	1.193221	1.634389	1.564296	1.654141	6.67805	26.398	52.2038	71.6499	76.8061	57.889	15.5967	22.708	6.18925	2.52913	1.407419	2.32505	1.743342	1.607446
PF3D7_0906200	4.60828	2.60459	5.86526	8.07814	7.71653	8.07742	6.13308	7.28017	7.59983	5.01658	6.91686	7.7964	9.33124	10.24403	8.89508	6.53479	4.0569	5.20943	4.83131	6.61163	7.56895	7.70815	6.69243	5.5418
PF3D7_0906300	4.01423	5.26497	30.2724	50.0546	35.6447	31.3726	25.4065	30.4962	18.2618	14.8663	13.5654	10.74491	11.0559	7.52975	6.22	4.8838	11.8145	16.8128	26.1052	27.9069	32.9392	32.1011	24.8627	18.0627
PF3D7_0906400	2.43684	2.06493	3.71001	2.56586	1.913002	1.939423	1.610635	1.474835	1.594448	1.870434	1.745609	1.55541	1.646564	1.676659	1.693851	2.38116	1.931248	2.52863	2.14307	1.908366	1.677667	1.734659	1.741847	1.825139
PF3D7_0906500	11.5404	204.669	480.146	334.237	201.368	152.811	187.797	126.576	119.406	272.878	420.18	219.661	66.4163	32.5499	18.2958	31.7138	202.644	131.416	180.077	186.854	161.158	167.919	138.65	148.284
PF3D7_0906600	45.9896	989.588	2052.58	1651.75	1298.58	1099.36	1060.87	773.971	636.209	555.768	630.559	465.641	223.867	131.257	78.9652	122.507	828.453	596.897	843.782	1183.69	1283.84	1058.44	910.78	740.357
PF3D7_0906700	5.96341	3.83279	14.4974	47.1366	54.7741	56.2292	45.728	49.0503	39.0495	26.8178	27.5442	27.7169	28.5223	20.7171	9.61987	6.80413	6.41332	14.2066	28.4318	40.4706	48.9203	53.1833	48.5595	37.2779
PF3D7_0906800	2.29307	1.731852	1.871764	3.4426	5.95891	8.04192	8.7051	11.4552	11.0349	9.48948	10.82355	10.65143	13.2314	10.06126	5.26333	3.28495	1.790182	2.28081	3.46888	5.7283	8.36714	9.394	11.4446	11.1294
PF3D7_0906890	6.96856	7.20464	3.4636	10.66389	17.3495	25.201	22.9708	53.6925	64.1625	57.0764	48.2549	40.1916	31.7214	25.0927	11.2227	7.59179	2.42103	5.50434	9.47214	19.2413	34.0562	43.2188	53.2406	55.142
PF3D7_0906910	9.19245	4.0572	3.73125	12.5379	20.3977	33.3925	48.4467	61.4996	59.9094	70.3624	67.6141	55.6771	41.8355	24.772	17.9999	8.30792	5.06982	5.88965	11.6817	23.0158	33.4565	53.3153	58.3194	55.8392
PF3D7_0907000	38.5528	54.8253	348.702	255.479	243.321	154.617	193.429	166.845	142.834	83.596	73.2793	56.425	80.1419	84.9233	54.2091	58.8122	103.413	100.1907	152.648	179.704	178.757	161.24	180.199	137.836
PF3D7_0907100	2.63309	1.550176	1.393213	1.197749	1.396771	1.219828	1.292228	1.224872	1.160021	1.26279	2.00282	5.72498	9.109	6.93476	3.89615	2.53641	1.774934	1.86871	1.397715	1.278758	1.205394	1.158651	1.202987	1.124408
PF3D7_0907200	72.3843	57.7848	116.206	133.037	100.5468	92.2906	78.284	84.1196	63.0595	37.6645	14.6084	13.4737	12.3379	13.8713	27.2181	58.9505	64.1125	77.2281	71.8078	82.7704	93.8769	95.5674	83.0581	63.4138
PF3D7_0907300	5.82535	2.17045	12.1537	19.5105	22.2106	20.8201	23.0181	26.5143	24.704	24.7875	26.8412	26.0282	21.8451	17.9069	11.0278	6.21078	4.61888	6.62927	12.0933	15.716	24.7596	25.2182	23.8651	22.1733
PF3D7_0907400	221.413	77.7257	13.2551	15.1021	32.4388	46.935	64.1847	66.3092	74.034	141.246	135.858	87.6255	77.3406	83.6341	115.568	166.382	78.4579	114.433	31.4001	31.514	35.7263	52.8851	61.2036	81.8025
PF3D7_0907500	166.21	178.278	23.1816	9.83497	4.30569	2.27551	2.48364	2.42075	1.722156	1.418567	1.573668	2.03595	1.343078	2.90893	19.2244	114.953	128.178	173.565	63.6401	13.3005	7.77812	4.16536	1.422795	2.0365
PF3D7_0907600	12.0489	14.2017	47.7627	57.7268	47.447	40.264	31.678	35.2415	24.0001	16.6458	9.28177	12.2339	14.167	10.45848	7.03466	10.06908	21.5283	30.7246	31.5434	37.1548	35.1846	37.457	33.3683	25.7415
PF3D7_0907700	178.381	204.53	416.58	408.846	294.969	270.068	303.004	228.582	301.701	271.125	275.788	212.322	150.359	130.398	120.278	140.458	199.653	200.144	241.217	268.817	290.036	284.93	292.359	272.417
PF3D7_0907800	109.488	55.6731	16.0289	15.4684	18.6645	20.2045	22.5405	32.7596	44.104	26.8274	16.8866	15.6228	37.1125	66.6486	89.1979	93.2787	46.6146	40.7451	24.4529	17.9116	26.6537	20.6958	24.2749	29.4252
PF3D7_0907900	37.7227	14.2757	3.80565	3.15495	19.8867	38.6444	56.1604	72.7649	117.254	47.6858	99.6165	86.7668	85.2245	101.672	92.0193	52.0866	18.2132	21.9852	12.1447	18.5996	41.9681	45.4569	66.9352	68.6369
PF3D7_0908000	231.68	148.574	17.9172	5.2219	3.66569	4.5352	7.59349	11.1839	24.5352	22.3619	9.16921	6.42072	20.4766	42.8455	79.3788	154.379	105.624	106.815	51.3806	12.1013	6.23225	6.76952	11.0615	16.0449
PF3D7_0908100	7.61165	4.28037	1.325625	1.131007	1	1.104024	1.0604994	1.0496584	1	1	1.233928	1.158414	3.68606	7.19903	10.23304	9.51903	4.69387	7.89622	3.06394	1.547184	1.382701	1	1.0258609	1.0633991
PF3D7_0908200	48.9177	34.0235	4.45818	1.652176	1.172556	1.133162	1.154891	1.254272	1.0670156	1.0582641	1.146399	2.26178	10.94522	19.4193	27.3291	39.9316	24.9188	27.4201	10.36902	3.73371	1.870929	1.283253	1.132419	1.117228
PF3D7_0908300	35.7417	10.49401	2.58025	1.562747	1.105453	1.434033	1.12621	1.310793	1	1.175961	3.25382	12.6132	36.2149	56.6801	54.0574	31.2264	11.9575	17.4281	4.38641	1.996993	1.709689	1.522773	1.444348	1.272454
PF3D7_0908400	118.098	52.2196	4.46656	2.04601	1.968656	1.498343	1	1.792986	1	1	1.597689	3.12493	19.8998	48.5972	70.3331	99.054	54.788	47.9019	19.3727	4.7136	2.22226	1.176673	1.247781	1
PF3D7_0908500	68.2137	67.7315	8.74601	2.79472	1.38651	1.298271	1.115647	1.137113	1.0875636	1.0543777	1.049685	1.0874799	1.508105	2.16333	8.90157	42.8863	41.6374	55.6898	20.708	5.2783	2.37279	1.528717	1.126332	1.0807936
PF3D7_0908600	5.74912	10.14791	57.7035	74.189	57.5743	45.4805	40.5352	37.4206	34.1767	31.7957	38.1405	30.8044	18.0488	12.4853	8.57786	5.83365	16.7716	21.9838	38.0649	45.9511	53.4524	50.4162	40.6647	35.6528
PF3D7_0908700	11.785	5.56284	1.724685	2.20268	1.759366	5.42759	7.86677	17.5774	23.9051	16.897	16.8526	11.841	11.508	10.07139	11.9006	10.9721	8.10611	9.61236	5.0314	3.28332	5.89733	9.17156	11.4892	15.5505
PF3D7_0908800	11.224	7.69871	5.49899	13.6533	14.6388	17.4334	23.1905	31.6028	27.9912	24.9471	21.3803	21.7143	21.2846	16.1086	13.3987	13.5029	8.2466	9.49733	10.16966	12.1798	18.3592	21.1603	25.5732	27.5761
PF3D7_0908900	2.5234	2.04429	1.669812	4.84012	8.30833	8.61152	4.62676	4.39276	4.32293	5.08522	9.12527	9.18369	9.47287	5.47299	4.21614	2.73124	1.883098	2.77137	3.9422	6.99964	6.4543	6.0474	5.40007	5.0521
PF3D7_0909000	3.73182	1.631083	1.281899	1.141769	1.0875228	1.0450278	1.261877	1.107475	1.101974	1.110822	1.0607547	1.0411424	1.199837	1.312439	1.799319	2.96349	1.948514	1.837542	1.152067	1.118427	1.128843	1.0359175	1.0671646	1.0686071
PF3D7_0909100	5.4618	1.552177	1	1	1.0306318	1.0630365	1.109984	1	1	1	1	1	1.0762983	2.00344	3.21072	4.62035	2.28993	2.38297	1.239497	1.0207239	1.0773029	1.0670434	1	1.0384185
PF3D7_0909200	1.305761	3.96665	1.88345	1.799725	1.308576	1.317506	1.430868	1.35366	1.299605	1.26048	1.0952003	1.322343	1.170802	1.215991	1.27494	1.844222	2.40136	3.12002	3.99344	2.04383	1.605677	1.281406	1.184178	1.193509
PF3D7_0909300	54.6855	38.206	186.585	282.667	247.711	221.004	253.816	192.039	202.776	222.488	172.928	148.152	97.1263	86.5992	68.8132	51.4681	70.9004	104.82	132.116	179.257	163.23	228.282	249.473	221.036
PF3D7_0909400	40.5783	41.4503	148.334	143.095	101.929	88.7554	92.5712	82.4491	73.6436	77.3746	69.2913	64.7277	60.3709	62.1802	52.4947	43.4559	59.0147	56.2885	68.5214	80.9896	96.4166	90.1862	84.5578	76.2381
PF3D7_0909500	10.90329	7.35868	2.78838	1.190458	1.19597	1.403282	1.117272	1.0962579	1.114163	1	1.0453447	1.0307069	1.366094	1.493817	4.88503	8.29159	7.37137	12.6366	4.91563	1.861788	1.206064	1.187651	1.0250644	1.0307233
PF3D7_0909600	66.9252	16.5468	5.46439	2.64645	2.19357	1.673481	2.42851	2.02124	1.403736	1.54602	1.890891	4.71634	16.4083	35.313	55.82	55.7332	20.8856	27.2257	8.25824	3.29228	2.06882	1.653088	1.51214	1.386318
PF3D7_0909700	49.5893	307.727	469.872	208.773	129.268	106.588	86.7603	91.8943	58.0834	46.0681	17.5505	19.1893	15.8469	14.1022	18.5488	56.4611	237.674	133.007	141.108	117.735	87.9334	92.6448	84.6996	60.1601
PF3D7_0909800	42.1114	84.1008	372.653	290.456	265.446	199.36	219.69	218.379	266.628	248.072	212.786	178.304	126.613	128.782	92.8581	64.2908	132.842	140.851	185.222	211.382	188.199	249.805	252.926	242.524
PF3D7_0909900	19.3085	44.7246	139.096	120.367	77.9481	61.8636	56.2756	48.1438	40.2555	28.8102	21.0175	21.1746	28.5401	28.2229	23.8958	22.0866	58.7905	48.0075	59.5668	66.5236	72.9079	59.694	48.11	41.4899
PF3D7_0910000	3.58312	1.213603	1.127219	1	1.0592477	1.0406415	1.0945466	1.155209	1.0460201	1.0600157	1.0182788	1.0123782	1.262356	1.232238	1.739052	2.75061	1.929498	2.37623	1.360291	1.146974	1.0830658	1.129675	1.0303109	1.0495391
PF3D7_0910100	54.2605	18.9943	16.271	38.3609	42.6111	46.7875	55.2437	74.1525	79.1116	43.0394	29.5463	41.0261	62.1583	76.0781	72.2836	55.4002	23.1458	29.4232	39.2294	36.1899	54.9202	57.2508	64.3499	59.0131
PF3D7_0910200	54.4433	21.2645	7.44879	10.30095	8.83886	10.39818	14.8337	24.048	21.3048	15.8203	7.52842	12.1949	21.6461	27.5454	33.6511	42.2111	20.9296	19.9029	10.00599	8.25134	8.61392	16.065	21.8023	20.9568
PF3D7_0910300	16.1537	10.80192	16.0812	20.3036	16.2932	15.6867	16.2529	24.3145	38.7483	48.1627	49.2827	29.7559	23.1501	19.7926	18.6635	15.8765	11.2424	10.67307	17.1888	15.6385	20.8212	20.9902	24.3269	35.7385
PF3D7_0910400	13.3371	5.502	1.55204	2.09463	4.41566	5.32699	5.52756	6.80891	5.55731	5.29701	7.56064	12.4523	14.5393	16.1471	15.0877	13.4396	5.61713	5.79428	3.5525	4.27992	5.40259	5.89343	5.60347	6.40098
PF3D7_0910500	63.1849	81.221	55.1799	53.5879	39.7683	39.872	31.4116	40.6178	31.7287	33.7428	23.9427	18.8344	19.5377	22.194	27.7093	47.2714	57.2655	50.0942	46.2508	39.4331	38.7024	45.3554	36.3385	33.8875
PF3D7_0910600	68.4797	162.987	30.582	19.6638	11.8022	11.1483	8.49478	13.1498	18.6931	22.5673	32.2979	24.8439	19.7175	15.3333	21.2259	47.2574	76.6211	77.5198	59.8892	20.5945	12.7208	11.1937	14.9361	19.8496
PF3D7_0910700	6.0356	10.55236	3.33166	3.25141	2.3465	2.29608	3.28735	2.45078	2.77125	2.93594	4.21612	3.1507	2.19009	2.49584	1.967521	3.89954	5.03479	5.00732	5.41484	3.46844	3.11922	2.37847	2.28885	2.49812
PF3D7_0910800	27.2002	11.7881	4.85516	20.1058	26.1356	27.8707	28.7391	28.7391	32.8214	29.9334	47.9815	46.2848	34.7434	39.7525	30.7155	23.6844	12.4554	16.0584	14.7066	21.0605	27.9566	32.764	30.7545	27.4075
PF3D7_0910900	25.7403	8.89614	2.03463	1.794669	1.131411	1.0450712	1.0524258	1.301221	1.051036	1.0887427	1.56759	6.07912	40.2784	54.8649	50.0982	31.3436	9.40922	13.8977	3.70179	1.80015	1.294782	1.11984	1.179278	1.302162
PF3D7_0911000	28.5829	19.217	1.986344	1.714295	1.0918709	1.0945294	1	1.0902516	1.10704	1.0930616	1.680244	4.57007	21.595	36.96	51.4236	31.9658	10.44431	16.0583	4.91073	1.870169	1.540976	1.301614	1.141002	1.172837
PF3D7_0911100	57.4845	552.979	128.012	24.8174	9.09776	4.35221	2.2171	1.962004	1.78989	1.209837	1.278878	1.165246	2.01632	2.10726	6.88951	81.2297	217.894	177.274	199.658	66.309	15.4158	10.47998	3.688	2.2282
PF3D7_0911200	20.8463	16.4735	5.09592	1.411972	1.635843	1	1.19025	1.156159	1.185207	2.12715	3.20688	4.786	13.0102	20.7609	20.8286	25.702	10.64718	10.20497	4.31425	2.07544	1.267437	1.521872	1.325295	1.299053
PF3D7_0911400	3.67016	2.8135	1.9258	1.814783	1.467088	1.536059	1.451523	2.23538	5.1025	16.7047	21.0526	19.3198	17.3924	13.3736	7.81883	5.4038	3.2028	2.25188	2.1861	1.607705	1.680048	2.38601	3.1966	8.09747
PF3D7_0911500	3.64954	2.07889	1	1	1	1.18172	1	1	1	1	1	2.28072	7.92142	3.97872	4.41626	5.87548	1.874961	3.63405	2.29987	1	1	1.0966355	1	1
PF3D7_0911600	26.5271	9.07642	1.601277	1.181431	1.186682	1.0960421	1.279285	1.0916958	1.0543763	1	1.345565	5.38774	19.0959	27.8919	30.0251	27.8136	9.55497	12.4973	3.06774	1.947243	1.117778	1.204294	1.0955059	1.117069
PF3D7_0911700	10.72111	4.36854	1.523372	1.078962	1.121871	1.146297	1.17017	1.239446	1.544307	3.79821	10.71932	11.0828	13.9855	17.4638	16.3288	13.2921	4.89937	5.02699	1.758754	1.274838	1.136691	1.144482	1.239003	1.853417
PF3D7_0911800	36.8676	14.906	8.00802	7.53611	5.84615	5.17228	4.90616	2.36021	3.18938	1.200366	1.915373	1.371928	7.15861	15.1223	26.8192	35.4177	17.4142	21.8699	7.6157	5.28231	6.40774	3.48932	2.72031	2.42648
PF3D7_0911900	185.19	609.123	947.339	652.008	552.86	522.412	329.742	417.696	406.934	331.469	254.45	162.709	95.2583	96.6585	126.854	180.556	469.302	400.133	458.408	482.899	543.588	465.288	457.998	388.439
PF3D7_0912000	10.8693	5.27132	10.11086	11.3361	10.67086	10.21362	8.73279	8.74107	6.48936	7.19589	8.306	15.2814	26.6668	24.6981	17.3373	14.0105	7.07425	6.08389	7.01977	8.35365	7.96473	7.01525	8.44956	7.36698
PF3D7_0912100	2.67914	11.5897	48.6672	50.0422	37.5469	31.3393	31.6253	22.919	22.9158	25.2608	24.4742	19.5517	15.5388	13.7156	8.75072	6.74888	16.1817	15.8026	25.3395	34.9739	37.0178	34.226	34.2332	28.3819
PF3D7_0912400	73.4838	32.4664	43.1672	46.3811	31.8205	32.9369	26.2008	29.5089	32.7782	32.2753	46.7422	66.508	120.614	138.458	120.71	81.4107	35.4569	49.0247	39.1954	27.8302	34.6814	31.833	26.2841	28.6402
PF3D7_0912500	41.0377	37.0815	172.315	169.351	139.429	116.776	146.863	119.439	133.733	106.073	135.788	134.837	103.664	98.9686	69.0033	58.0131	61.1238	85.9156	103.462	114.207	145.772	143.635	139.673	122.884
PF3D7_0912600	1.21978	1.888508	2.79923	3.04388	2.47869	1.862172	2.06185	1.266315	1.43071	1.17475	1.524627	1.324379	1.593396	2.01433	2.054	1.377579	1.671526	1.459579	1.899206	2.16714	2.55485	1.633792	1.49172	1.587283
PF3D7_0912700	18.0166	35.3966	13.2917	7.18156	2.90814	2.96335	2.14187	2.87451	2.1116	1.966435	8.94729	12.3616	43.7754	56.2948	57.1046	36.4987	22.27	20.6643	10.94592	11.973	5.01284	2.56612	3.92859	2.1966
PF3D7_0912800	13.5386	10.64017	30.5165	47.7525	39.8661	33.4731	45.6233	45.2116	38.4728	39.0728	38.2968	34.0229	24.4516	16.0259	13.2143	10.89137	16.2063	15.8962	26.1267	31.3969	40.3789	38.2162	44.8714	37.7484
PF3D7_0912900	130.252	38.677	29.3366	65.4491	72.3234	78.4688	101.7	99.6924	122.761	103.924	93.4182	100.7815	109.176	115.627	113.825	107.185	59.0101	73.5479	50.3035	56.84	70.6229	96.8331	105.666	106.144
PF3D7_0913000	30.1662	112.705	495.539	462.724	373.065	313.163	269.54	238.668	333.117	379.457	409.408	277.569	130.054	107.052	76.9178	58.0769	159.298	190.809	239.212	323.641	312.897	314.922	343.783	350.255
PF3D7_0913100	2.65648	1.422946	1.503803	1.304038	1.293285	1.392304	1.631826	1.201681	1.410052	1.475338	3.55161	8.99624	12.4205	9.89309	4.84134	2.98992	1.799148	1.921129	1.280264	1.456368	1.888166	1.288859	1.285083	1.441407
PF3D7_0913200	126.243	115.1	443.779	653.842	631.197	639.97	717.603	562.572	705.52	614.119	584.184	576.683	453.863	320.745	241.745	148.628	171.267	236.393	320.959	485.169	560.826	621.708	710.426	648.499
PF3D7_0913300	13.2075	5.76349	7.21089	17.6124	19.1049	22.6785	28.7376	38.3958	36.0322	38.0047	31.6053	24.568	27.8323	25.9856	19.8995	14.3259	6.5728	8.14989	11.2994	16.3171	23.7398	32.009	33.2266	33.4261
PF3D7_0913400	2.82426	3.94999	1	1	1.613686	1.631445	1.734483	1.803826	1.95335	3.48656	21.8264	47.5413	45.3288	20.9314	15.5811	9.95446	2.2668	3.00773	1.533127	1.830375	1.688315	1.559652	2.5698	2.53937
PF3D7_0913500	14.1332	5.69675	1.972983	1.293591	1.566414	1.466244	1	1.779004	1.461955	1.0573756	1.733938	3.73358	9.93529	14.4641	20.0261	14.7607	5.91074	6.33686	2.47618	1.459847	1.857647	1.464888	1.318753	1.603839
PF3D7_0913600	16.1555	5.09886	1.381442	1.230195	1.0532929	1.0365567	1.170088	1.0698048	1.103487	1.0719782	1.624782	4.40703	13.6991	18.7413	18.11	17.3298	6.67652	7.11978	2.5278	1.480735	1.164378	1.0777608	1.0817934	1.13368
PF3D7_0913700	35.0535	11.8288	3.32482	3.17238	5.43558	7.50451	10.86493	13.7634	17.806	25.5173	39.9844	38.8047	52.3844	60.8163	52.5015	40.2146	12.5497	14.0946	6.43105	6.41103	9.05006	9.46591	13.5254	18.6749
PF3D7_0913800	269.401	2867.57	691.435	121.583	40.6173	13.3239	4.30806	6.43057	2.07346	4.7331	1	7.92955	6.35471	9.51266	42.8661	487.988	1179.78	1138.57	1077.52	346.945	64.5525	51.9168	16.5546	3.88885
PF3D7_0913900	2.89448	3.63805	5.25741	15.7734	20.0484	21.5954	18.4869	22.5184	22.8635	21.6104	22.8247	19.6851	18.1872	13.8078	7.60375	4.38385	3.19261	4.49819	11.9089	17.624	22.9407	21.6389	22.7363	22.4779
PF3D7_0914000	1.761398	3.18266	6.04986	16.8411	25.5657	21.5807	17.4703	19.0024	20.0722	21.7093	23.4996	24.9931	16.679	9.48834	4.48548	3.65012	3.85514	5.41078	12.6718	18.2343	21.3514	22.8761	22.2282	21.735
PF3D7_0914100	85.4539	188.353	31.2596	6.94894	3.01319	2.16156	2.26103	2.05355	1.372664	2.04823	1.835872	1.542458	2.65588	3.38635	11.0081	61.6374	96.45	98.9457	50.6889	14.1747	4.87766	3.22371	1.644917	1.554545
PF3D7_0914200	123.562	1091.63	1298.61	714.787	399.636	252.994	172.3	144.903	140.378	75.1617	98.8537	91.1875	39.878	24.5988	40.1498	144.61	678.713	432.545	702.311	448.779	345.451	265.627	182.25	128.061
PF3D7_0914300	5.73463	5.48937	36.0083	59.5778	57.5567	50.5522	45.121	50.7848	38.3842	31.7423	28.7944	30.4946	22.0142	15.108	9.74694	6.9896	10.21784	19.9578	35.7424	42.829	44.2153	55.7143	51.2534	38.2646
PF3D7_0914400	346.017	161.907	15.875	7.6223	2.36279	3.10334	1.6796	2.89659	2.19085	2.15038	1.735772	1.640615	4.39446	29.2355	120.501	254.407	129.139	185.805	52.7954	13.3701	4.82129	3.42346	2.2201	1.997043
PF3D7_0914500	37.2668	13.612	11.5322	8.82405	8.19564	8.07082	7.12377	9.65868	5.17735	4.21569	3.61556	6.13422	23.9258	31.722	34.2987	35.6315	18.5006	19.4501	10.21436	9.15295	8.65527	8.8268	6.26714	5.91055
PF3D7_0914600	199.832	280.662	323.155	295.333	244.396	249.527	366.243	200.407	299.736	193.441	181.563	136.958	116.312	106.732	105.707	171.795	233.422	249.461	224.147	231.662	244.038	252.109	230.317	237.524
PF3D7_0914700	69.3035	195.897	809.69	803.072	496.557	357.578	302.676	344.653	431.003	150.913	60.2397	82.4739	155.685	171.026	127.037	90.7972	263.859	271.487	523.55	474.4	500.797	462.457	383.668	323.893
PF3D7_0914800	124.736	51.7276	5.0913	1.189927	2.75881	1.452426	2.92959	3.59171	3.73228	3.22701	7.24011	14.9633	34.2216	38.6716	52.1916	75.4234	40.9369	45.0189	20.7357	4.76807	2.60281	4.0475	3.84937	2.65443
PF3D7_0914900	78.8342	49.8828	9.16021	15.9407	26.1852	31.5202	28.5215	37.7639	36.9853	28.8931	21.7465	19.9141	21.4293	22.966	27.6868	52.9153	33.7489	33.3998	21.0885	24.2924	30.8283	34.8347	33.5412	35.3341
PF3D7_0915000	95.6958	44.8279	6.14445	1.862391	1.532409	1.136954	1.212403	1.217927	1.051693	1.089885	1.369576	2.14013	13.7456	30.9996	51.8371	68.7319	37.4328	48.7696	20.6185	3.82157	1.895731	1.388425	1.249681	1.111292
PF3D7_0915100	51.7313	28.5255	115.275	172.099	188.502	153.956	238.848	149.682	194.868	148.397	91.8237	81.9274	116.593	131.71	120.246	62.9263	39.3808	66.898	108.292	130.437	157.595	173.877	168.267	163.504
PF3D7_0915200	4.37373	1.876793	3.61103	5.83222	5.94505	4.83696	5.46307	6.17644	7.04488	4.44892	5.35177	6.94475	13.048	10.19242	10.02871	5.08087	2.20486	4.50085	3.67614	5.16823	4.27329	6.18979	5.76943	4.81276
PF3D7_0915300	1.469903	1.683886	2.56137	3.08937	3.71891	4.18795	3.68652	2.5529	2.54708	2.31303	6.2963	10.84828	8.29731	6.15174	3.08451	2.17633	1.587358	1.713683	3.00495	3.50254	3.52652	2.41851	2.37481	2.30852
PF3D7_0915400	88.4471	54.1388	228.326	672.918	826.492	800.804	1055.88	827.399	928.07	619.779	409.831	379.629	288.197	240.996	187.216	109.571	96.618	190.729	478.461	597	811.478	781.454	780.889	698.47
PF3D7_0915500	1.514762	1.499448	1	1.44879	1.242434	1.534534	1.538857	1.714482	1.766683	1.31574	2.08986	3.58314	4.16307	3.38542	2.14175	1.530612	1.386057	1.441894	1.330957	1.328035	1.553541	1.454809	1.442958	1.760152
PF3D7_0915600	8.90448	18.866	102.477	83.854	71.1031	62.312	34.5608	67.374	71.8345	65.2779	38.5877	43.499	21.0706	14.6041	9.2923	9.72986	35.1317	24.6071	48.0404	55.8693	43.7032	69.5821	67.0402	66.6395
PF3D7_0915700	92.636	24.2045	3.54585	2.09742	2.01626	1.348556	1.202716	1.998348	1	1.343144	2.25412	3.44168	22.7975	35.5713	48.5378	58.4605	23.4467	31.4218	6.73855	3.86478	2.13984	1.741424	1.433262	1.531082
PF3D7_0915800	10.42001	3.48363	1.295844	1.178538	1	1	1.164899	1	1.160527	1	1.12752	1.0863553	3.63106	3.89319	6.15592	6.72954	2.87711	4.11021	1.957538	1.279641	1.1159	1.0753885	1	1
PF3D7_0915900	40.7031	22.8191	57.0137	61.8463	57.9726	71.2167	68.6874	88.3354	90.7216	74.5657	53.7307	62.4764	60.605	67.4352	64.5923	51.9287	33.8263	37.4589	42.3354	46.0393	53.49	74.8806	83.423	72.3243
PF3D7_0916000	155.981	140.949	15.6196	4.04303	2.119	1.664881	1.452707	1.387069	1.183628	1.127719	1.262567	1.286468	2.58335	6.7983	29.0851	101.363	87.3771	95.0183	35.3934	8.51723	3.4527	2.37979	1.314458	1.415105
PF3D7_0916100	36.8752	20.118	15.9202	44.8358	52.7482	55.1865	38.642	54.351	68.7491	34.5259	13.8623	15.326	28.3277	33.1004	42.3826	37.0193	15.4945	38.1501	40.0777	44.5461	56.2212	67.7357	58.1581	47.7851
PF3D7_0916200	7.27793	4.04558	1.659604	1.870761	1.902361	1.908719	1.827219	2.54658	3.75141	11.0935	24.4915	28.8694	28.3221	21.2064	13.0258	8.24863	3.30658	3.67579	2.05077	2.01315	1.985177	1.808903	1.962579	4.93703
PF3D7_0916300	25.852	8.94922	1.394538	2.07144	2.19432	1.661706	1.989591	1.54151	1.21408	1	1.255092	1.0575817	2.52556	8.48523	23.265	24.8276	8.73751	11.7301	4.43187	2.2431	3.24119	2.05565	1.423007	1.230449
PF3D7_0916400	6.11411	11.8847	13.3499	12.3871	11.8537	9.84222	8.15616	10.92504	6.84632	5.61301	5.95643	8.00359	10.64869	10.3716	9.3481	8.77078	9.59632	8.92947	10.72195	9.27302	9.22921	9.66596	8.30006	7.415
PF3D7_0916500	30.7846	13.3665	6.81473	4.1582	3.1664	2.67182	2.40445	2.59616	4.04995	6.21189	29.2385	42.6402	49.9398	60.5187	55.2884	33.302	11.5092	15.7067	8.05756	3.32065	3.88545	2.48174	2.75485	3.88693
PF3D7_0916600	1.40418	11.2941	69.901	98.4331	62.0491	42.9704	38.5907	46.2804	27.7724	15.737	16.8563	17.7883	14.0952	8.766	5.11896	3.6783	20.3662	29.2911	50.6097	51.9613	56.8155	50.8461	37.7973	24.1921
PF3D7_0916700	195.702	1620.06	3095.5	2276.42	1852.85	1510.03	1720.5	1031	910.222	423.677	234.008	161.374	110.511	128.395	157.942	274.037	1308.22	1118.18	1564.32	1682.96	1845.76	1397.93	1229.65	860.847
PF3D7_0916800	1	23.6759	1	1	1	1	1	1	1	13.7424	35.9284	32.5375	21.8887	59.1136	34.6245	76.7141	16.5802	13.3464	6.46404	1	1	1	10.65336	16.7771
PF3D7_0916900	102.8	57.8104	145.387	148.888	130.65	118.348	68.4083	126.219	115.156	65.0057	42.5151	37.4254	43.2936	47.3906	62.2339	71.5993	78.3905	81.5447	96.7562	115.155	123.186	126.363	124.278	104.513
