time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63	66	69
PF3D7_0405700	5.89557	5.12761	1.567312	1.239656	1.16733	1.271851	1.221347	1.337413	1.841397	13.4002	40.2558	25.2597	12.0997	7.78336	4.95481	4.78762	3.5415	4.31054	2.39244	1.554116	1.637119	1.409602	1.391983	3.8608
PF3D7_0405800	45.2935	11.3307	1	3.22789	1	1	1	2.12598	1	1.580521	5.24338	26.1437	82.8416	75.6126	77.0828	60.5803	11.6471	16.7494	4.9829	1.775448	1.964177	1	1.879577	2.07816
PF3D7_0405900	510.758	362.38	45.999	9.39304	2.68152	1.416524	1.559029	1.520036	1.181403	1.346971	1.172924	1.468409	3.06832	11.1745	65.0074	303.502	258.785	330.708	92.2989	20.466	5.40067	3.76023	1.828397	1.390549
PF3D7_0406000	70.403	44.2696	10.16071	18.8001	23.1752	23.8169	18.8431	24.7648	34.1561	37.2347	31.8513	24.2135	21.5524	22.7765	28.6529	50.0478	33.6911	43.9769	21.3639	18.0008	23.9132	22.5738	26.2799	31.4288
PF3D7_0406100	198.474	99.2785	66.0834	148.885	203.488	217.368	321.287	241.444	341.906	331.181	285.837	253.157	180.859	175.636	183.012	170.399	93.1729	140.905	116.168	154.928	184.734	236.156	285.172	280.254
PF3D7_0406200	124.503	139.2	87.2532	62.2734	60.4506	42.8041	57.0431	28.5102	57.4295	140.508	147.165	104.729	97.0523	74.8433	79.944	86.9086	81.7401	101.028	67.4026	57.9929	43.2866	47.0941	60.068	87.7984
PF3D7_0406400	60.8761	58.4104	29.7583	86.4097	92.9591	111.463	148.799	165.412	257.43	131.54	86.3075	76.9461	70.9594	74.8755	67.9951	64.3585	45.8009	80.6984	92.0645	96.9619	120.495	167.705	183.465	152.51
PF3D7_0406500	17.5602	10.48495	41.9843	45.251	25.4013	18.3722	16.7043	17.8509	10.26474	16.9898	6.33262	6.27251	7.10523	6.519	10.39981	12.1996	17.2435	23.4905	15.9187	14.9278	10.9147	12.2248	12.2555	11.1629
PF3D7_0406600	5.26326	1	1	1	1	1	1.343293	1	1	1	1.265477	5.49446	7.43006	9.9143	9.43372	3.82505	2.42103	2.4076	1	1	1	1.156947	1	1.359748
PF3D7_0406700	24.7979	8.35895	1.910732	1.171755	1.132544	1.0272759	1.0951801	1.156249	1	1.0805571	1.0490701	1.897202	10.26601	20.4384	25.6821	24.5559	8.74848	11.3291	2.49688	1.591836	1.133796	1.087029	1.0406854	1.0332474
PF3D7_0406800	14.1871	4.06259	2.82404	2.46771	2.22703	1.971182	2.12966	1.370893	1.329914	1.19122	1.611514	9.10474	23.4913	23.595	19.5857	14.1181	5.09161	8.87428	2.22995	1.638571	1.714588	1.464812	1.289728	1.17757
PF3D7_0406900	1.328514	1.619773	3.71573	2.97306	2.62085	2.84464	2.33735	1.434259	1.343359	1.273643	1.170474	1.138532	1.316047	1.175337	1.251636	1.188127	1.441044	1.313345	1.800046	2.21289	2.21886	1.685318	1.446021	1.26951
PF3D7_0407000	6.2728	16.877	74.6793	81.7653	52.4396	39.2014	28.3785	27.0176	23.947	20.5167	16.7378	14.7627	9.43006	7.52471	5.25081	5.48467	25.5449	27.6542	39.3108	45.65	39.3833	41.3285	34.6386	28.003
PF3D7_0407100	11.1648	12.2073	44.7207	55.079	32.3192	17.7924	9.37112	8.63454	8.42483	6.2744	8.84024	10.44962	14.3566	14.9693	13.6024	9.75986	17.267	17.7807	28.883	26.3426	26.4306	14.1823	11.6951	9.62615
PF3D7_0407200	10.0629	29.0897	101.379	139.275	101.102	109.052	132.563	121.966	184.529	156.787	146.792	90.2804	56.9703	47.095	27.1081	18.9796	44.2151	51.0381	75.454	93.1313	116.409	113.696	142.677	155.651
PF3D7_0407300	6.10058	39.0001	127.32	90.4673	63.0156	53.7968	52.5353	63.6884	71.0655	62.2468	64.2212	54.2598	31.3919	14.8633	8.28005	11.0145	48.7656	35.3229	52.7453	65.6207	65.6084	61.5789	65.708	73.4513
PF3D7_0407400	12.9252	5.13229	4.6917	3.97053	5.58474	7.48645	14.0321	13.3858	13.0189	27.1234	49.2685	53.4427	53.3406	45.2862	19.3824	11.6617	2.41961	4.93735	5.48076	5.65269	6.78506	8.83949	13.6073	18.2506
PF3D7_0407500	4.92678	3.1431	6.53109	14.1806	13.0869	13.9804	13.4899	22.1524	23.1628	23.6139	34.3776	32.1722	30.4483	22.7474	11.2986	8.3003	5.58108	5.92673	9.09037	12.5288	13.5567	19.4675	19.4495	22.538
PF3D7_0407700	137.828	121.558	15.696	4.36227	2.05905	1.435881	1.348567	1.45517	1.15424	1.455932	1.306313	1.248918	5.01183	11.9638	30.3346	89.0384	80.4396	83.5705	32.1316	7.75302	2.41428	2.02858	1.392812	1.307162
PF3D7_0407800	358.253	357.88	46.0579	11.9136	4.09136	2.00033	1.470653	1.450702	1.152726	1.132781	1.272976	1.246475	4.94524	24.608	85.2473	235.934	202.06	208.466	88.2378	26.3782	8.91167	4.25151	2.14563	1.630216
PF3D7_0407900	35.9312	264.632	83.3558	19.3531	14.3361	13.1974	14.734	14.8458	13.5268	18.4883	17.3938	15.471	18.6532	20.1905	20.6505	47.5358	119.738	101.384	104.311	38.4655	16.8565	14.3498	12.5651	12.691
PF3D7_0408000	97.8522	1137.68	327.337	95.2223	42.7199	23.4857	15.2663	17.589	8.86992	6.63476	7.06786	8.22203	6.27831	8.67605	19.4091	138.403	445.136	299.525	524.284	156.778	59.8259	35.6767	21.3274	13.3338
PF3D7_0408100	19.8365	24.1281	74.2129	49.0217	34.2919	26.313	16.8253	17.5935	13.8229	8.92908	3.74177	4.00022	7.157	7.80554	10.12436	17.5311	31.081	32.597	29.683	28.0495	17.2553	23.3921	18.3331	14.8527
PF3D7_0408200	6.64784	4.49204	16.4386	10.89631	8.97232	8.12973	5.59244	3.56181	3.6477	2.1321	1.448241	1.583738	3.59819	3.81624	3.48947	4.34302	5.93707	8.2762	7.34324	7.02375	4.9486	5.44376	3.93508	3.40628
PF3D7_0408300	16.973	12.5696	3.88447	7.47943	8.01522	8.67896	17.6135	18.5955	20.9121	41.2934	49.9039	38.9351	25.7233	17.0476	14.6315	16.4358	11.9071	18.2132	6.83499	7.15986	8.84739	13.4548	16.0049	22.6687
PF3D7_0408400	8.14983	5.05896	1.109885	1	1	1.0526557	1.0612479	1.0502728	1.0596243	1.311029	2.51567	6.03573	12.3871	16.7753	12.3991	9.45644	3.72546	4.41543	1.933598	1.207733	1.215243	1.112005	1.130904	1.0962754
PF3D7_0408500	25.6867	7.53019	1.880595	1.531428	1.102526	1.0351644	1.0409025	1.0671462	1.0796364	1.207711	1.632618	4.91988	17.0886	28.5863	35.9872	26.8058	9.8889	12.4044	2.6626	1.462426	1.20124	1.149599	1.0874203	1.085726
PF3D7_0408900	13.6768	7.08613	2.28044	1.128607	1.264959	1.0340397	1.277451	1.260289	1.0385446	1.268393	5.50546	22.2134	48.7835	44.4537	30.6036	20.265	6.8499	9.2228	3.12331	1.648028	1.333412	1.253766	1.152079	1.124592
PF3D7_0409000	7.19614	3.20671	1.870274	1.310832	1.190242	1.212769	1.227689	1.178763	1.096371	1.117301	1.0382777	1.139975	3.1358	5.98837	8.1192	7.60779	2.98745	3.11885	1.603591	1.263011	1.20178	1.144828	1.0507794	1.108927
PF3D7_0409100	39.2973	117.997	291.705	232.601	140.104	105.819	86.7329	91.1157	88.8448	86.7013	80.9854	70.1217	47.7197	43.8393	38.3164	35.4959	115.986	92.9889	115.498	133.689	124.719	123.964	96.355	91.8417
PF3D7_0409200	22.6215	126.367	272.604	183.631	111.199	94.4475	86.6809	79.6475	89.2854	92.3405	93.2187	75.2212	50.3462	41.6319	31.2283	32.7845	109.968	82.0694	111.794	114.281	119.934	102.814	92.5495	89.0069
PF3D7_0409300	3.60725	8.27285	35.8883	40.7794	32.6408	27.5325	26.4297	28.7443	26.1388	27.0539	27.7482	23.6213	19.2601	11.3324	5.68887	5.63119	14.9863	15.1823	24.2204	27.3316	29.5716	29.6869	29.6728	29.0373
PF3D7_0409400	8.51775	9.37835	18.5385	33.6385	42.6599	41.5798	30.2044	32.5587	37.0753	55.1778	71.0941	73.1	46.7404	25.5722	12.6929	8.70435	9.76192	14.2157	26.503	31.8669	38.7469	40.0452	37.7165	39.3409
PF3D7_0409500	35.905	9.55672	2.87757	1.32374	1.062458	1.128531	1	1	1.145541	1.126535	1.520269	6.79371	54.9315	76.5451	56.5941	39.8231	13.0678	16.3866	3.82147	1.929627	1.57794	1.170876	1.159767	1.195838
PF3D7_0409600	81.8532	45.0509	6.02482	2.26765	2.24679	3.30916	4.97156	5.56008	9.06778	23.6942	36.8437	48.8366	52.4721	55.0379	54.2369	62.1469	33.4047	40.1206	13.131	5.00992	4.51753	3.42446	4.12057	9.50427
PF3D7_0409700	36.7928	30.331	3.44569	1.632546	2.3017	2.17195	3.33689	6.11504	14.8392	26.0529	32.0232	32.9208	27.8841	26.4209	21.7316	37.147	17.9284	20.8027	10.18797	2.98149	2.095	2.6916	4.57947	10.79561
PF3D7_0409800	155.015	156.684	120.291	119.56	100.9997	101.883	75.0411	96.4784	89.6753	113.51	88.1674	62.9879	45.5041	34.0921	36.2481	98.0076	117.243	130.865	95.2623	81.0454	95.8365	90.7696	93.8659	93.674
PF3D7_0409900	15.9678	6.12559	2.27197	1.230285	1.0592375	1.0609517	1	1	1.0690183	1.0600053	1.219308	1.0742564	1.491833	2.69173	7.38642	13.6411	7.8233	15.5932	5.16837	1.561077	1.249155	1.0648261	1.121223	1.148592
PF3D7_0410000	100.9803	495.956	181.896	78.4777	44.648	26.4968	21.45	38.8934	91.6706	345.496	196.17	63.5138	18.1002	9.11696	16.5368	88.4085	211.625	182.744	177.835	76.2767	40.9186	39.5051	64.7453	146.543
PF3D7_0410100	1	1	177.165	107.313	83.0426	1	99.1918	1	1	1	1	1	1	1	1	1	102.614	1	286.091	1	139.029	1	1	1
PF3D7_0410300	14.2601	13.528	48.8382	69.0547	46.7901	37.8705	37.6634	29.6652	32.5567	31.3815	23.0572	15.906	17.9629	18.0158	18.6765	15.9683	21.0542	25.0432	32.1725	37.5814	43.5408	34.7663	33.2518	32.0487
PF3D7_0410400	12.3379	8.4254	43.2592	57.047	44.862	31.2183	28.0239	32.2488	53.615	48.2895	32.9828	24.2839	18.9237	16.2494	17.5839	11.6853	15.8332	17.9952	33.869	31.6553	39.5653	35.5183	35.4595	41.8045
PF3D7_0410500	2.68312	4.06196	3.43155	2.46741	1.990857	2.60212	1.847068	1.556225	2.15446	1.860315	1.786071	1.354879	1.117526	1.118896	2.13509	2.08434	1.876592	3.08394	2.22969	2.24496	2.19074	2.08434	2.37592	2.42027
PF3D7_0410600	51.0619	156.386	35.2763	56.6435	74.0305	78.2791	71.1156	82.2307	98.0848	113.704	110.996	106.253	54.4121	29.5594	21.3388	44.3231	72.4721	78.9448	81.5701	62.1802	69.4834	69.9149	77.521	84.2365
PF3D7_0410700	113.062	99.6819	17.3378	4.36124	3.0257	2.70305	2.89225	2.94146	4.94321	9.53315	8.43092	10.95589	17.0395	25.6095	42.1824	77.9399	61.8572	68.4043	29.5	9.17277	3.43136	3.3655	3.16116	4.95039
PF3D7_0410800	166.228	115.941	18.6374	5.46218	4.76264	5.5283	6.12649	8.65667	12.1946	23.8344	23.1698	24.4251	28.112	42.2551	65.6702	114.529	75.959	85.8059	35.6571	12.3529	7.01944	7.48892	8.34748	12.9137
PF3D7_0410900	11.4694	6.73434	9.63583	20.492	23.4041	25.5955	31.8933	39.8174	40.6843	31.8424	22.6403	24.2137	25.0159	22.5095	17.0748	13.4827	6.37524	7.86881	11.1855	18.0175	22.1401	34.0094	36.9084	39.8574
PF3D7_0411000	17.1543	12.5073	35.7997	85.0581	121.009	161.486	284.345	375.645	752.538	998.075	266.748	75.3644	25.8102	16.9703	16.6046	15.6192	16.404	24.6843	54.1258	98.8995	162.029	260.162	473.4	746.714
PF3D7_0411100	7.23219	5.31913	1.321553	1	1	1.30817	1	1.882673	2.39582	3.1237	10.42492	22.9631	23.6289	22.6349	17.5451	11.8161	3.59665	3.79258	1.520374	1.607884	1.125972	1.163879	1.689512	1.657366
PF3D7_0411200	1.939226	1.379702	1.226146	1.022746	1.0526596	1.126428	1.12605	1.258657	1.674897	5.85413	9.54553	7.51305	6.29034	4.39109	2.95498	1.979671	1.456552	1.241193	1.15249	1.0831289	1.118127	1.048023	1.359206	2.67316
PF3D7_0411300	4.75349	2.93472	1.271128	1.204528	1.126268	1.064961	1.188903	1.186064	2.14015	6.34002	8.15808	6.75749	9.54421	10.83701	8.28465	5.04179	2.05563	2.70403	1.301655	1.149496	1.079663	1.103635	1.242244	2.74202
PF3D7_0411400	2.29196	1.783451	2.0768	3.44771	7.87029	11.3027	10.66308	15.5165	15.6655	15.5791	11.4587	12.8391	12.8942	7.85186	4.84263	3.21347	2.18011	2.44377	3.46869	6.67721	8.55109	10.51239	14.2212	15.791
PF3D7_0411500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.4678	1	1
PF3D7_0411800	14.4432	4.32492	1.453317	1.158383	1.155559	1.0457316	1.17288	1.261972	1.323649	1.697833	2.14153	3.21463	9.37672	14.0756	16.068	13.5123	5.37632	5.73301	2.24521	1.383385	1.168245	1.218873	1.136429	1.264782
PF3D7_0411900	43.2786	13.7685	2.94932	1.609979	1.851786	2.68368	2.20724	1.847783	1.718203	1.919592	3.01241	8.76925	35.5884	49.8585	48.1839	44.2468	15.9502	17.6872	5.05037	2.66058	2.44248	2.12225	2.02062	1.991001
PF3D7_0412000	38.8639	14.1056	2.37377	1.414525	1.407134	1.179535	1.278442	1.542801	1.745418	5.30086	10.87809	16.9305	26.28	40.4736	43.2609	36.58	13.9306	14.3578	3.90531	2.06243	1.318021	1.318246	1.476088	2.64131
PF3D7_0412100	9.4524	2.10824	4.9603	10.55996	10.83663	9.69798	8.81791	5.22768	4.04427	3.33534	7.25917	13.7159	17.8446	18.2992	15.3106	10.92368	5.18797	6.3552	6.87494	7.13503	7.91707	5.54133	5.20676	3.69875
PF3D7_0412200	4.71024	1.562479	14.4002	24.654	20.8921	18.7387	10.98987	19.8518	18.8141	10.71938	9.51961	7.50278	8.1245	8.86281	7.32495	7.23186	5.4444	8.57978	18.823	15.6718	23.4424	19.2687	16.7241	13.719
PF3D7_0412300	5.54779	3.99419	3.72188	6.15443	5.67708	5.09281	4.55742	7.3552	7.72252	5.95908	3.99378	3.98624	5.39134	7.60874	7.85454	7.07503	3.1114	3.78859	4.68338	5.87947	7.1038	6.33358	6.92603	7.27717
PF3D7_0412400	1.60264	1.348042	1.39385	1.675521	4.48501	9.98948	15.119	11.4604	14.6547	7.41496	2.4564	1.35699	1.312595	1.227044	1.47308	1.380324	1.14348	1.331624	1.587055	3.97171	7.83771	8.12049	10.22575	10.13533
PF3D7_0412600	1	1	1	1	1	1	1.0902976	1	1	1.764247	4.42164	2.22948	1.313207	1.0633719	1	1	1	1.0740494	1	1	1.0634663	1	1	1
PF3D7_0412700	1.695354	1.438534	1.221003	1.545614	2.55322	5.36126	10.93307	6.23934	7.88984	3.79602	1.788067	1.35187	1.310746	1.267214	1.425177	1.348143	1.266543	1.303053	1.593378	2.55092	4.53405	4.23055	5.05449	5.37138
PF3D7_0413100	1.108844	1.0990051	1.0393108	1.486333	3.42575	7.58366	21.5089	8.73351	8.97756	6.36874	1.847224	1.206543	1.129202	1.0615101	1.154964	1.100174	1.0453498	1.107811	1.556651	3.06845	5.91274	5.94358	7.00367	7.41772
PF3D7_0413200	1	1.241204	1	1	1.200711	1	1	1	1	1.406624	3.91034	2.00639	1.277741	1	1.119221	1	1	1.0656644	1	1.0452634	1	1.0366077	1	1.0419553
PF3D7_0413300	1.440516	1.267132	1.3182	1	1.0740952	1	1.17736	1	1.345316	13.159	60.8689	21.1552	6.35217	3.05381	1.462129	1.162171	1.0917708	1.218168	1.0643686	1	1	1	1.0379068	4.99601
PF3D7_0413400	1.34526	1.209368	1.498787	1.451517	2.56797	3.27063	4.5447	4.13772	2.96218	2.70595	1.591241	1.145593	1.241082	1.0975574	1.465685	1.190656	1.21578	1.398982	1.353148	2.41441	2.51439	3.47852	3.52535	2.96656
PF3D7_0413500	264.038	86.3107	8.20295	2.76225	1.634638	1.932861	2.3021	2.5141	1.633792	2.10205	1.503473	4.63676	41.573	95.8858	145.03	185.443	82.8596	96.1231	22.0292	6.27502	3.51677	2.53784	1.69574	1.852819
PF3D7_0413600	383.154	223.682	147.832	221.827	217.022	193.427	182.117	163.535	197.253	159.446	164.259	176.823	172.541	199.012	253.269	293.301	177.479	258.784	175.955	187	213.808	207.434	198.894	181.105
PF3D7_0413700	92.8369	30.4266	3.45693	1.889635	1.152563	1.156978	1.456484	1.449624	1.622137	3.00903	18.0151	56.2217	114.369	145.165	125.243	103.011	29.6271	39.4826	8.35576	3.32237	2.0267	1.584348	1.546357	2.29158
PF3D7_0413800	28.1169	10.44648	2.25027	1	1	1	1	1.190668	1.678406	1.294907	3.33529	6.41337	16.0672	22.927	27.3722	27.1252	8.33188	10.5247	3.78208	1.787862	1.57144	1.2124	1.0496476	1.121714
PF3D7_0413900	64.0288	19.4941	7.89133	28.4414	49.9563	55.2166	55.1534	51.9361	43.818	28.8998	20.6243	26.2432	36.2085	47.4241	59.0113	57.8857	23.6444	33.7129	24.5159	37.0756	43.5986	53.0779	49.6248	42.4895
PF3D7_0414000	31.3513	10.99709	2.30124	1.499723	1.716186	2.79504	3.72533	2.87617	3.58889	3.66005	12.8635	31.3399	50.7812	54.5854	46.9282	32.5713	12.2358	13.4904	3.83966	2.59026	2.63745	2.00481	3.19839	3.8905
PF3D7_0414100	3.77429	2.52463	1.15656	1.0566892	1.0583298	1.0300089	1.104717	1.0716272	1.407764	3.54069	8.27473	10.37746	13.9549	11.0316	5.70343	4.49485	2.02949	2.51711	1.595405	1.118389	1.0858679	1.079791	1.171588	1.823022
PF3D7_0414200	64.6245	12.6644	6.87838	1.645004	1	1	1	1.24449	1	1	1	1.467964	26.2095	57.4421	72.181	76.9876	20.7278	31.7776	9.21584	2.01026	2.25614	1.272356	1.254649	1.312142
PF3D7_0414300	19.9235	22.3113	8.81091	28.6935	36.0124	47.7865	68.482	116.693	230.926	200.44	123.468	84.5037	82.5466	86.5529	70.6843	28.8659	16.2058	24.2068	19.1708	35.147	76.7353	76.8847	127.781	172.373
PF3D7_0414600	105.958	84.828	10.77405	1.637676	1.369074	1.253169	1.588962	1.241712	1	2.99391	3.84662	5.70358	15.6066	27.9704	51.5322	93.2225	55.5493	70.4289	34.8794	9.98904	2.24187	2.34631	1.692329	1
PF3D7_0414700	47.0965	38.6675	5.95915	1.712567	1.329935	1.188602	1.263253	1.32412	1.298986	3.52515	7.07346	11.5694	18.6232	28.9286	29.1885	43.806	29.6958	32.0151	17.5605	4.14983	1.770953	1.441298	1.243813	1.850601
PF3D7_0414800	9.84217	93.5642	20.8334	3.63728	1.782769	1.161084	1	1.307589	1	2.11008	1.724487	1.392492	1.779894	1.65749	2.53437	17.6184	38.2288	37.877	29.2886	8.73187	3.89727	2.02794	1.881016	1.392701
PF3D7_0414900	178.246	1215.56	243.619	49.4194	15.9064	4.88558	2.07044	2.07387	2.04206	2.10731	2.01175	1.685145	3.47528	3.58762	27.1204	213.828	487.177	507.893	618.958	142.323	32.85	17.3127	5.93154	2.93189
PF3D7_0415000	44.7269	35.1606	124.212	134.001	111.456	111.039	123.444	145.896	209.442	113.827	63.2469	44.2327	50.1827	63.3901	62.2221	42.1867	52.456	58.5544	79.918	92.8532	131.094	145.443	158.561	152.54
PF3D7_0415100	4.90759	2.07709	10.49418	12.4592	11.9942	12.2509	15.0879	16.4962	18.613	7.83938	2.99088	3.13465	6.20901	5.86825	4.56693	5.11946	5.81031	5.45697	9.14946	10.37845	13.9678	12.966	12.8911	15.8006
PF3D7_0415200	12.1476	5.17067	2.2834	1.861959	1.915825	1.843135	1.865338	1.587162	1.314496	2.0937	2.7845	8.19628	19.7535	23.6889	20.8502	15.9068	5.38197	6.48779	2.54933	1.697864	1.705522	1.511663	1.424146	1.374817
PF3D7_0415300	6.41223	12.8973	44.2483	49.1129	42.1605	38.2667	32.4797	36.5164	24.9972	35.2839	33.0023	29.3962	21.8799	16.1973	12.9928	9.00541	17.4697	18.024	22.7764	27.5602	38.3047	32.6835	25.1846	26.3429
PF3D7_0415400	149.135	208.138	264.417	172.124	104.33	98.5733	102.918	98.9092	108.754	72.1158	51.4635	45.1865	55.7609	66.002	81.3133	112.635	170.006	142.119	126.799	115.331	138.472	107.582	101.928	102.196
PF3D7_0415500	55.4486	105.408	215.456	160.571	117.088	107.458	100.2415	91.4552	105.542	105.053	92.5224	77.2507	58.4402	58.6942	51.9449	54.6331	106.46	91.2511	96.258	96.9546	106.149	103.864	101.925	102.825
PF3D7_0415600	1.379244	2.37986	1	1.16532	1	1	1	1.37599	2.33779	3.58464	7.14014	7.87674	7.46142	5.50072	4.29648	1.977304	1.474038	2.6278	1.554156	1.431564	1.214639	1.349036	1.261075	2.04006
PF3D7_0415700	16.1305	38.8359	7.53503	1.747963	1.15742	1.0539918	1.0628021	1.103097	1	1.690995	3.18549	6.59107	12.9374	21.8035	19.9352	21.4429	20.4973	16.1929	15.6328	4.55007	2.10352	1.229695	1.214762	1.263249
PF3D7_0415800	14.3123	101.839	18.7484	4.28291	1.921249	1.210646	1.0306274	1.125696	1.0298155	1.0777658	1.686863	1.96235	4.56948	5.47089	3.9641	20.0151	37.5759	28.5274	34.1686	11.1627	3.2603	2.34422	1.379665	1.0962862
PF3D7_0415900	242.72	253.669	776.907	1065.77	1369.28	1390.69	1754.39	1200.85	1623.29	1647.47	1843.71	1518.05	942.338	746.273	558.862	362.191	331.888	404.307	647.304	1100.76	1165.86	1346.61	1652.99	1675.69
PF3D7_0416000	48.2962	30.991	5.07537	2.56985	8.51106	17.7864	20.9606	33.1726	32.8055	56.8359	42.524	38.3831	40.429	41.635	43.4926	54.8257	28.4084	33.4603	10.57712	9.25074	14.7577	18.6546	20.6677	29.4384
PF3D7_0416100	72.7491	31.5448	5.79663	1.741326	1.354148	1.728792	3.9344	7.15526	20.3932	40.13	31.8113	30.9999	46.0106	57.5189	52.8463	61.6382	29.2073	36.3203	9.6381	3.4697	2.99371	3.87688	5.65495	19.9628
PF3D7_0416200	19.4297	15.369	21.6025	37.7262	53.8457	55.5268	62.8344	37.543	36.0852	37.6341	21.9033	15.8031	15.9523	17.1185	13.2316	15.8617	15.9918	22.4422	34.4697	31.9589	25.7105	44.6157	50.5402	31.918
PF3D7_0416300	15.0259	6.17257	1.857519	1.517502	1.606434	2.11099	1.973638	1.973535	1.706563	2.03381	2.86181	5.9134	12.814	15.4613	15.4571	17.2513	6.07451	11.3507	3.08161	1.700479	1.796309	1.663646	1.499426	1.500877
PF3D7_0416400	92.4273	31.6448	4.20335	2.70839	3.60206	4.98033	7.24924	6.91333	5.1433	10.78754	18.7894	23.8976	32.11	46.8104	66.6576	72.4545	31.8313	38.7801	10.10221	4.37999	3.48071	4.50247	3.9464	5.01411
PF3D7_0416500	78.1045	26.4616	2.79218	1.582376	1.128406	1.0660612	1.307364	1.37843	1.37402	2.23567	1.594229	2.00601	11.5013	23.5418	41.2722	65.9207	28.5931	25.7015	8.195	2.86777	1.324049	1.210781	1.394154	1.523405
PF3D7_0416600	12.7307	5.0649	3.0175	1.365261	1.093958	1	1.112452	1.369208	1.437886	1.856582	3.00013	10.59905	31.7362	32.6471	28.5426	14.6754	5.30576	10.22177	3.53034	1.444969	1	1.154233	1.144206	1.235685
PF3D7_0416700	87.6767	31.035	43.9323	39.8637	46.82	43.0028	56.8362	30.4627	63.1212	105.642	84.2748	65.7472	79.853	114.361	130.899	135.018	45.3686	75.4071	37.1865	35.3811	44.4496	44.3051	41.4896	75.1855
PF3D7_0416800	235.407	71.924	85.8378	163.379	189.789	186.577	239.217	184.35	268.15	537.868	432.63	277.856	236.257	284.406	308.109	221.531	89.2476	122.203	108.423	147.402	152.996	229.49	256.668	330.46
PF3D7_0416900	7.70813	4.86209	12.8781	33.2573	32.6016	29.4866	29.2798	25.1956	23.8753	24.2235	22.8857	22.9752	23.0897	19.726	13.0952	8.68725	7.0358	10.24714	18.0791	25.4869	28.6397	27.6363	27.3195	26.3403
PF3D7_0417200	50.6464	16.2941	3.13363	1.495237	1.458613	1	1.0914809	1.337897	1.178112	1.580696	11.5763	45.3143	87.8164	98.7801	84.1545	54.3666	17.0938	18.292	5.0173	2.03424	1.739426	1.522791	1.391041	1.551227
PF3D7_0417300	15.2162	7.38954	11.8729	23.3826	31.0726	34.5769	28.7432	41.0442	39.3484	65.7149	59.7916	48.7474	47.3167	34.0809	25.1627	19.6869	9.91966	14.5844	15.1256	20.6033	20.0972	34.4177	40.4341	40.4108
PF3D7_0417400	37.2479	14.7603	18.8353	34.8294	38.0166	42.3039	46.8539	56.1328	48.8487	62.5658	39.4871	30.7335	29.1132	26.9323	29.8332	34.9246	19.2326	21.1264	21.2428	27.4066	30.4852	42.5877	47.1025	53.237
PF3D7_0417500	76.6691	28.6619	3.71354	2.63759	1.361067	1.185758	1.324104	1	1.841367	5.02322	35.0867	54.1818	50.0897	60.2912	81.5881	74.5933	26.2668	38.387	11.0374	2.58781	1.683396	1.543305	1.507982	3.26426
PF3D7_0417600	4.90382	1.805889	1.239989	1.108622	1.475006	1.718752	1.802595	1.301939	1.0651099	1.084911	1	1.0525386	1.278389	2.12654	2.96676	3.69083	2.73035	2.4809	1.436925	1.283556	1.611118	1.397508	1.371664	1.297877
PF3D7_0417700	5.96085	3.33978	1.796311	1	1	1.0953962	1.0554814	1.182158	1	1	1	1	1.923728	2.98581	3.72603	5.56571	2.03347	4.36685	1.885969	1.0940873	1	1	1.0474318	1
PF3D7_0417800	23.4651	8.19483	2.26447	1.339152	1.52345	1.235637	1.509019	2.06059	4.81174	26.1862	39.1828	28.4769	28.7605	33.3985	29.5665	22.7319	7.56425	10.08704	3.16	1.929614	1.357767	1.644438	2.74067	8.79609
PF3D7_0417900	1.358389	1	1.129439	1.0390573	1.0301407	1.0930387	1.180368	1.0296095	1.316055	3.86995	3.78966	2.39795	1.825825	1.481019	1.61767	1.494765	1.149323	1.0295824	1.0523682	1.0407832	1.101418	1.0329842	1.154199	1.58594
PF3D7_0418000	6.47935	3.39545	1.349771	1.166644	1.28292	1.423428	1.595131	1.2274	1.219755	1.178031	1.210277	1.491674	2.34534	2.36463	3.30309	5.23605	3.21927	4.58459	1.789477	1.417618	1.461563	1.246281	1.289482	1.244624
PF3D7_0418100	6.99678	13.6628	53.5217	51.5318	53.0723	58.434	64.0335	57.8698	39.5719	55.0426	30.1072	21.332	18.9906	16.3409	11.7364	9.49552	16.973	16.8574	27.7884	36.4731	38.3489	49.6569	50.2716	42.16
PF3D7_0418200	35.6329	55.769	183.106	168.845	129.728	123.992	139.55	117.36	118.311	109.876	101.431	80.7875	74.8764	66.0479	46.6442	34.3744	73.2908	66.5259	87.1294	105.168	117.069	111.06	117.958	102.283
PF3D7_0418300	97.6841	301.846	472.157	282.296	230.573	182.245	145.738	142.311	48.7137	184.163	142.122	101.876	59.593	54.4744	69.3753	86.7418	200.812	162.52	138.392	111.431	94.7948	117.797	73.7222	56.3994
PF3D7_0418400	34.1783	14.9962	6.20997	13.5766	7.7938	12.9835	9.71187	31.0332	195.496	455.694	394.896	139.998	71.1059	70.7006	46.8317	39.2359	14.8238	15.2885	13.2255	11.1776	12.0217	31.27	70.0172	265.145
