time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63	66	69
PF3D7_0522600	105.35	24.1048	10.19169	4.18452	2.57354	1.633743	2.86035	2.0084	7.88894	39.5125	181.744	379.564	146.323	35.5081	7.12044	2.99943	1.748422	1.492232	1.126592	1.556185	4.3441	22.2114	113.886	260.829
PF3D7_0522700	3.23663	2.28151	1.198516	1.957408	1.205078	1	3.49024	12.5071	24.4591	38.3533	30.7911	17.9877	2.31842	1.611366	1.152187	1.412195	1	1.232551	1.956921	3.10212	8.80193	11.4486	11.6401	7.61163
PF3D7_0522800	57.8769	165.326	178.369	154.788	146.74	114.384	85.569	76.2586	64.6067	48.3719	29.2905	12.1496	57.1802	131.817	184.253	186.087	158.96	137.814	91.1023	81.4623	71.5663	62.1055	45.7799	22.0165
PF3D7_0523000	1261.37	1079.58	703.86	532.616	457.721	404.134	330.272	238.88	186.72	98.4875	49.8652	225.611	1472.94	1358.09	781.498	583.958	465.696	432.033	333.904	286.837	204.446	164.854	78.9924	72.7499
PF3D7_0523100	9.69815	18.1302	31.2725	34.4292	37.6867	47.2929	54.9635	51.4426	54.1954	38.9234	27.425	14.8153	9.14146	15.9859	30.0543	39.9579	40.0855	45.7805	48.8146	59.5402	52.2676	64.2235	46.3264	29.9263
PF3D7_0523200	2.30963	4.99547	5.86087	7.68348	7.09135	6.86503	6.38025	6.24356	4.58155	5.10292	4.28164	3.47655	2.82468	4.73163	7.44839	8.51857	11.8036	10.68023	11.1196	10.43378	10.23629	9.55513	4.42625	4.67338
PF3D7_0523300	41.9553	13.132	6.19294	3.62372	3.50347	3.34963	20.9257	39.601	68.8848	68.8553	106.054	100.8183	46.5244	14.5048	4.45022	2.91689	2.84987	6.27215	19.6348	54.8609	79.3701	140.146	132.95	193.049
PF3D7_0523400	353.635	107.85	112.222	115.394	132.125	135.509	121.372	99.6433	136.603	137.369	150.59	338.809	324.056	137.606	105.317	126.335	117.339	146.56	108.324	100.5714	95.3889	140.955	167.74	207.091
PF3D7_0523500	4.53476	2.30197	1	1	1.486156	1	1.694512	3.60624	2.83336	5.39234	3.89619	2.08841	1	1.4831	1	1	1	1.551284	1	2.14999	3.95923	3.25176	1.622801	3.44898
PF3D7_0523600	14.7684	6.75471	3.34007	2.07483	3.41741	7.58811	28.2824	43.8529	53.7738	68.6777	75.2961	42.132	18.8206	4.04281	2.43516	1.539874	1.833599	6.11702	13.6586	29.7186	27.364	46.6833	74.6025	46.7877
PF3D7_0523700	2.25949	2.03571	1.967098	1.773775	2.14409	3.42316	4.7983	5.25592	4.17006	3.32939	2.41779	2.10633	2.57463	2.28101	1.60986	1.593782	2.69476	3.48508	6.1881	5.86627	6.97096	5.09005	2.29019	2.29877
PF3D7_0523800	96.1664	200.556	172.554	143.597	96.9295	47.8716	18.5877	17.75	26.9158	36.2236	38.1365	30.7058	119.216	187.726	187.497	161.677	90.5113	55.5148	18.5269	19.0011	18.2037	22.7925	31.3013	24.7381
PF3D7_0523900	72.4684	119.773	168.174	232.574	147.985	76.8103	22.6853	18.9651	28.3189	54.6591	91.3161	132.48	86.7493	122.168	201.303	231.188	100.2536	55.1792	20.9976	16.9587	16.3998	32.6581	51.9002	60.0005
PF3D7_0524000	683.286	1105.57	1089.85	1047.71	983.746	780	598.059	433.109	472.529	353.152	244.857	175.709	810.938	1223.44	1138.21	1202.74	793.91	577.036	413.56	432.016	356.184	365.386	407.666	210.07
PF3D7_0524100	28.1825	77.3104	61.3932	45.4516	21.5981	17.3535	14.5063	18.9479	18.6278	18.552	11.9523	14.2228	46.4901	77.2279	73.7104	48.1501	25.6581	16.8909	15.1378	14.5622	18.8197	11.4742	12.4969	8.71685
PF3D7_0524200	4.76975	1.925682	2.25471	1.864467	2.03695	1.378478	2.11102	2.4824	4.25873	2.4053	3.49474	7.19073	1.33332	1.257608	1	1	2.3409	1.587933	1.201606	1.613218	2.38073	4.84233	5.31733	6.74594
PF3D7_0524300	9.35077	16.097	29.1006	33.3269	30.4955	38.6675	26.1108	28.0082	24.7277	32.6416	25.0429	13.1734	9.98888	15.8866	28.1259	36.1067	29.6991	31.6534	29.5306	17.7996	19.2376	10.00497	20.1915	10.72659
PF3D7_0524400	189.197	347.512	329.015	248.411	229.505	203.134	164.273	109.518	96.3978	61.7375	52.2983	54.2998	189.047	356.166	325.587	279.685	350.579	359.486	237.607	188.22	138.212	126.729	76.4872	84.7843
PF3D7_0524500	3.92097	18.9315	13.8332	16.8079	16.6678	10.67765	7.88697	10.04546	10.09005	12.0341	12.7823	11.4931	10.29778	10.58109	18.8876	16.3419	12.7752	14.2111	10.68524	11.1365	12.9212	11.7924	5.88922	9.90442
PF3D7_0524600	8.55615	6.08924	2.60958	2.98029	3.13787	5.16162	12.1984	19.6346	33.398	62.0791	70.2858	45.7603	11.2317	4.18664	2.05766	1.716165	1.614335	3.82831	5.80305	10.55221	21.6946	21.6844	34.8541	32.3508
PF3D7_0524700	12.619	43.0186	72.4386	92.4628	156.154	146.499	172.426	119.587	87.1956	39.6411	16.7113	13.576	15.1961	40.2665	73.4469	112.737	118.223	133.449	154.2	119.672	94.2928	70.9797	41.5716	13.88
PF3D7_0524800	19.7986	8.32207	11.2181	13.5817	16.6555	22.2165	19.9008	14.6247	8.88979	5.34322	7.97812	37.6197	31.7214	11.773	11.771	14.4277	15.6952	19.1167	17.1965	13.6254	8.32621	6.38476	5.1802	11.7427
PF3D7_0524900	14.3663	36.6225	47.0066	45.3666	44.434	46.3583	34.8782	22.9618	14.2799	6.8287	3.71825	3.15845	16.6004	37.6575	45.6556	44.42	52.6855	60.5923	50.1231	33.4498	21.2726	13.6927	6.30672	4.03746
PF3D7_0525000	31.5975	14.7297	13.0064	9.86296	136.798	609.517	482.146	167.662	92.8557	36.4369	17.9054	21.813	16.4921	9.4516	5.2603	14.2722	269.902	461.483	580.027	331.67	133.931	70.4639	57.9523	38.3098
PF3D7_0525100	1123.71	871.837	490.999	297.605	214.817	193.493	214.259	221.438	237.398	186.076	141.761	300.642	916.618	937.176	534.819	353.668	258.351	208.232	169.63	232.947	204.303	246.552	237.55	233.719
PF3D7_0525200	38.0757	18.6202	9.79295	7.02432	5.62414	8.08403	14.1847	26.4326	36.1234	47.4026	54.4811	53.2448	27.1117	17.3156	8.46478	5.72777	5.39047	7.68022	13.8377	16.853	27.3253	18.9207	52.8216	41.2824
PF3D7_0525300	88.1137	15.9909	4.79999	2.27269	2.25401	1.756205	2.402	4.56592	4.04989	4.09352	13.0178	167.455	123.821	28.5773	5.97664	1.949749	1.846042	1.680088	2.27204	2.80558	4.06986	2.91926	3.02556	20.2806
PF3D7_0525400	11.3599	4.02249	2.20174	1.790332	1.79002	1.823859	5.11135	13.4233	19.6559	25.9411	31.2555	33.5945	20.0822	4.36451	1.670021	1.113421	1.583764	1.255958	2.93094	6.11686	10.91826	17.0481	18.639	18.5106
PF3D7_0525500	3.14779	10.684	17.2564	19.6111	19.5535	16.0945	11.4333	7.6399	5.58235	3.12601	2.07718	1.741072	4.29711	11.0803	18.4344	20.9764	23.258	18.9174	15.9274	11.1394	8.81403	5.15704	2.38488	1.721863
PF3D7_0525600	5.91151	2.84454	2.00007	1.583021	1.317886	2.97244	13.1478	17.7008	17.3335	13.9242	9.37621	4.49911	3.45237	2.73738	1.176926	1.319466	1.137021	3.25295	14.9059	21.428	21.1358	23.6746	10.82454	8.28606
PF3D7_0525700	17.6402	3.82883	2.36332	2.40894	1.352096	6.65453	22.6288	43.407	71.1521	74.4203	61.0221	25.6992	13.2233	3.09929	2.04515	1.235897	2.8212	15.3735	28.9297	49.8617	82.9776	136.358	86.7013	60.595
PF3D7_0525800	10762.3	1326.01	352.509	111.012	51.5608	19.2422	26.0453	17.6508	16.3414	12.0614	544.425	6098.88	8741.19	2534.9	316.836	88.0881	31.7282	16.0475	14.5588	24.0646	17.361	20.5604	370.461	3582.96
PF3D7_0525900	2.68582	1.459959	1.698264	1.0687266	1	1.0752242	1.0736069	1.0736584	1.0647687	1	1.0944458	1.384511	3.38496	1.307204	1.0764721	1.069041	1.177673	1	1	1.325013	1	1	1	1.207642
PF3D7_0526000	1.444207	1.381771	1.266128	1.305592	1.794226	4.16644	5.60391	7.36482	5.58869	5.60348	3.96766	2.52735	1.47132	1.273196	1.294695	1.286524	2.05336	3.94435	6.77275	6.13034	6.67118	3.80145	3.28928	2.6619
PF3D7_0526100	1.599821	1.294579	1.127772	1.264094	1.0659975	1.578125	3.73419	4.37296	4.06958	4.00523	2.90535	1.788027	1.339431	1.131165	1.0979525	1.044217	1.568949	2.42194	5.67062	8.44147	8.43194	6.19664	3.07141	2.39632
PF3D7_0526200	58.4836	12.8424	6.12659	5.69803	9.38113	19.4293	30.7858	34.3579	40.819	55.6255	84.5902	126.336	67.9711	16.8904	5.31173	5.47837	13.4113	21.7621	39.1146	49.2531	52.1332	77.7814	97.258	151.107
PF3D7_0526300	34.1719	102.052	115.014	103.013	91.9818	65.742	44.3878	28.7586	24.7713	18.3641	14.13	13.8951	48.9489	95.2645	120.136	115.942	66.2091	52.3851	39.6687	32.2117	22.8678	19.6203	15.5693	12.4579
PF3D7_0526400	5.18633	3.05595	2.11469	1.819196	1.307077	1.224161	1.932202	3.05777	6.50063	13.6512	21.4747	25.1765	5.73797	2.37316	1.911519	1.205736	1.397086	1.261161	2.01494	3.6634	7.89259	13.5163	18.6533	28.9212
PF3D7_0526500	35.2432	67.8251	61.2996	52.1023	45.4997	34.823	24.6311	20.4449	21.7829	19.4359	16.3963	14.0737	38.6888	65.0133	61.3851	54.0473	42.9679	36.4161	22.0761	18.287	17.0816	18.6736	16.4157	14.7469
PF3D7_0526600	5.44722	3.34234	2.70147	2.42226	3.49219	4.59785	17.7413	23.4267	33.1398	20.0548	14.526	7.44139	4.26952	2.64598	1.774359	2.26247	2.98253	4.60725	12.881	26.0506	30.4496	29.5672	24.6336	12.7888
PF3D7_0526700	7.6982	4.59364	5.76607	8.47611	9.36085	15.6253	23.8265	34.4559	37.8627	38.4561	30.8424	13.6868	5.22043	4.16946	5.50403	6.93356	7.83397	9.91908	19.3023	21.4121	25.6216	19.4448	26.0316	16.287
PF3D7_0526800	34.6661	95.1823	159.962	170.482	190.936	150.488	127.242	90.5891	81.0257	53.8428	38.9357	18.2352	39.6616	99.0591	160.535	182.31	236.298	178.202	176.119	133.675	112.426	95.6074	61.9984	50.7092
PF3D7_0526900	115.391	354.515	406.327	467.593	377.975	322.236	137.937	186.526	142.622	186.05	153.071	80.4945	157.305	349.828	489.994	520.426	388.172	268.521	169.906	124.326	128.065	116.172	135.792	93.7844
PF3D7_0527000	84.9946	30.7221	14.1115	8.50268	5.7672	9.91168	69.7157	135.742	223.613	285.431	334.977	289.034	76.5002	28.0699	8.6931	4.51501	7.26239	9.8095	54.6886	155.93	258.131	406.441	592.809	645.045
PF3D7_0527100	310.151	442.033	526.24	470.821	390.506	315.161	337.593	330.337	353.377	392.993	463.891	469.09	324.074	404.404	546.611	530.389	714.656	521.515	492.101	560.22	597.162	671.27	649.204	884.218
PF3D7_0527200	68.8015	48.0817	85.4392	91.4688	93.517	99.5319	108.682	93.597	111.233	97.2715	125.92	159.625	79.4946	52.0335	81.8929	100.9625	74.8609	76.7928	74.3525	74.7757	77.6511	65.3261	123.74	121.982
PF3D7_0527300	120.917	200.925	178.298	144.285	122.961	115.756	110.251	81.2268	63.6335	51.8518	32.0673	32.6772	138.059	200.172	189.163	161.34	147.522	134.279	123.255	110.854	84.7484	81.4923	56.1012	53.4729
PF3D7_0527400	237.914	301.2	195.102	151.726	100.4233	93.7039	67.9887	41.5348	21.8737	20.8526	20.4306	51.5033	264.997	335.586	241.254	156.194	88.8713	77.7407	47.9445	31.9624	22.9318	16.0922	18.3927	21.4123
PF3D7_0527500	305.203	612.092	480.072	422.393	326.878	388.781	502.334	484.342	343.083	176.706	80.3634	53.9033	311.338	560.545	505.055	488.292	599.592	372.367	414.213	568.341	506.217	289.776	202.526	109.528
PF3D7_0527600	53.238	29.459	28.1431	27.0726	28.6331	37.4364	46.5428	63.1869	78.6258	100.4855	91.6405	141.14	61.6624	31.0607	26.9459	29.2576	26.4768	35.0396	36.4244	44.7143	51.1066	67.0158	118.416	120.272
PF3D7_0527900	67.4204	164.941	159.222	111.37	88.4636	72.976	58.7287	44.7787	44.2522	31.2991	19.2327	10.83151	78.7063	172.577	156.864	126.771	114.703	105.06	80.5273	69.7557	52.9868	49.7112	38.6714	25.1879
PF3D7_0528000	18.2235	29.1956	53.7403	93.1584	99.7022	66.7105	65.5797	94.9741	120.855	123.563	147.729	87.6219	23.8435	29.2475	64.5777	96.4897	35.7163	33.682	29.8616	27.772	48.1628	44.8879	24.5187	20.0927
PF3D7_0528100	152.665	190.975	178.532	142.108	135.872	127.786	110.937	86.9783	104.979	94.8399	126.364	186.94	208.088	230.819	183.626	156.58	112.981	109.84	95.4609	93.8818	82.0406	105.876	142.563	157.542
PF3D7_0528200	124.456	248.313	228.146	210.59	176.765	169.987	136.185	116.362	97.7262	82.5757	51.111	34.7277	158.048	244.946	260.193	230.436	148.112	177.047	138.159	117.163	92.485	91.9825	61.9829	38.9532
PF3D7_0528300	60.2018	11.8501	3.95409	1.842191	1.736627	1.115227	1.225499	1.150438	1.297634	2.23598	18.6256	76.9005	56.8809	13.8099	3.69418	1.77554	1.362874	1	1.163676	1.0414873	1.0800687	1.43867	8.8864	43.9913
PF3D7_0528400	257.211	43.0814	13.6968	6.41742	3.1306	2.16648	2.28407	1.523507	2.71576	19.7684	136.714	471.589	310.731	75.3669	11.9689	4.07797	2.14797	1.83051	1.207118	1.104997	1.506601	10.00497	85.3572	267.441
PF3D7_0528500	5.61511	2.76286	1.455135	1.501723	1.0940358	1	1.201506	4.25996	7.91512	15.5111	15.6945	13.5615	4.98998	2.12134	1.767617	1.0630022	1.324265	1	1.219392	3.00195	6.43776	12.2372	20.2144	15.4952
PF3D7_0528600	69.6579	134.837	152.315	190.514	194.507	130.804	101.863	90.0957	79.1604	72.8221	44.4058	24.8511	111.58	158.066	161.418	188.656	47.0878	79.415	62.0087	26.2006	34.1609	21.9939	22.9608	12.7091
PF3D7_0528700	141.697	266.07	258.779	227.59	179.192	156.804	110.047	100.7061	91.1571	69.8016	57.149	26.1947	149.437	277.572	266.692	221.124	220.207	184.575	168.395	154.748	122.548	120.301	70.2004	66.3728
PF3D7_0528800	41.8561	66.0394	49.1641	47.2204	41.8711	35.0072	28.8559	19.143	9.33137	6.13758	3.81712	4.72747	49.9075	63.1859	62.1949	45.9516	38.594	42.0637	33.0838	19.5557	13.461	8.42985	4.29165	3.03224
PF3D7_0528900	1.254755	2.0009	2.49234	2.12166	1.981062	1.511542	1.300326	1.400715	1.176177	1.506499	1.449578	2.0459	3.52284	2.94979	1.624034	1.845091	1.72493	2.43034	1.326983	1.773557	1.319914	1.12983	1	1.141201
PF3D7_0529000	217.556	226.965	173.534	146.773	145.099	124.312	103.953	81.9131	90.4381	83.6068	82.5673	200.441	311.995	263.441	192.389	168.572	109.525	95.069	84.658	71.8151	62.275	73.26	81.2809	85.763
PF3D7_0529100	16.9078	3.77777	3.44733	4.3723	11.5018	22.011	43.2298	51.739	68.1066	60.9516	44.5802	25.5274	8.2516	4.0921	2.73186	5.1695	11.73	23.4943	38.6597	47.4633	64.7768	85.8534	41.2363	35.6805
PF3D7_0529200	3.90031	2.63384	1.863122	1.532072	1.422361	1.92495	2.64252	6.16582	4.51002	5.51131	2.46237	2.54095	1.78442	1.186536	1.383083	1.157208	1.161826	2.70291	2.02189	3.25718	4.17793	5.26034	4.18633	5.1134
PF3D7_0529300	5.8374	4.51603	3.57611	5.2597	8.66443	13.5885	23.4307	27.7074	33.7841	29.3912	24.3176	13.3927	6.88545	2.6925	4.08085	5.49314	4.85427	7.51839	14.9907	18.6263	24.2457	25.4554	26.4331	13.119
PF3D7_0529400	79.6013	21.4859	9.14998	7.62884	11.03	22.1139	43.5865	52.5988	80.358	120.236	207.35	288.594	86.53	24.3965	7.36394	6.77059	11.7395	16.039	37.3886	48.8517	62.5209	79.0626	212.443	293.34
PF3D7_0529500	10.88527	27.2517	94.3926	132.914	163.344	123.625	92.7898	76.1532	82.9077	61.2712	45.8584	19.0374	12.1361	30.2223	87.3945	147.957	238.19	183.265	115.348	105.184	96.4775	119.855	63.5727	63.0957
PF3D7_0529700	2.02698	1.263145	1.118893	1.491486	2.96517	4.67601	5.50938	5.20526	3.90261	3.39692	2.24951	2.31988	1.821196	1.219692	1.164063	1.75706	2.77883	3.72983	5.2219	4.81568	3.9718	2.2288	1.676584	2.08894
PF3D7_0529800	9.88122	3.6959	2.15269	2.07255	2.19079	4.6025	9.85646	18.8569	22.9903	27.5572	35.0521	35.8955	8.4976	3.24462	1.665038	1.52639	2.07947	3.95121	9.5351	11.1056	17.15	9.90437	23.7251	24.5119
PF3D7_0529900	474.922	592.664	488.248	416.327	351.059	251.451	161.604	110.907	105.127	107.702	160.464	261.384	518.624	626.443	523.1	471.878	382.93	293.822	194.138	163.692	131.406	159.382	190.386	313.027
PF3D7_0530000	281.578	217.261	222.361	108.712	56.0257	41.1678	111.256	161.647	195.933	169.385	115.945	123.125	201.307	214.748	200.398	127.398	98.337	52.8626	93.2548	163.843	194.57	211.513	212.933	152.914
PF3D7_0530100	405.181	158.064	107.446	96.8167	71.406	63.2372	45.3737	40.5559	40.4047	50.5466	53.6171	227.899	451.794	220.824	136.654	104.24	44.8287	62.0525	37.6507	37.8219	35.0111	34.6026	48.3844	69.9189
PF3D7_0530200	15.1856	6.86437	3.91657	3.40475	2.4324	5.65124	30.4948	62.4494	114.499	135.859	130.267	81.1713	20.37	6.49724	2.57613	1.860403	1.851613	2.96035	12.3701	28.0285	49.5935	80.5229	98.7931	56.4857
PF3D7_0530300	11.1176	4.09824	2.31532	1.633262	1.49113	1.454121	2.42662	3.9079	9.44771	21.3227	40.8587	57.3942	14.4716	4.12347	1.765375	1.274207	1.254035	1.22277	2.48959	4.98868	8.74781	16.135	33.3919	62.2737
PF3D7_0530400	1.406302	1.105638	1.127278	1.0701528	1.394454	2.13258	4.62523	4.50559	2.76852	1.72702	1.469978	1.755543	1.45646	1.143724	1.0487869	1.105711	1.612089	2.83392	4.92656	6.17334	4.56154	3.16806	1.85905	2.09949
PF3D7_0530600	8.55795	33.4516	39.9841	38.0798	33.6102	26.1491	23.0627	23.0993	18.4349	12.8066	7.96834	3.8813	15.4347	34.9989	46.9752	39.5627	22.6093	24.3728	18.0918	14.1608	13.4287	7.98814	8.1529	5.48831
PF3D7_0530700	6.12937	20.3791	28.2299	27.6444	24.9749	21.4047	20.093	15.0876	11.9071	7.25537	3.99358	2.5421	7.22811	19.3705	29.6579	29.6122	33.257	25.6167	21.3385	19.7638	15.2182	12.3413	5.2128	3.26098
PF3D7_0530750	1	2.57236	1	1	1	1	9.17778	12.0162	14.2846	18.5049	9.47511	5.60055	4.39706	1.875143	2.30709	1	1	1	3.05468	1	14.4017	12.4215	11.718	8.0982
PF3D7_0530800	4.07093	1.646356	1.233627	1.48289	1.844724	1.616634	2.20675	2.2076	3.80633	3.52944	2.0507	1.630389	1.930962	1.719497	1.985072	1.889348	2.6645	1.547364	2.7831	2.99817	4.58092	6.70116	4.86483	4.16104
PF3D7_0530900	14.4693	5.22704	2.73457	2.07384	1.458798	1.360191	1.575045	1.417663	2.85533	14.7619	55.2119	92.9789	20.7564	6.11827	2.1242	1.527776	1.328356	1.215957	1.175035	1.122861	1.691589	5.51472	36.2763	62.0846
PF3D7_0531000	8.03055	14.2461	19.7543	26.9597	26.844	18.6593	13.4574	15.615	18.5253	21.9034	26.5715	30.1528	10.49413	16.1643	22.2922	26.9842	22.8248	19.8596	14.2076	13.0603	13.066	17.0256	14.9189	18.3583
PF3D7_0531100	4.01033	1.972837	1.548218	1.434937	1.214522	1.200445	1.275815	1.214673	2.0463	6.12918	18.1564	21.3443	5.36909	2.21083	1.452115	1.339193	1.266306	1.155687	1.220218	1.230042	1.574551	2.20824	9.06867	12.3078
PF3D7_0531200	5.77551	1.827755	1.149597	2.13376	1.618168	3.93314	9.72062	12.9302	12.4617	8.98661	8.22362	7.91977	5.57023	1.767852	1.573423	1.10354	2.06582	7.48407	11.9369	15.8663	16.7567	20.0403	9.90907	8.94066
PF3D7_0531300	6.21776	3.82758	1.574896	1.330074	1.692882	1.36128	5.59566	16.2824	16.4911	18.0632	21.9108	27.5924	7.99983	3.2623	1.293819	1.265267	1	1.112243	3.54028	6.22916	8.83263	7.51023	11.398	12.2688
PF3D7_0531400	3.82489	18.2869	19.7848	18.7564	12.5739	10.43395	8.33231	7.64316	7.82462	6.84547	5.33863	3.8689	7.28384	14.0251	22.5633	18.3444	14.6443	12.4549	9.79416	7.9331	8.31265	7.17529	4.86393	3.88424
PF3D7_0531500	2.57763	2.77094	4.48062	2.57114	2.73584	5.52548	3.30265	4.67796	2.63652	2.43387	1.681821	1.185057	2.11595	2.23209	2.74821	2.6614	9.97856	15.9034	10.35317	10.18977	7.13208	15.1274	1.555933	1.124917
PF3D7_0531600	258.15	1	1	1	1	1	1	1	1	1	1	134.011	1	1	1	1	1	1	228.235	1	1	1	1	252.521
PF3D7_0531700	2.58014	6.43215	18.2504	12.5952	18.386	13.6915	14.9709	6.2816	8.10286	3.35619	4.38607	1	1	6.61492	7.12846	6.82414	34.7232	31.5584	24.3235	29.4455	19.52	21.5346	1	1.875809
PF3D7_0531900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.76782	4.79643	1	4.71435	3.26108	1	1
PF3D7_0532100	2881.5	3752.42	5441.39	4828.47	5973.26	10446.8	11265.5	5487.76	3405.32	1796.53	819.144	571.033	2434.2	3865.25	4917.14	5208.12	10532.5	14944.8	18387.3	13747	6605.36	5174.12	1724.22	1228.92
PF3D7_0532200	27.3117	69.2837	100.7328	84.7621	68.6928	45.9601	13.0627	11.0931	14.5578	14.8987	29.1592	36.796	40.9606	68.8313	92.5171	84.765	43.8192	17.4144	10.49136	8.60902	6.61489	9.41358	21.3618	18.4431
PF3D7_0532300	83.8031	252.606	532.129	851.6	1523.93	1563.61	592.892	139.275	69.7218	29.1638	13.6608	13.1955	73.492	208.711	515.768	958.719	1069.06	938.106	638.676	249.771	73.9348	40.1709	28.6739	13.9657
PF3D7_0532400	12.1254	19.4458	33.4676	88.2894	252.384	357.111	175.909	117.25	115.977	55.6613	29.9678	11.6699	8.99557	13.5534	34.8291	108.766	213.998	169.016	171.823	103.427	86.0553	39.6001	36.8799	16.0954
PF3D7_0532500	7.05396	3.60152	2.20899	2.66593	20.9833	78.4958	65.8269	36.5607	17.2232	13.9391	9.01276	2.8641	1.53529	2.6548	1.617893	3.51033	11.0491	58.595	59.2778	22.0088	15.2545	10.64143	4.46666	2.67774
PF3D7_0532600	11.904	6.35509	4.25183	4.04058	86.9026	303.502	247.979	110.169	46.8477	12.7935	4.73861	5.47669	3.46818	1.953771	1.890331	7.10899	111.048	239.628	276.992	127.952	55.5893	21.4497	14.8328	8.73594
PF3D7_0532800	1.420714	4.40918	7.83344	10.9564	8.40649	10.46157	7.69563	3.72975	1.800102	1.209114	1.0530323	1.259088	2.48798	4.10497	11.1338	9.76139	8.78168	9.00501	5.40996	5.74495	2.67301	2.28644	1.296507	1.233186
PF3D7_0533100	1.821544	3.68762	7.06862	7.16959	6.06639	3.25628	1.458216	1.0755544	1.0366543	1.0210758	1.0100217	1.048961	1.637363	3.67302	5.79299	7.55923	9.93635	4.26521	1.75967	2.57493	1.0998389	1.337645	1.00466936	1.0146887
PF3D7_0600200	2.50314	5.95962	13.3803	14.2096	12.4247	5.95818	2.1068	1.381626	1.247261	1.269837	1.441497	1.57518	2.54844	5.9544	10.8902	15.292	19.369	7.60049	2.82317	2.61426	1.24435	1.639608	1.488546	1.679451
PF3D7_0600600	6.05984	6.34802	9.43516	10.68602	9.53244	5.24071	2.68575	3.03296	2.59744	3.47122	6.96212	8.99321	7.69139	4.48773	8.81379	13.4873	9.97282	4.22516	2.88243	3.05172	2.47339	2.73777	4.48851	6.36509
PF3D7_0601400	1.274757	2.03451	3.58497	4.59556	2.71309	1.845947	1.107969	1.054022	1	1.0182088	1.253982	1.300806	1.323919	2.45198	3.91646	4.98334	2.30308	2.19983	1.352656	1.0397281	1.0766736	1.0466744	1.225914	1.101525
PF3D7_0601600	3.24776	2.65585	2.29678	1.82472	2.54574	2.27881	1.736069	1.957559	2.48968	4.53792	7.04453	9.22853	3.91495	1.921612	1.917666	1.414246	1.888364	2.05169	2.60281	1.893785	2.33293	2.4319	3.9703	7.22925
PF3D7_0601700	4.51089	2.45199	4.05054	5.20349	13.4022	17.9937	16.5391	25.6329	34.097	26.3494	17.7706	9.42083	4.00628	4.63665	4.62108	7.74273	14.6713	12.0665	15.3094	16.0693	21.4973	29.5337	16.7579	10.93459
PF3D7_0601800	25.341	1	7.48128	9.93088	14.391	30.3257	120.563	77.574	127.248	80.8505	25.5461	15.9899	18.2178	14.3068	1	9.97173	220.338	479.326	605.015	544.772	816.112	807.313	95.3517	108.93
PF3D7_0601900	354.047	491.488	699.431	762.45	1313.69	1254.39	606.047	211.621	122.379	38.0976	18.7672	28.0048	236.487	442.416	550.133	766.428	1564.6	1546.49	935.714	394.635	199.353	111.484	60.1296	30.0173
PF3D7_0602000	4.47457	2.52988	2.13254	1.956133	1.510835	2.09464	5.24913	11.6774	14.4332	12.1065	9.4047	6.73058	3.45777	2.39187	1.79486	1.375371	1.937581	2.06511	4.30632	8.32814	12.6228	8.22032	10.04572	7.25893
PF3D7_0602100	38.5814	104.687	95.5494	91.4903	76.9086	68.8971	47.5036	38.3546	26.0164	10.9328	4.77368	4.21714	46.1354	103.586	108.022	100.6634	76.3293	64.3311	47.7997	38.2521	27.4552	14.1378	8.86701	4.68735
PF3D7_0602200	12.3078	42.0516	65.3514	75.5992	82.9697	84.878	84.5558	71.4923	58.8831	25.113	11.2851	6.7348	14.3311	35.6666	64.8163	79.6997	81.9695	99.3453	83.8141	83.6177	67.9164	51.283	15.4544	10.83138
PF3D7_0602400	10.48035	5.58641	5.04396	7.71453	22.5109	45.115	63.8871	67.7332	77.5702	54.1419	34.1159	12.541	6.33811	3.57849	4.58158	9.88356	28.5141	37.6919	64.9285	81.4066	84.2965	94.3597	54.7344	28.92
PF3D7_0602500	2.05197	2.61448	3.45094	9.63617	13.0087	20.6974	28.955	26.57	20.7332	13.2876	7.26553	5.15692	2.20919	2.86905	5.08	11.7113	17.7136	26.9224	32.1113	31.1744	30.6131	28.8777	15.7816	9.52734
PF3D7_0602600	45.1383	66.3417	52.2038	45.6424	39.727	32.3114	24.7423	20.1344	18.5576	18.352	13.2714	9.98522	50.9828	71.4193	59.8946	46.2524	46.3475	40.2946	30.8178	25.5155	22.6739	20.6037	16.589	11.8175
PF3D7_0602700	2.64529	5.6966	6.91422	5.48977	3.31943	1.825924	2.49511	2.81965	2.77782	1.552002	1.881422	2.81534	2.96392	6.17185	8.47266	6.07883	4.31629	1.83395	2.36384	3.05187	2.67871	1.628861	1.72472	1.91192
PF3D7_0602800	4.40163	13.0421	11.0388	10.67264	7.35491	3.9883	3.78481	4.30231	2.6908	1.732664	1.661046	2.33836	7.26607	11.8478	13.788	9.56758	6.37759	5.8189	3.42559	3.12113	3.61046	1.939013	1.948962	1.864141
PF3D7_0602900	60.8643	64.3499	53.3745	37.7197	21.1636	12.6526	10.04166	11.0889	11.7371	21.8894	51.8462	97.6378	65.0943	67.5668	51.6673	37.7001	22.6317	16.7513	10.58284	13.5424	15.7027	17.0325	39.8183	92.4157
