time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60
PF3D7_0932100	25.0715	13.928	5.64627	3.37988	2.13705	3.16432	7.0916	18.6945	40.4417	114.139	341.776	398.425	185.508	91.4749	14.5622	7.23608	4.71742	4.03001	7.93613	15.5137	31.7838
PF3D7_0932200	37.0759	20.0122	8.08156	4.57613	9.95958	40.0406	113.68	249.484	459.12	1126.46	1733.8	3853.61	3317.95	1239.56	57.8599	27.293	20.6233	44.8886	116.717	197.138	334.038
PF3D7_0932300	39.5221	68.9397	104.132	132.662	151.682	112.493	106.352	102.002	62.5792	35.7638	16.928	16.5256	13.2242	14.5394	54.3116	98.5205	106.152	114.979	96.3764	87.6084	69.926
PF3D7_0932400	1.688573	1.404739	1.544734	2.17535	5.42173	13.0276	20.5021	24.0302	22.0944	28.6589	26.5479	22.593	10.03242	6.27546	2.55153	2.17857	5.30958	10.32368	18.0791	21.8841	23.0896
PF3D7_0932500	1.286488	1.120332	1.452951	1.280646	1.718878	3.49752	4.94197	8.47027	13.293	19.4807	20.525	17.8971	7.83566	4.84768	1.448115	1.490356	2.40196	3.27097	5.15207	7.38291	10.17843
PF3D7_0932600	2.67578	2.08118	2.43069	7.4754	14.9084	31.0727	37.3479	39.3107	65.2536	40.4596	30.5229	24.9891	17.1926	14.601	4.7154	4.19926	14.7505	18.9799	31.4029	44.2528	51.5157
PF3D7_0932700	3.66009	3.38597	3.94742	5.6934	9.6667	11.2584	11.0505	8.97027	3.85738	3.08522	3.2087	2.75144	3.11213	3.03379	3.56973	4.04101	6.32935	9.25765	11.3169	9.64556	5.98703
PF3D7_0932800	88.5835	75.5955	75.1246	77.4884	78.5998	62.1677	65.3384	69.2418	73.7165	89.3878	63.2529	46.8002	31.483	26.1643	57.7609	72.8388	74.5487	64.9064	61.0955	64.0479	66.4041
PF3D7_0932900	5.31939	5.0375	3.02133	2.6658	3.04214	1.563978	1.546637	1.49946	1.11087	1.559345	1.407199	3.40928	2.56969	2.26448	3.71034	2.73883	2.97281	1.783555	2.09591	1.103839	1.702756
PF3D7_0933000	86.1664	65.0336	54.1312	47.3773	41.7845	30.3302	26.0111	26.4956	28.9301	26.1249	34.0484	71.2236	74.3597	59.1431	50.0472	49.1898	41.6253	30.1278	24.9626	24.9384	26.3157
PF3D7_0933100	6.05144	3.80418	3.63641	2.67155	1.904815	3.10322	2.00787	1.871164	2.86183	3.02381	3.99385	7.28596	5.65689	5.59851	3.54679	3.20082	3.03887	2.28126	2.48833	2.19411	2.54842
PF3D7_0933200	4.31333	3.04576	3.21522	8.85668	40.1643	82.3924	79.7394	83.665	78.1252	49.7631	35.8487	34.645	25.6552	22.0067	4.71765	6.22298	25.229	55.681	74.2935	84.1086	72.2665
PF3D7_0933300	1.93839	1.76732	1.520873	1.893069	4.24889	14.2301	23.2708	30.1443	19.1003	20.5233	21.3615	11.9854	9.48412	6.27257	2.55445	2.02013	4.67691	9.83391	20.2289	22.6723	22.4469
PF3D7_0933400	1.346322	1.290547	1	1.0681615	2.06635	4.3789	6.54006	8.6017	4.95337	4.98322	4.40678	2.9959	2.76672	2.49368	2.01241	1.395183	2.35226	3.59811	5.99021	6.14044	6.6404
PF3D7_0933500	6.10702	7.38516	7.4296	8.42245	10.21968	16.4304	22.8709	35.1584	42.3359	50.5477	33.4137	21.3427	13.2018	12.2295	7.11581	7.12983	11.1245	15.0161	22.3522	29.0267	32.6227
PF3D7_0933600	38.0617	42.7388	44.7393	57.8112	70.4181	66.7914	70.1475	71.8496	66.5804	49.3468	25.9766	21.3765	15.9248	16.6682	32.0614	40.8613	50.5836	63.8913	64.8136	67.4322	63.0632
PF3D7_0933700	1.792493	1.497785	1.314814	1.352921	1.113982	2.055	10.06991	30.0449	46.5406	54.2157	30.3223	24.7906	14.4178	8.49519	2.11836	1.339055	1.642526	2.94816	12.0756	21.5779	32.8949
PF3D7_0933800	1.486351	1.17514	1.109799	1.163206	1.442816	1.338749	1.899887	2.64862	2.56396	3.73018	4.06623	2.44617	2.2686	2.07128	2.1517	1.297301	1.249461	1.404637	2.14811	2.21569	2.69142
PF3D7_0933900	117.396	80.5498	45.8274	34.4152	35.3871	35.4155	42.0852	48.744	37.3672	30.2264	25.484	19.0047	21.5858	16.5235	48.6658	36.7002	34.8981	33.6645	39.3394	41.2764	36.8421
PF3D7_0934000	12.5827	17.8519	26.4208	28.5026	26.1308	21.0889	19.4028	20.1694	17.7739	13.3012	10.34056	6.85745	5.54598	5.0951	14.4568	22.4138	23.5737	18.5284	17.3936	18.556	17.563
PF3D7_0934100	54.9679	56.3946	51.6148	54.3826	49.0017	39.1138	34.3832	34.9475	33.4223	23.3027	18.5126	12.8028	10.77465	11.8296	41.5162	45.5995	42.1004	35.2561	33.1551	32.5899	30.7511
PF3D7_0934200	1.295492	1.740575	2.17617	2.58926	6.08183	12.8095	20.8425	30.6748	21.9163	31.5744	28.0184	14.402	17.4666	8.64439	2.66896	1.758159	4.43508	11.1283	17.0299	22.4185	30.7606
PF3D7_0934300	1.295492	1	1	1.353169	1.677578	8.08571	19.5726	35.4987	25.2526	28.3218	21.8563	15.2397	14.7222	8.05636	1.37088	1.25272	3.09922	9.76779	18.4485	24.9597	27.0915
PF3D7_0934400	4.31333	3.19188	2.66142	7.30602	21.486	43.5531	68.4641	84.5111	94.5038	108.381	71.1156	62.2939	54.5983	28.4303	6.02976	6.22298	13.907	40.4717	61.1489	70.2099	80.589
PF3D7_0934500	376.38	317.291	276.119	256.793	224.509	184.713	165.168	169.088	222.607	251.1	199.339	340.122	250.815	153.601	211.229	225.687	232.14	187.551	159.905	165.382	197.709
PF3D7_0934600	6.74825	3.24694	3.58745	2.25093	1.220524	1.0850215	1.412837	1.839018	1.59001	6.20292	65.5197	254.426	259.242	114.119	16.6218	4.27914	4.10783	1.89322	1.549078	1.546067	2.59618
PF3D7_0934700	87.7704	92.2046	99.9256	95.8431	78.9815	75.1783	74.7241	73.3008	77.3972	142.079	229.24	186.645	110.699	75.135	71.5321	86.515	91.0233	76.8539	75.3462	76.3263	74.294
PF3D7_0934800	24.7107	11.4833	5.60848	4.33109	4.02447	2.72099	2.82055	16.9415	153.662	841.706	1821.24	1976.12	1198	536.955	30.267	16.237	9.02682	5.25848	5.55868	22.8072	112.614
PF3D7_0934900	9.80038	7.56656	5.27541	3.88997	2.36644	2.78706	1.901962	1.491078	1.993837	1.686042	2.44726	2.47342	3.24653	6.72265	5.76798	4.40807	3.53408	2.53259	2.44072	1.61374	2.05762
PF3D7_0935000	351.409	263.571	194.805	153.513	129.185	88.9455	76.549	111.002	105.868	105.272	64.4263	46.4857	37.2252	90.4117	175.268	180.374	138.833	94.8936	76.2916	91.0158	110.845
PF3D7_0935100	706.024	503.435	399.506	358.044	281.369	195.315	180.412	261.046	285.112	212.248	172.879	104.069	117.774	223.822	344.831	333.247	261.377	213.054	186.944	204.91	217.743
PF3D7_0935200	76.6782	59.9101	41.5939	30.274	24.8304	20.5889	20.9014	28.6788	25.378	20.1453	16.6943	16.6428	18.6383	16.7946	40.708	32.6288	23.5533	18.1312	19.6884	22.4554	21.532
PF3D7_0935300	71.5237	51.6763	38.1248	21.716	12.9847	18.1653	19.4177	37.0092	44.5882	36.7462	20.8988	11.2183	12.7584	15.1828	27.8641	30.779	20.1441	12.8831	19.6043	32.7735	28.2481
PF3D7_0935400	1.916011	1.513037	1.241342	1.153786	1.176843	1.734726	6.79032	29.1712	24.2391	29.7047	18.3136	6.78034	6.97714	4.86205	2.06428	1.597278	1.370053	2.15324	8.10979	15.8011	22.5911
PF3D7_0935500	111.149	83.2717	55.8206	31.3231	13.6972	17.9245	28.2261	39.2046	63.2404	100.7195	74.4439	56.7872	29.9462	42.1885	53.0127	43.6347	24.6869	20.3897	28.356	33.1142	40.6823
PF3D7_0935600	1508.98	712.26	216.549	86.3551	34.7832	9.2062	4.60152	3.70484	4.41853	15.8211	144.275	241.149	2542.75	6339.39	940.493	349.899	131.089	39.6941	10.02289	7.00719	6.99779
PF3D7_0935700	197.342	91.6783	56.1033	60.1927	55.0235	28.9323	8.05373	2.44504	1.877798	4.40504	16.8882	72.114	129.256	122.073	82.1282	53.3203	53.8373	41.1307	14.1926	5.24196	2.22909
PF3D7_0935800	14.3259	6.7153	2.91469	2.47571	2.26841	3.06825	4.90632	25.5232	303.141	956.984	935.392	900.074	496.699	211.026	13.5624	11.8739	7.72814	4.44412	7.2064	42.3243	177.661
PF3D7_0935900	5085.92	3820.83	2081.96	866.616	232.371	34.946	9.04512	5.00693	3.92664	4.35082	44.9341	112.517	749.886	2553.74	2503.9	1675.14	543.106	87.5406	14.2301	8.34091	5.72531
PF3D7_0936000	4673.89	3766.35	2094.1	860.295	241.383	35.282	11.8964	2.21162	1.959503	5.47965	40.1485	69.0191	308.434	1070.51	2431.26	1776.73	551.719	70.286	12.0488	6.35868	4.09684
PF3D7_0936100	3.48292	5.85105	9.71466	16.4894	16.1125	11.1923	23.3948	44.0914	68.487	54.6006	36.5988	27.4019	17.5701	20.9807	6.97016	10.56016	11.7324	15.1189	29.4872	47.3789	53.8052
PF3D7_0936200	10.08972	30.8377	160.262	370.557	313.64	153.931	75.2501	34.632	19.9476	11.6191	8.26869	10.38075	10.69991	24.0851	47.9978	221.327	250.555	164.091	81.9467	47.5035	23.846
PF3D7_0936300	3450.2	2604.45	1532.41	713.687	226.515	33.5746	11.7276	6.57524	4.44011	4.0918	30.3407	84.4249	356.284	1270.58	1802.78	1295.41	429.847	72.1141	14.5496	10.95318	7.47448
PF3D7_0936400	476.653	533.982	378.443	162.198	43.9246	15.9118	12.057	8.33135	7.48693	5.28581	10.32941	19.1162	139.567	532.805	399.091	309.597	116.346	30.8889	17.6196	14.46	8.24761
PF3D7_0936500	30.4877	19.5521	12.9725	6.49643	2.81359	1.643162	1.39097	1.348824	1.0537053	1.0887185	1.19282	2.74029	3.59035	7.37526	15.3853	10.82548	4.69561	1.821658	1.45945	1.342597	1.112426
PF3D7_0936600	1680.97	1658.7	1333.44	717.678	281.454	66.6735	40.3916	29.544	14.6702	14.6291	19.4168	28.1716	76.2679	267.671	955.426	961.535	521.539	151.907	64.0463	42.527	27.3184
PF3D7_0936700	95.0282	70.0869	35.0937	13.1947	5.85607	2.63469	2.20048	1.484928	1.398957	1.466876	4.44137	7.6899	53.3449	82.2193	51.6507	31.6319	10.36916	3.58114	2.02277	1.99959	1.475186
PF3D7_0936800	3431.34	3908.11	3597.19	2434.91	1022.83	246.542	88.9419	34.4489	24.6967	16.6377	14.7421	22.8844	102.064	346.828	2377.84	2582.59	1444.83	452.755	115.642	56.5517	31.645
PF3D7_0936900	2.09752	3.04029	8.87891	43.894	99.3734	25.2953	4.38301	1.861576	1.56097	1.345388	1.124879	1.226714	1.717938	5.05634	3.35563	13.6801	14.5899	18.8189	9.16966	4.16416	1.914519
PF3D7_0937000	1.640127	1.604577	1.316628	1.471325	1.277607	1.390244	1.604265	1.611913	1.787099	1.35253	1.828555	2.00259	2.95434	3.6275	1.851569	1.41087	1.521436	1.336728	1.568616	1.516806	1.559995
PF3D7_0937200	6.52109	6.77707	3.91298	3.30949	2.61938	2.17073	2.12221	1.49718	1.965985	1.94008	3.03952	2.92807	7.59589	6.17537	4.60665	3.25978	3.71147	2.34691	1.909785	2.00131	1.895992
PF3D7_0937400	1.953614	1.867307	1.251563	1.421272	1.781186	1.211402	1.128599	1	1	1	1.253189	1.0765985	1.242609	1.71168	3.18894	1.884121	1.725027	1.125418	1.150586	1.0962332	1.0370788
PF3D7_0937600	109.928	100.2151	64.908	37.4329	16.6872	3.17561	1.632309	1.290473	1.17623	1.177567	1.428536	1.829405	2.75217	9.80386	51.2915	50.666	21.3941	5.54905	1.876856	1.328681	1.183037
PF3D7_0937700	1.386744	1.194819	1.428465	3.7332	3.81806	1.548698	1.250346	1	1.345987	2.24955	1.800859	2.11857	1.236105	1.153932	2.06525	3.18446	3.01644	2.30252	1.183184	1.0624344	1.18048
PF3D7_0937800	43.1035	44.5371	21.5816	11.5715	6.37926	4.94144	3.73117	3.69169	6.86587	14.2764	17.028	15.125	12.1669	8.94243	22.854	18.311	9.65518	5.79817	3.99177	3.81157	5.19123
PF3D7_1000100	191.563	157.912	65.0248	25.0142	10.07056	5.21494	3.60449	3.01871	4.40042	7.6496	8.6324	9.74276	9.23684	11.118	75.5453	56.1774	15.5081	5.24771	3.70148	3.30993	3.43819
PF3D7_1000200	1.457987	2.28173	5.71134	21.0482	20.9975	4.01196	2.15292	1.838632	2.98062	4.58724	4.10038	3.28153	3.56279	2.67096	3.05465	15.2408	17.0691	13.1727	2.87991	1.862512	2.3537
PF3D7_1000600	5.73564	5.96971	30.1072	106.435	121.126	59.5797	16.5825	5.14896	3.64722	2.39095	4.14327	3.35853	4.13235	7.12591	10.4867	47.4046	98.5749	84.1328	27.9948	10.1433	3.98308
PF3D7_1000700	2.67487	2.14191	1.663327	3.28522	3.84175	2.16049	1.338708	1.100457	1.0932631	1	1.166916	1.100652	1.960473	4.54212	2.77016	2.2542	3.31712	2.9754	2.04338	1.211694	1.0487498
PF3D7_1000800	1	1.346161	3.85891	21.4427	28.0453	14.9481	3.94764	2.53364	1.367612	1.151432	1.328867	1.595056	1.31538	1.307907	2.03341	8.59024	19.935	21.6012	9.1735	3.37727	1.624432
PF3D7_1001000	5.5272	41.2155	165.491	290.031	282.218	237.514	118.294	44.7693	23.1882	8.99624	6.5346	4.38871	6.6399	5.9291	47.0165	176.679	285.752	226.462	127.524	79.6206	34.9042
PF3D7_1001100	687.695	149.989	32.4792	16.4237	11.9097	9.77913	6.72136	4.18677	3.2211	2.6205	28.096	54.5287	399.528	1590.58	205.927	53.5687	29.0254	16.2348	7.75726	6.92188	4.36795
PF3D7_1001200	14.7343	15.8631	123.301	744.295	2263.37	1708.9	1399.32	1381.4	991.346	654.57	271.138	172.777	135.394	99.5458	46.6159	284.76	753.892	1330.31	1332.52	1118.34	876.11
PF3D7_1001300	8.47798	6.7207	3.70081	2.29815	5.50878	16.8982	33.2007	43.4605	19.0135	14.3214	9.15552	6.81268	17.487	30.0042	7.26824	4.3881	5.15168	12.9237	29.4584	38.5559	30.2827
PF3D7_1001400	915.63	930.861	480.697	185.217	56.0449	21.45	11.3687	5.3922	4.25783	2.6766	13.0752	29.4854	199.686	767.971	594.406	450.87	141.482	31.418	14.3992	9.79351	6.19338
PF3D7_1001500	18861.5	17231.1	11195.1	5654.93	1827.77	233.525	57.6357	22.548	15.7415	19.2011	125.818	388.815	1412.37	4968.78	10500.5	9729.06	3412.98	579.46	72.2432	38.4938	25.0407
PF3D7_1001600	10.8025	5.76281	3.05486	4.85691	18.0784	36.9552	65.3995	145.606	294.516	508.96	395.246	262.592	129.542	88.3288	10.03043	8.6186	9.94631	25.3656	60.6079	97.3495	179.044
PF3D7_1001700	763.686	558.868	302.955	136.156	51.6867	49.9697	62.9295	70.2837	97.2326	109.712	94.0974	158.675	118.428	241.928	408.145	275.318	111.856	45.6653	50.8541	68.409	85.1467
PF3D7_1001800	367.086	183.948	79.7978	28.0546	10.22942	14.2764	24.4016	29.2213	38.2956	87.141	96.9085	119.542	116.957	289.151	149.679	75.6983	25.1714	16.1547	21.7385	27.5341	39.2523
PF3D7_1001900	1649.8	968.273	440.36	193.406	85.6874	69.0915	62.9636	47.8201	37.2177	20.8064	55.3613	117.074	1228.72	1932.83	769.162	410.892	155.425	76.4722	63.738	51.5878	39.1393
PF3D7_1002000	285.524	67.2264	11.773	4.39511	2.7708	1.562968	1.34259	1.4124	1.207177	1.169569	5.77782	12.319	42.1732	182.597	73.5706	22.8846	4.46377	2.21847	1.409515	1.488479	1.296755
PF3D7_1002100	1996.11	924.659	307.552	111.663	41.5392	23.6329	24.2244	23.3603	26.5929	16.6536	107.978	254.1	2983.12	4742.6	850.701	375.69	117.946	46.095	27.6652	27.9569	27.4732
PF3D7_1002200	22.7812	24.5444	49.8419	128.935	146.25	116.369	70.5591	54.9594	39.3038	28.045	21.2465	18.4322	56.1737	86.2713	27.3694	64.8042	111.869	109.324	77.4009	57.231	40.1245
PF3D7_1002300	2.726	3.20104	2.31465	1.902739	2.29467	1.935211	3.3452	3.37718	1.71631	1.845004	1.508879	1.308556	6.26346	10.60414	3.5605	2.03945	1.375159	1.977425	3.05687	3.65456	3.03061
PF3D7_1002400	640.122	418.646	303.863	303.903	293.646	246.14	212.456	269.108	266.052	221.976	112.1	125.83	244.525	727.161	363.454	299.102	261.839	238.386	214.483	215.044	214.551
PF3D7_1002500	6.02312	6.82555	18.1888	40.334	62.0319	49.7789	45.8506	54.8741	47.6471	32.3344	19.2348	14.9994	22.9982	15.233	6.45248	19.8459	30.0779	44.9214	46.6791	44.187	43.2874
PF3D7_1002600	2.05046	1.882433	1.868156	3.77839	6.14275	10.88425	14.243	19.9368	14.9235	10.328	7.19179	6.17069	7.83566	8.50534	2.64309	2.67538	5.8913	8.87268	13.5239	16.8227	15.8954
PF3D7_1002700	22.5126	21.2584	13.5205	7.21221	3.6073	6.64101	13.3961	23.9002	35.4946	47.1997	39.7242	26.4329	15.6467	14.4499	17.119	12.2094	7.98093	7.08737	12.6987	20.8691	28.2706
PF3D7_1002800	1.905698	2.04856	1.539783	2.67392	5.06268	10.66362	12.9818	15.0477	11.653	9.05887	7.08356	5.20942	4.63564	5.74222	2.42123	2.15534	4.66158	8.26544	11.6277	13.4721	12.3115
PF3D7_1002900	243.598	161.045	96.7234	48.7283	15.1299	26.3433	48.2622	98.2429	151.46	188.271	135.675	112.016	63.6337	62.995	111.952	85.1898	32.3153	31.2836	50.2304	79.1141	112.441
PF3D7_1003000	2.65622	1.987398	1.517109	1.30504	1.200988	1.170701	1.155921	1.784085	8.36085	59.3679	114.485	83.4774	52.926	23.3929	3.25207	2.15369	1.704463	1.265692	1.308785	2.52418	7.9234
PF3D7_1003100	3.28466	3.5161	1	1.464233	4.01556	8.8068	20.3715	44.2144	58.2504	56.9956	24.8561	29.7503	20.0657	13.822	2.90609	2.3009	3.90107	8.53109	24.5707	34.7282	46.7645
PF3D7_1003200	2.93273	1.736124	1.837015	6.83338	20.1219	29.3754	25.9925	25.8983	23.696	13.5085	11.1127	10.73221	7.48095	6.42255	2.8729	4.3078	11.6084	21.5198	23.1309	27.1522	19.6415
PF3D7_1003300	82.5067	109.336	133.104	148.525	120.714	96.416	70.6692	52.1479	42.17	53.2346	178.072	330	239.576	132.408	92.725	117.429	122.378	94.0919	65.6327	58.7906	43.914
PF3D7_1003400	3.92568	2.95771	2.55227	2.27631	1.692329	1.829799	2.11812	2.57712	6.69414	43.5022	162.342	128.475	74.8113	36.9085	5.18549	3.08317	2.3305	1.957339	2.4065	2.96407	6.878
PF3D7_1003500	1569.63	1335.25	1128.09	1118.64	1132.7	991.699	693.664	507.336	543.318	244.386	117.659	231.888	245	355.413	1028.09	1036.67	1258.42	1044.97	713.257	611.151	549.975
PF3D7_1003600	96.7427	67.9604	25.1371	20.4533	24.3566	24.5609	16.9041	11.672	14.9514	326.266	3371.02	10293.4	9453.56	4185.06	335.954	86.0928	60.2886	37.9817	18.1941	16.661	36.5897
PF3D7_1003700	4.10415	4.26924	3.79108	3.50108	3.47206	6.18794	7.18717	8.2498	8.85682	7.12628	7.37515	8.39788	6.62723	8.81193	4.69521	3.73656	4.57901	4.86016	7.64002	8.09153	8.94997
PF3D7_1003800	134.079	120.033	105.472	103.912	105.066	75.8641	64.7217	56.4541	45.5289	25.11	15.0688	17.4892	17.9115	23.2328	79.2762	98.4637	91.2222	74.7287	59.2909	52.854	44.5341
PF3D7_1003900	4.97062	5.05917	4.34394	3.78564	3.50628	2.87105	2.60563	2.13472	2.21252	1.910885	3.37599	3.858	2.90015	2.48207	2.78803	3.65477	3.5831	2.75134	1.943695	1.904745	2.55795
PF3D7_1004000	1931.11	1805.58	1648.52	1627.57	1601.69	1380.29	1027.68	801.771	887.244	448.521	218.932	253.282	374.805	468.122	1340.76	1522.71	1780.59	1408.88	963.506	845.572	780.417
PF3D7_1004200	4.59994	4.73506	8.98467	17.4158	24.9402	30.428	34.9462	46.0292	59.491	92.3844	84.425	53.2857	30.3571	20.9472	5.9103	10.21554	19.1151	25.4631	30.9009	38.7147	48.8587
PF3D7_1004300	140.15	111.474	88.0908	66.3523	58.0285	43.1942	48.6031	55.5296	68.81	82.3016	77.5868	65.8818	73.9443	122.885	91.3524	82.2334	61.2001	44.5281	41.797	46.3964	53.4614
PF3D7_1004400	7.10836	26.1864	69.1895	119.193	179.613	136.556	104.368	76.08	58.9839	38.2983	40.6427	35.342	22.0983	17.3545	27.4042	66.6375	114.973	124.85	97.15	80.4005	54.5444
PF3D7_1004500	2.37448	3.15962	4.54628	9.75759	9.90537	19.7513	28.0325	36.7472	31.3145	85.3594	114.566	91.6047	69.6366	21.6964	4.33944	5.70479	10.14784	14.1161	26.0768	32.2934	40.0147
PF3D7_1004600	1.986035	1.655262	2.08671	2.15719	3.00728	4.25216	4.92338	6.71353	8.60141	30.8809	56.3342	31.2492	14.3172	7.63748	2.95035	2.51108	2.45273	2.79988	4.12608	5.41404	7.47926
PF3D7_1004700	1.696107	1.681325	2.47094	2.71262	4.48287	7.27709	9.75821	17.1174	28.8612	24.4225	15.9911	14.0375	9.1679	6.42724	2.52623	1.992896	3.86898	7.49684	9.37734	15.231	22.8637
PF3D7_1004800	3.88993	11.9881	20.9822	34.7065	34.1189	33.6369	28.5998	30.8429	45.3943	35.0143	21.4503	15.4936	10.60504	7.93568	12.3882	22.6771	31.4588	32.3655	28.2315	30.3479	31.0491
PF3D7_1004900	2.19704	2.00471	2.09357	3.5513	9.99341	23.8235	32.0396	40.906	36.8776	27.7732	18.9777	12.8786	9.15971	10.43825	3.42162	3.12769	7.17769	16.7152	31.3459	32.9599	32.3767
PF3D7_1005000	27.3703	18.2119	14.0665	14.2874	13.1447	13.9852	12.183	11.7048	10.60578	8.14772	6.73587	7.65464	7.52313	9.66509	13.6213	11.454	12.5954	12.6389	13.273	11.6339	9.88933
PF3D7_1005100	60.4115	43.7295	37.3126	35.9233	31.9152	24.9337	18.1163	12.6001	6.4209	4.44446	4.70959	7.59626	9.15624	19.527	34.731	32.5818	31.3567	23.6171	18.1696	14.4527	9.0131
PF3D7_1005500	11.1298	20.2745	31.9045	49.0502	65.2166	64.4077	68.113	78.4166	86.4275	92.8073	74.5146	47.9541	32.3434	25.1048	17.6801	31.3156	42.4819	54.716	60.8907	68.3683	71.8588
PF3D7_1005600	94.2695	78.3318	67.85	69.7049	71.8335	47.588	31.7513	24.5407	17.0148	11.2877	30.2326	31.025	16.7867	18.8276	58.1245	58.9719	54.3918	43.59	33.0203	27.1914	19.3942
PF3D7_1005700	1.559576	1.497864	1.234069	1.270589	1.610343	4.38475	7.09308	7.59017	5.0763	7.40688	30.9672	28.4741	10.51481	7.90889	2.42065	1.845095	2.41832	4.20747	6.95133	7.42052	7.11868
PF3D7_1005800	1.437759	1.489383	1	1	1	1.129452	1.235967	1.211434	2.0983	18.3514	46.6754	43.623	18.0092	11.7491	2.46329	1	1	1.532334	1.416844	1.177632	3.91317
PF3D7_1005900	1.980523	1.755146	1.290603	1.864075	2.44357	9.43887	16.3886	22.6196	33.8928	28.0959	18.0595	18.788	10.07994	7.74673	3.27471	2.04892	3.53312	7.07287	13.2156	19.2005	24.7637
PF3D7_1006000	2.74523	2.13991	1.51128	1.722665	1.635825	1.429834	1.104617	1.123279	1.231748	1.474675	2.02912	3.43338	5.731	9.232	4.07451	2.54889	1.842951	1.442993	1.305868	1.182427	1.271737
PF3D7_1006100	6.21903	3.62191	3.98631	4.47331	9.04346	7.02191	12.1285	12.7127	11.4447	8.66003	6.01199	8.55279	16.4341	15.3402	3.74994	4.57244	5.06032	9.63144	15.2728	16.0609	13.6422
PF3D7_1006200	3152.04	2449.13	1836.99	1820.86	1834.97	1820.53	1551	1180.75	1400.51	719.337	499.831	578.629	1778.54	2717.4	1688.67	1706.31	1959.85	1758.43	1462.28	1299.65	1165.22
PF3D7_1006400	1.866975	1.534282	2.46115	5.68219	11.7526	21.878	25.0503	22.2382	14.2303	9.55444	5.89362	4.61121	5.57121	5.94445	2.28334	2.97856	9.34057	15.8233	20.53	19.8227	17.7299
PF3D7_1006500	2.1006	1.692827	2.888	4.40623	9.0039	14.9897	17.0274	21.1145	15.0413	11.1686	7.72402	6.03306	5.20375	3.82941	2.66545	2.80531	8.28845	12.8969	16.2648	17.6019	15.7503
PF3D7_1006600	20.6921	31.2195	40.7549	57.7693	76.0043	98.5812	94.9901	75.3185	43.6279	27.7433	31.168	25.2356	28.1689	23.1697	25.5822	41.4733	58.331	83.8248	95.5318	81.3552	52.4711
PF3D7_1006700	150.509	100.3287	90.7102	79.1702	80.5534	72.6895	54.4386	24.7368	11.5172	7.79433	16.2625	17.1477	19.5993	31.6883	80.4747	75.5335	80.4575	67.9668	49.0197	37.5308	18.0021
PF3D7_1006800	981.621	724.639	585.014	562.248	570.969	524.061	417.173	361.874	345.314	170.567	111.582	152.443	610.653	880.588	556.475	503.204	518.75	496.297	428.178	369.987	296.371
PF3D7_1006900	59.4578	53.4617	50.2863	52.1365	46.7467	36.1397	33.742	43.8771	60.8151	47.4928	23.797	21.8897	13.1789	20.2969	37.6425	37.9652	40.574	34.1398	33.499	38.0555	46.3312
PF3D7_1007000	83.8351	123.537	143.732	110.425	78.4439	68.875	66.1486	79.4759	80.4535	74.9612	36.4861	25.701	22.7188	21.8216	87.3908	111.71	90.7236	66.335	62.0159	66.8728	75.0439
PF3D7_1007100	1.459181	2.14566	1.365856	1.553754	1	1.408309	1.736117	7.2946	5.51701	5.71988	12.4395	11.7206	5.29236	6.01704	1.288031	1	1	1	1.442729	2.8909	4.56229
PF3D7_1007200	4.66172	3.14966	1.697425	1.440711	1.0766525	1.430221	5.26131	13.2869	35.0537	109.611	304.59	283.272	145.421	68.0185	6.52017	3.83167	2.55465	2.79613	6.25267	12.5786	24.9624
PF3D7_1007300	3.92576	2.31326	1.665174	1.282539	1.232163	1.0888252	1.0648842	1.228434	2.02765	41.5932	256.519	205.763	129.236	55.6228	4.88626	2.54349	2.15098	1.275645	1.208233	1.370944	4.63866
PF3D7_1007400	32.1368	30.3018	32.6062	30.8146	21.762	22.9369	18.605	22.6969	21.7935	49.7334	135.709	146.497	84.8469	40.8093	27.5969	31.9567	25.1014	20.7885	21.3573	21.7585	27.1363
PF3D7_1007500	219.789	150.382	104.036	85.1267	70.6036	62.1358	59.6011	82.4264	75.4764	55.2223	67.7032	51.5987	43.0481	45.9238	105.053	106.424	64.395	58.7593	61.3428	66.1381	55.9164
PF3D7_1007600	227.319	170.493	131.291	99.5909	90.1803	71.874	84.8306	94.1104	113.03	84.6865	67.9959	60.3789	50.3863	53.3617	108.827	108.716	100.8789	73.4553	76.358	86.9465	97.5217
PF3D7_1007700	8.18944	20.0478	87.5681	251.569	371.162	199.935	142.628	149.831	147.66	121.465	80.3742	58.1866	46.4474	35.3514	25.8964	110.153	208.062	196.366	140.086	126.237	122.036
PF3D7_1007800	3.69784	3.38775	2.50863	2.28894	2.34245	2.18511	2.58495	2.25551	1.49524	1.438421	1.929858	2.15691	2.23416	2.68611	2.79175	2.22592	2.13824	2.03813	2.34027	2.25695	1.794236
PF3D7_1007900	249.191	215.959	192.815	200.733	202.553	167.679	142.708	126.95	104.154	66.7006	48.7066	40.2139	39.76	72.7806	152.658	176.272	194.552	164.855	132.727	122.084	106.037
PF3D7_1008000	132.882	114.062	103.059	104.872	91.9007	58.355	52.1374	64.0003	73.8094	122.264	130.794	98.1376	57.6838	43.1793	78.9901	94.2021	81.5037	58.8328	51.2489	55.9031	65.5129
