time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60
PF3D7_0630900	117.028	84.8962	78.5236	85.0857	82.5721	53.5672	32.7275	20.4741	11.4724	7.06414	7.87874	10.66803	17.9378	35.4986	65.5964	72.4793	74.6772	56.2416	34.8345	26.8002	15.0489
PF3D7_0631000	5.47047	3.50077	3.52947	3.8264	2.90572	3.07683	3.81258	5.95548	6.21436	24.0529	34.9468	26.2748	19.5582	11.4874	3.73331	3.91495	3.77168	2.67343	3.779	5.13346	8.03796
PF3D7_0631100	1.697901	2.75846	2.14981	2.29988	2.44746	2.36644	2.06687	1.72025	1.365262	1.256265	1.324007	1.505578	1.88641	1.925809	2.383	2.19454	2.36555	2.25824	3.11805	2.47651	1.380515
PF3D7_0631200	10.50019	24.2858	31.6195	22.0599	10.43752	3.71549	1.756299	1.444656	1.34966	1	1.247842	1.150522	1.632702	1.826365	20.9121	24.458	10.48285	4.29016	3.06153	2.02458	1.436907
PF3D7_0631400	3.2636	7.16875	78.3084	452.287	651.872	361.513	112.651	29.6788	8.08267	5.36159	6.9864	5.33755	15.7505	6.3516	19.6194	194.113	506.214	558.827	212.838	71.4716	18.2806
PF3D7_0631500	41.8522	32.7484	25.4982	19.6078	14.8716	5.98787	2.61135	1.480976	1.378328	1.31345	2.02282	2.50005	6.67482	11.2021	26.5136	19.1506	19.507	10.27751	3.4391	1.923888	1.528835
PF3D7_0631800	1.0843799	1.495831	1.667896	2.6904	3.48787	1.972731	1.182055	1.161433	1.150815	1	1.134444	1	1.257696	1.587763	1.898084	1.505492	2.37446	2.59693	1.439873	1.136295	1.0787124
PF3D7_0631900	1.393289	1.825148	3.56949	21.9334	49.6836	41.1108	16.5368	6.46716	2.49061	2.08284	1.862079	1.851384	2.20231	1.782794	3.33977	9.07795	27.1874	43.7136	24.5092	8.63156	3.65705
PF3D7_0632000	1.459499	1.128595	2.21203	9.74942	14.5527	3.81818	1.867543	1.18292	1.0685202	1	1.182979	1.147678	1.233754	1.0762036	1.527344	4.34257	7.7383	7.81155	2.5597	1.339969	1.142962
PF3D7_0632300	2.43042	2.33432	1.314454	1.327656	1.275713	1	1.0428664	1	1.0710702	1	1.189892	1.0765985	1.242609	1.474453	3.63668	1.544074	1.828602	1.292642	1.0752931	1.0641555	1
PF3D7_0632400	1.149708	1.125696	1.888447	3.86499	5.3726	1.365056	1.161518	1.0714965	1.100486	1.494697	1.536507	1.360919	1	1.372411	1.890273	2.21715	4.07375	3.79773	1.389933	1.090613	1.0698764
PF3D7_0632500	623.384	552.705	312.943	144.277	49.8445	7.43444	3.55901	2.54569	3.17589	3.29383	3.59404	6.03123	13.7463	28.4571	234.238	234.822	78.7333	14.6865	3.20234	2.52389	2.63308
PF3D7_0632600	101.8	81.5446	48.4776	24.8021	9.42086	1.875607	1.133155	1.236061	1.073559	1.181262	1.262194	2.26868	3.76389	5.17592	44.582	38.323	11.241	3.76935	1.311918	1.199335	1.191927
PF3D7_0632700	2.20154	2.07187	4.68416	12.6299	15.0288	2.09871	1.567141	2.21942	4.56186	10.65023	11.1071	11.0658	6.72978	3.01753	2.59828	8.13375	11.4257	7.79931	1.782403	1.878777	3.31334
PF3D7_0632800	201.479	186.237	77.308	27.5668	9.26468	2.78589	2.25211	1.939999	3.69028	5.6957	7.38611	7.6491	6.68284	9.03756	85.6201	65.8681	14.8716	3.50444	2.17881	2.30891	2.9753
PF3D7_0700100	25.9531	21.0626	9.95849	3.93702	1.952363	1.236366	1.118551	1.0642754	1.198477	1.345712	1.332336	1.53789	2.20728	2.12338	11.5015	7.6499	2.92026	1.438951	1.113358	1.113362	1.0735764
PF3D7_0700200	1.453209	1.456482	5.37747	25.6846	46.3675	7.91283	3.24886	1.650943	1.445099	1.465873	2.22787	2.83275	2.38472	1.360804	3.04319	12.7134	25.0308	22.4239	7.14562	2.31834	1.42257
PF3D7_0700500	4.60071	2.88091	3.08975	9.24819	20.4325	9.47894	3.76235	1.994359	1.143109	1.293775	1.191205	1.231368	1.244292	1.477727	3.80517	7.16304	13.4102	16.5316	6.30708	2.84112	1.522662
PF3D7_0700600	1.208418	1.0874453	1.907964	5.24235	5.33386	2.43254	1.393386	1.0999984	1.0928508	1	1	1	1.318709	1.311136	1.261066	1.802651	1.814151	2.52962	1.84082	1.252883	1.0485326
PF3D7_0700700	1.421889	1.0885029	2.33674	8.84146	15.6205	8.48343	4.01456	1.657999	1.375833	1.0774356	1.0840925	1	1	1.10497	2.32118	3.16634	4.36458	6.69401	3.6534	2.19454	1.540278
PF3D7_0700800	3.40508	8.23642	176.711	798.556	1149.53	627.709	177.551	38.9653	12.4075	8.26931	11.1656	9.1329	7.07374	8.18241	35.4902	327.053	790.138	713.242	275.461	97.755	24.3913
PF3D7_0701100	1.265699	2.18946	5.97805	23.4978	30.6405	5.43751	2.43309	1.381497	1.59324	1.910422	2.27023	2.44998	4.24675	2.58642	3.32905	14.4159	20.1552	15.8903	3.68708	1.536641	1.123887
PF3D7_0701200	1.48208	1.323672	1.763487	3.38793	4.11978	2.19708	1.519995	1	1.129012	1	1.0768458	1.185563	1.29471	1.959509	2.5698	1.660111	2.63257	3.277	1.503076	1.389712	1.0449294
PF3D7_0701400	9.94193	7.69768	7.70006	6.95324	4.1112	2.83329	1.466704	1.13822	1.300208	1.0705952	1.0766328	1.0925274	3.64501	4.06194	5.15449	5.36116	5.38328	3.22033	2.00335	1.194314	1.0896125
PF3D7_0701600	4.72894	13.6239	107.236	541.17	782.645	432.685	117.072	24.2512	8.46854	5.76478	6.29198	4.97098	11.5854	7.04906	26.4455	235.024	629.406	623.486	217.605	77.226	16.6546
PF3D7_0701800	1.615267	1.590233	1.626226	1.362609	1.254031	1.0779447	1	1	1	1	1.140064	1.253956	7.44401	11.7584	2.98118	1.90266	1.515348	1.415657	1.083331	1.0355032	1
PF3D7_0701900	268.504	138.213	54.3582	21.5131	7.70299	3.2015	1.809847	1.527198	1.349881	2.02615	18.5213	46.9744	675.121	1051.25	150.764	58.3877	29.6702	10.62767	3.5145	2.31026	1.872632
PF3D7_0702000	817.668	372.937	175.963	84.8243	30.7067	9.20974	2.47584	1.879253	1.578463	2.53103	34.3931	69.7647	390.034	815.983	313.095	163.094	74.9294	26.0546	6.88919	3.00755	1.969444
PF3D7_0702100	155.172	36.0051	9.89121	4.99231	3.06876	1.851009	1.55949	1.455835	1.812045	2.32554	25.5525	72.7588	570.695	544.532	56.4403	17.7925	8.84497	3.90569	2.12434	2.45229	1.844685
PF3D7_0702200	168.505	211.098	232.933	165.432	56.0992	17.2812	10.08246	5.99005	3.5925	6.01199	61.9558	163.062	1144.22	425.06	194.804	191.524	101.363	30.3998	11.6734	8.23335	5.03806
PF3D7_0702300	476.649	302.492	183.865	85.0674	22.4986	5.64537	3.42363	1.774313	1.593876	1.582126	5.97375	18.7178	41.7632	206.887	251.581	168.732	57.0912	14.1545	4.99442	2.75475	2.11242
PF3D7_0702400	2864.09	3292.98	3974.75	3455.14	1617.26	775.694	389.147	215.917	181.761	101.971	80.2098	121.918	644.759	1712.9	2514.37	3100.59	2446.64	1127.2	436.764	271.125	183.998
PF3D7_0702500	1595.17	2192.67	2876.2	2413.1	1398.2	552.112	311.205	173.703	96.5738	55.214	34.6426	36.3161	109.514	457.078	1545.74	2432.39	1852.12	829.39	347.555	226.898	128.214
PF3D7_0702600	3.83922	3.33759	6.27161	2.7384	2.06611	1.422328	1.499376	1.513517	1	1.696463	1.759382	4.4669	140.319	44.9966	4.54737	2.61696	2.79412	1.464148	1.458013	1.392301	1.425606
PF3D7_0702900	137.02	102.891	95.7608	82.3419	78.9947	57.3549	58.8095	64.2264	60.2	42.6603	16.049	18.3954	18.1909	22.3116	79.7051	80.9734	65.7555	62.7318	48.3182	50.31	52.0864
PF3D7_0703000	12.3942	12.0499	11.8226	10.37869	7.76732	10.73428	14.4153	17.8344	14.5038	13.6126	9.5027	5.60178	5.32756	5.50977	8.96608	10.31504	9.69954	10.17425	13.0288	14.7942	15.5219
PF3D7_0703100	50.4271	36.5495	42.5585	35.9669	29.5459	27.5761	20.99	20.5001	19.5511	11.0841	10.0261	12.5245	7.31636	13.659	36.1195	38.5539	38.768	25.2846	19.9206	18.1327	18.3543
PF3D7_0703200	2.70149	2.7348	4.66994	9.50091	13.0868	18.9229	31.2141	30.4747	26.8065	28.8096	24.3472	14.9513	12.012	10.40205	3.68944	6.10996	9.4912	14.0059	17.8978	22.634	33.7655
PF3D7_0703300	21.7211	27.5782	38.8684	53.4843	64.751	74.0915	64.0332	44.5766	60.5909	43.1902	35.8753	31.0674	20.8738	14.0679	25.5422	35.6954	71.5045	72.0968	56.3349	51.3078	55.5029
PF3D7_0703400	4.23589	4.5738	4.60351	5.41474	7.33999	8.29404	9.53228	8.9951	6.38641	4.73495	3.86674	4.34287	6.90673	11.3004	4.77809	4.1649	5.44685	7.08948	9.71301	9.09217	7.33571
PF3D7_0703500	414.476	356.938	354.19	387.305	367.612	230.013	180.687	174.165	166.305	166.716	118.961	97.8723	227.403	394.531	262.282	318.149	313.45	240.196	180.321	160.719	146.458
PF3D7_0703600	4.0938	2.89661	2.0373	2.54606	3.74745	6.06609	15.5644	32.1311	57.9667	194.316	210.11	181.752	101.913	57.2571	5.24906	5.88809	5.49072	6.78912	15.7003	25.0912	47.1669
PF3D7_0703700	378.243	239.674	204.342	225.881	243.54	160.679	122.526	92.2957	53.5808	28.7022	21.4481	39.7734	174.41	241.731	199.103	194.12	211.305	166.869	119.202	103.335	71.0591
PF3D7_0703800	3.95054	4.16858	2.86809	1.948145	1.461538	1.228325	1.404442	1.809807	1.908196	1.980439	2.86126	2.36174	4.27537	5.91474	3.16743	1.741491	1.795269	1.571235	1.718022	2.10106	2.09723
PF3D7_0703900	81.9233	69.5171	59.7462	56.2933	50.9072	34.1646	26.5545	15.123	8.94595	6.0735	7.16866	7.24333	9.8523	14.4794	46.1658	56.022	47.6249	34.1424	23.8025	17.9593	11.7922
PF3D7_0704000	34.8059	24.8801	20.5271	17.2804	14.6601	15.4028	17.7501	15.1964	9.97387	7.95548	7.4845	6.46825	6.02032	6.01854	17.9432	18.546	16.5496	14.6493	15.4966	14.8014	12.2476
PF3D7_0704100	3.9972	2.79905	2.02823	1.650523	1.647696	1.571335	2.41347	9.32725	41.8486	131.027	168.255	120.941	68.6944	32.2636	4.39041	3.565	2.6721	1.87612	3.15726	9.87387	30.5449
PF3D7_0704200	66.3527	58.9076	53.493	48.6889	38.5666	27.6072	22.4579	16.8193	8.6339	5.34482	4.1776	5.31571	7.14013	9.85586	41.418	44.3004	42.475	30.2478	22.0051	17.8594	11.5958
PF3D7_0704300	4.47122	2.8688	2.30366	2.4485	2.34212	3.84045	17.4354	51.1805	92.2207	147.319	133.589	89.2675	52.1946	29.3316	5.69051	4.04856	3.65872	4.88737	16.7859	37.3762	59.7704
PF3D7_0704400	13.0337	16.4701	21.8767	27.053	30.571	27.8524	28.2413	38.0207	48.3352	84.891	94.4811	78.983	47.9211	23.5201	14.8669	23.9137	28.2409	26.4436	26.7273	31.2952	39.9937
PF3D7_0704500	3.41734	2.37157	1.870887	1.655696	1.587018	1.435217	1.326204	4.9957	64.6091	195.519	190.569	119.353	63.3951	29.7322	4.38212	3.83162	2.62863	1.529427	1.733629	9.18539	33.1669
PF3D7_0704600	144.304	134.452	118.952	98.6104	80.2484	67.2251	73.3396	67.8921	62.9586	95.9225	122.951	87.5875	64.1639	45.1286	85.9407	102.435	79.3103	64.0187	59.1941	60.1456	61.963
PF3D7_0704700	19.3641	16.3894	13.915	11.601	8.90387	8.89574	10.29079	11.656	10.72316	14.5298	15.9856	12.9425	9.66442	6.27077	13.5578	13.4321	10.78778	8.5154	9.6423	10.88022	11.1327
PF3D7_0704800	3.83004	2.77609	1.566192	2.00718	4.8178	12.4888	16.9779	19.1933	23.9803	58.1125	140.529	170.694	116.445	57.8616	5.9081	3.14747	4.37683	8.31862	14.0431	15.9089	21.4106
PF3D7_0704900	3.73892	3.49119	6.65911	15.6953	18.6001	28.5921	27.4714	22.0779	34.9699	30.0508	21.783	16.1851	10.98517	9.02459	4.95293	7.51108	16.0249	22.143	24.7456	25.7768	27.3467
PF3D7_0705000	83.0522	62.646	48.0024	40.5136	35.587	25.2761	24.9908	29.1699	23.6312	19.5635	17.383	11.6602	11.0342	13.7498	49.5895	39.7149	31.6862	24.1307	25.6395	26.3678	22.8948
PF3D7_0705100	4.29719	3.51717	3.06766	2.00445	1.758647	1.501984	2.046	5.067	23.5819	72.7877	89.99	57.999	30.8513	16.1218	4.95106	3.62788	3.00532	1.9074	2.38934	5.92669	15.7045
PF3D7_0705200	1.28513	1.346191	1.712981	2.36572	4.12316	8.05528	7.74616	5.49712	3.0526	2.1287	3.32859	2.33667	2.01094	1.961095	1.742894	1.840495	4.30118	6.35685	8.37112	7.17767	4.46078
PF3D7_0705300	2.8675	2.33777	1.677244	2.34802	6.89017	16.7131	23.107	30.5034	51.3522	76.9829	72.6819	48.5894	25.309	15.9223	3.92976	2.75542	6.03721	11.7691	20.5072	26.7163	35.6673
PF3D7_0705400	5.95512	4.15526	2.77505	3.98141	10.98786	41.3505	87.9039	133.057	201.975	240.15	174.489	176.447	81.4308	54.7604	6.65962	5.37231	12.3335	35.7767	72.1949	106.058	140.691
PF3D7_0705500	379.208	278.927	187.511	120.407	79.0799	43.7014	46.6716	65.7374	111.462	251.081	385.008	357.043	397.014	483.939	198.596	170.481	99.6643	52.2047	41.6905	54.0261	81.9898
PF3D7_0705600	5.44514	5.74326	5.49178	7.13683	10.41112	14.1434	16.6772	13.9204	8.64703	5.2095	3.3726	3.06996	10.60604	14.763	6.16459	5.30765	6.77816	10.62783	14.5666	13.1005	10.21051
PF3D7_0705700	2248.6	1832.8	2180.67	2132.34	1596.59	1462.97	863.903	723.063	763.095	471.975	232.241	251.122	486.818	1147.5	1437.58	1620.98	1670.01	1327.57	995.756	822.814	608.423
PF3D7_0705800	1.552115	1.154181	1.876946	1.873374	2.69501	4.51129	5.5607	7.61801	4.80896	4.64681	2.91309	3.45869	2.13204	3.93153	1.461638	1.944901	3.03047	3.29009	4.07492	4.8193	4.66433
PF3D7_0705900	37.9431	43.4566	42.8348	43.3078	34.9861	83.8194	155.515	216.208	184.804	180.988	101.371	63.1906	50.7758	43.5935	34.3003	38.407	49.91	76.6535	133.765	167.749	178.199
PF3D7_0706000	204.664	149.251	122.305	103.999	91.9633	80.4461	85.1971	100.2565	78.9911	95.0187	80.6275	56.9572	102.69	150.858	127.201	117.75	103.558	84.348	79.8327	85.4658	92.7291
PF3D7_0706100	2.87302	3.37494	3.45669	5.78519	9.92846	16.251	21.4171	28.0533	39.2622	35.8632	32.4312	41.3054	18.559	12.2884	3.39206	3.81193	7.72997	12.8901	18.5639	22.8033	27.835
PF3D7_0706200	1	1	1	9.60537	11.1251	15.9716	14.8622	19.2119	25.6544	23.619	13.2797	7.33827	1	3.754	1.868822	3.3866	2.74748	14.482	22.6105	20.6906	15.9195
PF3D7_0706300	6.75399	2.84136	1	2.06671	1.505111	1.78705	1	1	1.758222	31.5451	272.731	467.742	240.864	120.603	10.44064	5.91733	2.70421	1.446619	1.639943	1.364378	3.02126
PF3D7_0706400	1858.81	1706.12	1390	1395.56	1364.63	1389.08	1059.24	729.826	889.228	404.79	157.256	250.414	241.111	491.003	1192.3	1250.61	1784.75	1513.93	1022.71	890.692	793.496
PF3D7_0706500	169.647	126.613	108.584	103.979	104.281	66.2458	66.4368	58.8217	46.8407	39.5872	39.7227	46.2164	122.07	187.19	99.1669	106.105	90.6747	67.5768	51.9534	48.8023	47.8912
PF3D7_0706600	1.190211	1.607303	1.931958	3.05577	6.00273	8.72281	6.60453	3.05918	1.736074	1.279411	1.393301	1.220905	1.81057	2.58945	1.975704	2.04182	5.09717	6.2544	6.21	4.13772	2.54908
PF3D7_0706700	1.287916	1.387123	1.432164	1.338024	1.617393	3.1566	2.28972	1.16381	1.168657	1.0422958	1.0686675	1.25101	1.70064	3.20526	1.936408	1.542079	2.18439	2.66297	2.26363	1.636658	1.31016
PF3D7_0707200	1.855333	1.700107	1.604219	1.963421	3.33036	8.31173	13.1016	18.7149	26.297	32.35	42.103	48.6253	24.8997	11.3542	2.61145	2.20394	3.96355	7.19992	11.7728	16.1824	21.469
PF3D7_0707300	27.5963	11.3155	4.34798	2.6814	2.47362	1.647691	1.362792	3.2173	105.758	902.462	1933.79	2307.49	1275.47	576.698	32.2408	16.2825	10.27468	4.77864	2.71036	8.70862	110.522
PF3D7_0707400	28.8002	49.5469	73.9256	96.7862	105.363	85.5825	68.0895	50.5899	34.0559	17.5864	13.4482	14.2253	12.0227	14.208	37.3163	65.5103	88.0673	83.367	67.696	54.3447	37.6091
PF3D7_0707420	5139.57	6178.4	5920.45	5053.36	2668.33	3603.16	3720.5	3044.52	2013.89	3188.5	6248.6	4918.73	9288.94	6550.75	4487.87	4546.24	3996.5	3234.69	3908.71	3726.2	2572.68
PF3D7_0707500	63.373	31.0868	13.8534	9.96104	10.04483	10.90908	10.38244	8.62966	4.28569	3.64482	18.1893	34.9556	385.099	237.026	36.4451	17.7659	12.0298	9.8192	10.05752	8.29688	6.0927
PF3D7_0707600	62.8745	65.7574	55.4599	42.0662	30.4954	19.6054	19.1634	24.8135	26.477	18.8025	14.9143	18.3499	121.107	106.433	55.706	50.5872	37.6608	22.9758	19.3294	23.0497	24.2749
PF3D7_0707700	113.059	106.998	98.5403	100.9549	95.1112	70.2004	62.6007	65.3503	65.172	102.492	210.847	359.714	342.509	167.179	87.6273	90.5694	89.8586	71.7014	62.0163	61.4852	63.1279
PF3D7_0707800	2.18527	2.88754	3.82473	8.0028	11.3317	19.5514	22.8297	30.3038	35.8611	25.5612	16.9478	13.5186	14.2755	9.79044	3.91288	5.00403	10.52103	15.4181	21.5365	27.126	27.8094
PF3D7_0707900	261.555	221.395	195.72	193.589	180.964	140.298	97.6347	80.8808	73.1799	52.6342	29.0554	32.9053	78.3404	137.647	171.428	178.996	177.131	139.607	102.768	86.1109	73.5148
PF3D7_0708000	5.43261	5.55273	12.5353	27.0036	35.8567	36.5941	34.4136	33.2669	17.2004	10.93771	8.39333	5.91113	11.2228	9.6744	5.5482	14.8101	22.8493	30.3213	32.5969	28.4078	22.8329
PF3D7_0708100	609.567	532.215	403.503	349.837	327.575	222.437	157.78	147.851	111.718	72.3946	31.1851	50.4089	73.2341	251.965	346.874	441.314	328.576	255.167	143.432	154.754	116.093
PF3D7_0708200	3.98252	5.00162	3.91398	2.55087	1.955354	2.68134	3.34396	2.46311	1.754794	1.864768	1.935862	1.963289	5.13751	7.9224	4.4198	3.79874	3.51148	2.66424	3.02445	2.75624	2.15209
PF3D7_0708300	86.6456	91.6671	77.6763	54.9681	37.4193	43.9445	47.1675	40.6197	24.0271	15.0871	7.28934	5.25312	7.14942	13.261	55.7535	66.3284	56.582	44.3079	41.6324	38.8832	29.5318
PF3D7_0708400	2919.77	3118.31	3190.47	2806.5	2889.57	3707.24	3345.44	2824.66	2369.89	1362.08	496.137	383.87	1924.52	3327.53	2123.28	3001.19	3698.06	4229.13	3340.23	2887.45	2173.9
PF3D7_0708500	76.4129	73.2146	64.8041	54.8722	49.1971	34.8378	30.451	29.7961	30.0869	19.0943	11.9595	10.09934	15.3672	19.4395	53.4565	53.9517	48.7023	36.0927	29.6524	29.9806	25.5834
PF3D7_0708700	24.778	17.4331	10.37282	9.35481	18.6156	39.6089	60.3486	91.0408	131.194	150.255	111.693	91.0002	61.5537	38.7287	9.85118	11.1129	17.0187	29.4716	48.2672	68.9394	87.8572
PF3D7_0708800	657.478	562.087	506.222	496.611	475.008	542.421	537.897	386.568	297.604	170.035	71.8419	65.8442	94.623	197.727	390.636	474.925	538.734	591.751	518.965	443.072	308.018
PF3D7_0708900	72.3762	49.7672	26.6478	11.944	7.00761	7.13224	18.8715	24.9601	24.8585	22.0582	14.0922	10.29232	11.2109	25.0154	34.3025	20.8584	10.61245	8.45662	16.9774	24.3661	24.103
PF3D7_0709000	922.701	605.638	442.449	412.712	395.345	263.948	196.255	142.891	81.2509	58.1367	40.999	62.4869	296.171	654.196	445.603	414.591	370.326	272.383	183.924	146.61	103.955
PF3D7_0709050	25.2341	19.6646	24.2628	22.7277	16.3766	15.6011	21.5604	26.856	12.6421	24.4355	40.3824	51.723	83.9803	62.6186	16.9115	17.8151	13.3374	12.3221	15.9094	18.2985	14.8187
PF3D7_0709100	5.42118	4.51784	3.32776	4.38914	9.63568	26.0806	40.2207	59.191	83.0424	72.2742	37.2448	30.4726	22.3842	18.0822	5.33766	4.16146	9.76639	18.9744	34.6661	45.6273	59.0215
PF3D7_0709200	27.1466	21.1323	16.1564	8.55084	5.18259	10.83839	12.7797	13.1278	21.6467	18.3673	12.7352	10.24322	8.2743	7.87196	14.6131	13.8835	12.6393	11.1929	10.35397	14.4685	15.118
PF3D7_0709300	52.8269	47.2084	37.0904	28.9498	26.2037	22.8162	23.4426	23.4641	17.5018	12.1047	7.20508	5.74684	6.64025	7.71105	30.3078	33.133	27.0914	22.1165	20.3563	20.1208	18.8541
PF3D7_0709400	2.2234	1.915814	2.66059	4.00533	7.61673	17.0964	28.703	39.7679	52.7748	49.71	34.4511	25.5212	13.8416	10.03144	2.92457	3.4048	6.94357	13.6995	24.2484	34.6056	42.0895
PF3D7_0709500	2.68727	2.40794	4.76264	12.7261	28.6248	59.7586	65.4509	69.0657	76.5732	52.759	40.004	30.8725	19.8435	14.4252	2.90597	8.79061	28.8434	46.8931	61.8357	67.1716	65.2625
PF3D7_0709600	96.7871	68.7547	52.3157	45.9605	42.5968	30.9669	28.1095	24.9071	15.0545	8.63867	6.48736	6.39161	10.58838	14.8836	45.657	45.9175	41.7395	32.7645	27.9563	24.6838	17.4079
PF3D7_0709700	87.7284	60.0285	39.2504	26.2431	16.2028	16.8594	27.3238	57.6446	90.0749	168.789	143.876	131.07	69.4769	41.8098	41.2965	31.085	22.6049	18.3639	28.0572	41.8512	67.7008
PF3D7_0709800	27.2872	31.7683	33.3864	35.5776	37.6994	20.6068	56.3152	60.5707	65.0969	171.032	149.305	90.2906	64.5055	44.1252	31.662	21.078	26.1264	33.8728	65.7559	38.5058	52.0183
PF3D7_0709900	1.424195	1.321812	1.245049	1.175912	1.0840158	1.261347	1.586415	2.67771	4.35676	5.42338	9.16193	7.25516	5.90311	3.64463	2.10619	1.469278	1.317747	1.324322	1.936158	2.68223	3.71263
PF3D7_0710000	4.74207	5.59094	5.10473	3.29127	2.11486	3.86668	10.31724	18.0691	25.6022	35.7989	26.2894	18.0224	11.1319	7.16694	4.83584	4.68656	3.61611	4.54639	9.4909	15.088	20.6274
PF3D7_0710100	65.4654	45.4969	34.0048	23.9119	17.4455	18.7662	20.8019	22.7431	26.7818	25.7362	21.6835	18.552	12.369	17.8445	30.488	27.6477	21.5008	16.8347	20.6564	21.6363	23.7941
PF3D7_0710200	4.70588	5.31641	7.93369	10.90028	14.282	24.18	33.9771	43.5812	47.8263	52.605	41.8315	28.2635	18.4792	13.5513	6.61898	7.69227	13.3915	19.3681	28.3541	38.3487	44.8861
PF3D7_0710300	27.0941	47.5929	69.6427	103.189	99.8175	93.2359	70.936	53.6794	45.9206	20.7775	12.0411	12.4068	8.3368	8.13117	37.3569	69.8871	85.2782	89.0542	74.7775	57.9222	47.4784
PF3D7_0710400	18.131	27.346	31.8106	32.9649	26.2619	18.6417	14.4833	13.9847	11.5877	9.06218	6.45769	4.82847	5.27856	5.88141	22.0582	32.9206	27.998	18.2499	14.2783	13.1626	12.7731
PF3D7_0710500	2.85133	2.44941	2.56522	11.6453	27.7822	47.4726	50.0444	46.321	25.4527	13.4128	9.56695	5.38293	7.42586	7.51098	2.85583	4.80254	16.6575	31.6496	41.4784	41.7949	28.7805
PF3D7_0710600	1656.53	1526.73	1364.64	1273.29	1123.7	1252.09	918.627	587.645	792.983	325.069	178.486	209.421	233.248	341.682	1061.55	1240.77	1543.59	1268.22	887.962	757.842	661.705
PF3D7_0710700	247.131	194.922	159.303	145.562	109.75	88.851	62.461	41.7226	41.5346	18.912	13.3133	17.534	32.385	119.21	150.985	132.233	129.566	80.1785	55.9898	49.0679	42.7077
PF3D7_0710800	86.5346	75.4634	56.619	37.8795	30.4039	28.8008	28.3038	34.4982	39.9788	26.642	18.7622	12.0796	11.772	18.7094	54.7305	46.3732	37.955	28.2763	28.2063	32.6966	33.8424
PF3D7_0710900	38.8128	33.3379	28.2608	23.8341	16.6477	24.6121	24.34	26.949	28.6999	15.4226	10.29382	7.20389	6.11765	8.23265	29.2612	22.1151	22.1424	20.8459	24.3265	23.7791	24.3343
PF3D7_0711000	10.72587	10.90351	18.3968	45.4403	73.2403	93.0144	91.1473	89.7417	74.3053	40.4911	21.3791	18.2325	41.3118	39.8351	11.5782	22.6033	55.6448	81.6461	86.3409	84.551	73.101
PF3D7_0711100	238.757	178.867	150.788	97.6805	43.7466	26.9704	23.2943	22.1947	32.7084	41.3754	48.065	60.9202	255.799	228.703	153.071	123.645	70.667	28.4213	21.5201	22.4173	25.6037
PF3D7_0711200	4.97962	3.71745	2.94503	2.32831	1.893888	2.97324	3.8191	3.40425	3.6466	3.08275	4.95413	4.95289	10.53035	16.1166	4.84223	3.10732	3.90757	3.42647	3.59332	4.03906	3.73848
PF3D7_0711300	69.2555	65.401	64.7352	65.1498	52.6101	38.8776	36.1075	36.8415	35.2802	24.2988	18.8158	18.8916	29.4278	32.9636	52.8211	58.5897	57.0941	38.9707	37.4516	34.6357	26.818
PF3D7_0711400	3.94901	5.01186	10.59835	20.0298	27.321	29.7719	28.2255	32.624	30.4435	21.3192	12.4458	8.37512	9.54715	7.91486	6.62188	9.86324	18.074	25.4225	27.0074	29.4978	25.4888
PF3D7_0711500	101.932	112.995	110.615	127.555	134.746	102.699	88.0563	86.1045	88.5804	64.0991	38.3843	28.379	24.6578	25.9063	75.3352	103.624	115.911	98.7979	89.5673	83.1911	79.7623
PF3D7_0711700	129.273	131.012	94.3574	57.7941	29.3681	5.75432	2.45797	1.664035	1.356355	1.476185	1.729566	2.77179	4.18367	7.82341	69.5778	68.0883	30.3037	9.11595	2.889	1.845813	1.440837
PF3D7_0711800	1	1	49.2494	40.6516	32.398	28.2862	1	45.7436	1	1	1	1	1	1	1	1	36.7276	1	1	1	1
PF3D7_0712000	87.93	96.5289	79.9537	56.8228	32.2858	5.77883	2.92896	2.05341	2.42949	2.60592	2.79521	2.99908	4.28867	6.28948	51.4035	58.8626	26.4448	9.11352	3.16454	2.4262	2.08942
PF3D7_0712100	1	1	1	159.606	63.796	82.8587	199.909	1	67.3372	1	1	58.067	1	1	1	1	36.7276	79.9645	58.8515	50.8721	26.3635
PF3D7_0712300	253.667	206.79	85.4626	35.3553	13.353	3.15969	1.848413	1.443846	1.695892	2.22432	2.49167	3.56934	5.93493	11.6384	96.3894	69.7976	18.3488	4.39618	2.02904	1.592886	1.672849
PF3D7_0712400	109.967	107.607	56.1411	25.3863	9.7822	2.16387	1.432822	1.280239	1.341252	1.725599	1.701663	2.04865	3.71849	6.73281	54.9136	42.4707	14.2118	3.32721	1.509358	1.359264	1.354243
PF3D7_0712600	162.657	152.509	90.7749	47.4121	21.0463	3.83919	1.752312	1.475041	1.209908	1.357139	1.626569	2.3734	5.49652	10.72471	78.1838	65.8508	23.6749	6.39533	2.21181	1.654963	1.319227
PF3D7_0712700	1	194.131	290.497	357.864	409.174	1065.16	654.559	135.231	774.934	47.1453	50.1194	115.134	1	1	338.276	501.423	787.007	553.752	463.812	524.657	432.179
