time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63
PF3D7_0720800	47.8038	33.771	20.6002	22.3271	28.0669	22.8125	22.6115	15.0676	16.4968	21.1916	17.1119	17.3171	35.5676	89.9988	148.867	153.805	132.858	64.3895	63.5061	39.0073	39.3266	25.6783
PF3D7_0720900	24.5285	19.4382	14.1964	18.474	20.8876	21.299	15.2124	10.127	13.1736	9.42845	15.0099	10.35334	11.77	26.6849	36.0954	57.8036	81.3145	45.1006	34.3021	30.9685	26.7769	21.0191
PF3D7_0721000	15.4169	10.93687	7.4681	8.67294	11.7987	13.9145	15.6733	16.3396	14.141	16.7625	14.4741	9.93037	12.126	12.5328	9.38397	13.1823	11.0251	19.4942	9.36249	6.95864	8.95723	14.1059
PF3D7_0721100	168.811	95.579	59.0357	26.8109	12.0493	8.82101	8.69894	10.32451	13.1316	32.5031	49.7473	46.9329	68.1465	124.603	187.323	215.61	221.114	141.771	147.26	137.882	74.0092	230.234
PF3D7_0721200	6.1244	5.32313	7.7147	17.8968	17.6839	13.6449	14.5237	14.0733	9.70202	9.78766	7.74277	4.98247	4.99867	5.13335	4.40587	4.19557	4.46747	4.92051	3.78517	3.63497	3.97709	5.48043
PF3D7_0721300	15.1453	16.614	29.4353	83.4518	83.2741	101.891	84.5013	82.0746	69.6406	58.8951	60.7983	61.3016	52.2988	44.2828	27.7779	19.5406	18.8905	8.53568	7.50931	14.4195	17.9001	7.01997
PF3D7_0721400	52.455	28.7873	18.1643	13.3697	8.09489	9.04929	8.34312	10.1777	15.1092	23.9785	28.8003	27.012	28.9966	43.0102	94.8922	71.0893	148.013	58.4255	81.0196	81.9588	26.0612	81.8806
PF3D7_0721500	4.80989	4.24848	2.94531	2.46452	1.806041	1.721537	1.57191	1.270823	1.266812	1.285932	1.603563	1.423077	1.487724	1.518071	1.656328	3.25248	2.04032	3.71434	1.341306	1.198492	2.41879	3.34481
PF3D7_0721600	449.261	323.214	450.501	1356.15	2093.02	1995.45	2402.7	2220.69	3002.14	4593.28	2614.55	2943.59	2646.16	2164.8	1687.07	1496.3	1769.35	667.802	497.581	341.974	474.781	354.588
PF3D7_0721700	13.6925	14.1719	12.3363	10.15076	11.1075	13.3954	13.5246	11.273	12.7258	9.14253	10.66812	11.4291	7.15911	6.10983	4.9425	4.9172	4.2623	3.09219	7.16142	8.59554	14.1379	10.91172
PF3D7_0721800	105.558	73.1308	44.8027	57.3282	162.316	122.843	170.119	168.835	218.099	314.2	188.349	161.154	140.254	155.928	130.512	157.952	271.43	207.185	120.557	37.4146	66.2003	61.3288
PF3D7_0721900	40.3214	41.7892	34.5885	47.7	41.7907	35.9267	40.3962	33.616	38.7905	49.9751	45.3056	48.1027	48.7363	50.9143	73.3688	28.2423	32.8192	49.5053	197.258	132.743	56.0066	120.233
PF3D7_0722000	20.7648	26.099	29.7295	57.1911	45.2422	45.0284	32.8159	36.938	26.8504	22.2652	21.6857	32.6341	22.916	31.2093	14.4496	18.1192	15.2618	19.0317	8.99327	4.96833	29.3651	20.3374
PF3D7_0722100	8.82382	6.95121	5.98583	9.38453	12.2559	21.8044	22.5478	29.1164	28.5696	31.2908	25.9183	25.4715	19.4037	14.3091	14.5931	10.28984	19.7879	9.73971	15.3595	9.62137	6.07781	9.69412
PF3D7_0722200	48.2604	142.825	48.5617	18.5013	8.26744	5.12662	2.97291	2.85544	2.37131	2.37314	6.52696	5.81437	1.484929	1.631	1.205559	1.448768	1.827483	127.424	44.2162	31.7207	119.095	164.706
PF3D7_0722300	7.17225	7.11856	8.51146	24.9942	37.3284	39.5774	37.6071	38.0861	35.6603	26.1933	26.3343	24.5071	19.7868	13.1203	7.03397	9.97541	7.08267	5.21994	2.98557	5.59272	8.25176	5.24993
PF3D7_0722400	72.5071	64.4172	74.9977	210.101	287.428	257.075	242.253	222.11	239.57	308.577	196.518	192.89	178.712	191.062	242.178	225.161	306.822	112.64	124.723	96.7928	72.1341	72.3659
PF3D7_0722500	43.4044	40.3503	53.9424	132.692	167.139	174.158	133.746	129.336	127.329	128.023	146.27	283.864	194.656	99.2961	31.3456	44.8749	25.8722	54.382	16.8037	9.67278	41.881	22.8876
PF3D7_0722600	17.2245	22.1926	30.4788	77.4654	79.1097	82.4509	66.7846	63.0801	58.412	48.8686	46.6225	48.6601	44.9503	38.7469	18.6215	23.1042	19.3273	22.4172	16.1185	13.8113	26.3109	19.3326
PF3D7_0722700	95.8345	97.4508	46.1723	53.5516	73.3406	19.0661	43.9591	37.9018	43.2122	80.9793	51.3639	34.0658	57.3654	68.4836	88.7427	60.412	117.152	231.339	424.189	307.183	102.738	73.3396
PF3D7_0722900	1.794722	1.496747	1.455802	1.0905326	1.425798	1.638025	1.577961	1.0491783	1.0596308	1.332301	1.551133	1.307304	1	1.250869	1	1	1	5.40888	2.69995	1.720879	2.55975	4.40634
PF3D7_0723000	4.71662	4.52212	4.27306	9.89113	12.2412	15.2453	15.648	12.3214	11.6421	9.59739	8.08986	3.98556	4.56289	4.97381	9.75969	8.22749	9.20763	3.29513	6.83429	7.39456	4.05893	6.3957
PF3D7_0723100	2.0238	1.882668	1.453552	1.337821	1	1.340112	1.179721	1.0917541	1.0370852	1	1.0311597	1.34401	1.335725	1.390048	1.237187	1.124276	1.358051	1.69514	1.352407	3.95894	1.831454	1.264806
PF3D7_0723200	2.0515	1.597497	1.690792	2.29584	1.627394	1.920915	1.304143	1.414069	1.251038	1.279788	1.337483	1.362239	1.227259	1.211225	1.280974	1.126188	1.242372	1.627407	2.43131	2.09253	1.891145	3.15103
PF3D7_0723300	18.0938	37.2144	20.4548	11.8611	8.95761	7.95101	6.77088	5.58057	4.84655	6.65936	6.57285	3.38988	4.23406	4.17602	4.34822	8.25825	13.8854	87.5141	89.4773	96.6967	148.595	46.0497
PF3D7_0723400	14.7681	18.8149	35.6575	101.653	100.3462	94.818	77.5057	71.962	66.4986	43.0113	50.5598	55.7473	41.4092	26.4887	12.166	15.1136	12.5583	8.44631	2.35796	4.93756	15.8106	7.93103
PF3D7_0723500	3.71101	5.15435	3.80879	3.92891	4.93584	6.89755	5.22936	6.00035	5.68515	5.09547	6.71186	6.0183	4.74238	3.60875	5.70038	3.30888	3.21736	2.14798	4.27362	3.88747	4.00363	3.62385
PF3D7_0723600	39.9806	36.1706	28.217	49.6532	110.647	109.579	134.3	144.744	143.072	175.118	124.41	128.899	113.618	96.4974	87.6805	77.5155	55.5748	26.5848	40.3343	19.94	25.6146	4.81375
PF3D7_0723700	8.36658	7.83022	5.07453	4.65561	5.78492	6.48588	6.94445	5.1339	5.58851	5.30387	6.17864	10.08405	15.4803	18.4883	12.0777	14.9937	13.9395	11.96	5.56895	3.92914	6.98405	3.81144
PF3D7_0723800	29.7942	29.9345	12.4286	5.93293	3.86324	3.31484	3.64378	3.47524	3.17528	4.26068	6.92272	5.41313	7.03702	6.78484	10.11356	14.5065	13.7108	44.5342	37.5502	29.6272	23.8352	45.7789
PF3D7_0723900	15.6946	12.2629	9.29801	8.1075	6.33047	12.9133	18.5826	24.3531	24.0911	25.1492	27.0991	30.642	34.2887	28.1474	18.7221	19.2639	22.0724	18.8928	12.1216	10.97287	8.50551	14.1001
PF3D7_0724000	6.47104	4.07077	2.88868	2.06842	1.432714	1.203182	1.634716	1.735148	1.781928	2.04578	1.992056	2.42649	1.991009	2.37341	2.04396	4.49812	2.92509	7.51411	2.67183	2.11542	3.72459	5.13166
PF3D7_0724100	7.67332	7.18714	5.72585	8.75106	9.77935	11.19	12.1034	12.009	8.3536	13.2241	10.36634	10.73559	11.7771	10.65546	6.2923	8.83489	6.87879	6.67418	1.370905	3.07617	3.59612	9.02672
PF3D7_0724200	7.99327	6.74776	4.28849	4.20423	8.6076	13.2834	13.8832	16.0292	14.1501	12.535	12.1172	12.6294	12.6657	9.2814	5.93206	8.14055	5.60434	5.56465	2.44631	2.27571	4.94316	3.89809
PF3D7_0724300	10.9492	8.61888	6.10275	3.90764	3.44203	5.60013	6.76761	7.63375	7.29269	7.70845	7.98836	6.35785	6.82049	7.96371	13.3364	11.8188	15.2642	8.35067	9.70958	8.14421	6.31616	11.5494
PF3D7_0724400	9.91609	20.4159	20.861	44.5767	50.0807	53.6466	39.0687	24.173	33.6302	49.8264	26.3857	24.3553	24.2487	20.7017	29.5022	14.9215	26.524	9.80954	19.6618	24.3759	16.5233	20.4163
PF3D7_0724500	1.997581	2.39381	2.97896	4.93067	7.60248	7.21865	5.33161	4.5078	4.57529	3.57635	2.39843	3.28725	2.46486	3.39884	1.689939	1.929571	2.04151	2.86157	1	1.596163	2.9003	2.32048
PF3D7_0724600	14.1439	8.94699	4.58777	2.93327	3.20709	3.68193	3.94199	3.96125	3.38389	2.69151	3.42598	1.846995	2.61689	4.66748	6.56954	9.05686	8.11208	24.2828	10.79646	5.63608	6.33916	13.1586
PF3D7_0724700	12.5869	10.58547	11.6682	32.1489	38.2581	38.5355	39.9152	40.2122	37.5364	41.1853	31.6376	28.5114	23.777	19.7893	14.9202	16.1633	11.9887	12.8612	6.60052	7.7841	10.18011	9.87412
PF3D7_0724800	16.3856	19.2139	16.7232	9.36512	6.97436	5.24211	5.40081	5.94794	4.67322	5.88994	4.49782	4.19702	4.27911	5.03505	11.996	21.4471	23.9532	20.5506	58.0119	59.5168	50.1454	33.0571
PF3D7_0724900	2.20875	3.8701	2.97777	2.40643	1.912383	1.81784	1.803046	1.783745	1.582971	2.04581	1.610602	2.48981	1.424732	1.495556	1.331992	2.35815	1.250583	2.29732	4.64258	6.86975	10.96682	5.50483
PF3D7_0725000	13.814	11.2038	7.03904	5.62809	3.64955	3.56533	2.7567	3.80592	3.80861	4.02211	6.61184	5.75407	7.4598	8.58909	7.73616	13.5301	9.54283	18.715	8.18764	10.24747	11.6655	21.1363
PF3D7_0725100	13.1971	12.4791	9.46863	23.1726	24.9617	25.8987	25.7924	25.2885	21.0471	19.4303	17.8684	16.372	18.6222	18.591	15.5017	12.9837	12.4775	19.5163	21.8676	16.1732	13.5483	15.6603
PF3D7_0725200	34.1132	36.3898	22.4911	30.0047	32.8519	28.2729	37.2472	43.2133	45.6971	57.244	51.2758	44.4682	34.2436	26.5905	29.0971	30.2925	30.5815	22.959	42.9602	52.8557	21.8773	28.0255
PF3D7_0725300	4.75559	5.83865	6.90803	18.8771	30.3922	31.5817	33.458	32.8389	30.7898	26.7985	21.8865	24.2562	25.8726	22.6993	16.1746	9.39774	8.23896	3.85065	5.39924	7.66728	10.81527	3.2996
PF3D7_0725400	134.206	1778.06	2050.5	582.613	257.527	92.739	35.0721	50.2152	36.3251	16.2896	21.7478	142.042	7.59764	19.0357	17.177	22.8367	29.9734	1088.15	9589.12	15747	10757	3581.31
PF3D7_0725600	18.6193	27.0158	72.5024	67.9452	85.2842	1	83.3337	63.209	45.0713	1	56.9845	1	1	73.4302	81.7969	78.3934	1	51.8154	261.557	244.058	48.7816	1
PF3D7_0725700	12.6148	8.74393	3.48697	3.88148	5.84012	4.31545	9.86922	6.59019	12.9299	13.0874	16.2634	13.5755	21.8634	37.7866	37.1992	21.4434	16.052	8.9057	8.08533	3.6222	2.26642	4.87204
PF3D7_0725900	123.468	362.696	182.921	113.307	388.545	327.916	544.573	486.4	409.46	2702.86	663.071	569.509	810.782	1140.97	1331.62	1384.61	532.765	592.138	914.056	525.893	194.79	701.442
PF3D7_0726100	6.89708	23.6595	158.016	557.578	556.615	566.693	400.071	286.457	216.127	134.768	99.3428	64.5821	31.6459	24.0125	11.7303	5.65748	10.29718	5.85884	5.81116	10.31299	58.461	13.6178
PF3D7_0726200	7.50855	9.22586	8.89651	8.38586	6.59959	8.06271	8.7372	6.6386	6.69127	5.76254	6.94978	11.8026	33.8814	41.4983	21.993	10.03245	20.3135	5.69437	5.32835	7.13087	8.77314	5.42596
PF3D7_0726300	9.17302	9.04159	7.934	25.2424	34.6891	36.5313	29.836	26.2687	21.0174	17.2166	14.2219	7.18953	7.28487	8.19228	10.23193	12.5258	15.9417	15.917	13.4247	15.4635	12.7062	14.6324
PF3D7_0726400	18.2872	13.0323	8.93908	17.3921	18.9474	17.3521	18.463	20.4745	19.0518	16.38	20.2842	16.2485	17.7618	13.7299	12.1976	14.5267	11.5675	25.3686	10.26896	6.51369	11.4977	12.7472
PF3D7_0726500	63.4984	53.2208	77.4113	156.594	172.646	183.701	151.382	137.108	120.594	118.745	101.359	94.646	72.5646	56.3078	50.2586	66.8509	64.3956	84.7821	36.0311	33.5001	55.5571	53.3447
PF3D7_0726600	8.54898	7.94481	5.78442	3.75085	2.47022	3.48176	2.45395	2.00913	2.0589	2.24574	2.14673	2.64922	2.86394	4.81135	7.13281	8.64893	10.88269	7.76316	6.75789	7.08762	5.63821	7.04883
PF3D7_0726700	44.996	32.7178	25.9237	11.5465	5.80845	6.63406	6.49626	4.15679	6.24542	6.92517	14.1028	13.4201	23.7803	25.9007	32.9615	38.8876	38.9827	66.1053	48.8246	43.1605	31.7251	54.6515
PF3D7_0726800	6.12454	6.12501	4.84044	4.26914	1	1	1	1.591944	1.717757	1.999949	1.90461	3.58925	5.46717	10.8138	14.7717	13.9283	19.1908	4.7372	10.3783	9.67699	5.02304	8.68768
PF3D7_0726900	10.5708	9.92537	7.07872	5.17181	2.15418	3.273	3.78079	5.18576	7.43317	9.28686	10.85987	13.2616	18.3397	22.3524	24.0018	18.9561	16.2937	8.67548	9.60149	16.7105	7.55326	9.54083
PF3D7_0727000	9.51213	8.0835	5.06009	4.54584	5.35984	6.18143	6.93405	8.38538	10.62237	6.57787	8.47938	8.70305	10.46907	9.07107	5.34251	8.90485	6.31514	15.4398	3.91688	2.29071	6.74743	7.19422
PF3D7_0727100	15.1343	8.92082	7.06034	5.10864	4.65589	5.15886	4.20781	4.07635	3.89639	6.17638	6.66612	7.81488	10.84922	15.1853	16.4722	20.7308	23.0677	29.2423	9.23615	6.37598	12.0415	19.1747
PF3D7_0727200	12.8208	15.1333	29.5895	171.584	242.205	221.684	168.052	154.091	129.473	104.294	76.2311	75.7145	62.2074	57.7308	59.7703	35.0552	35.3261	9.70409	17.1426	39.0919	31.6991	38.1409
PF3D7_0727300	11.2535	8.53843	6.17407	9.22844	15.5739	21.4834	22.4167	22.7454	22.0617	19.7332	17.7742	13.775	15.5951	15.6958	12.7556	13.0124	10.60435	8.64431	5.99812	4.37277	6.74662	6.71517
PF3D7_0727400	163.753	95.3716	61.3787	70.2331	164.776	164.033	187.252	193.567	202.652	313.698	195.304	201.113	199.802	209.268	350.491	386.729	576.715	352.568	348.586	203.198	98.9068	239.417
PF3D7_0727500	9.12912	5.42904	3.44337	3.14922	1.407595	1.488599	1.497928	1.583741	1.547983	2.14514	2.36209	2.29433	4.3847	7.19572	9.10472	10.06695	9.54223	10.36808	6.53273	5.5268	5.1166	11.1082
PF3D7_0727600	3.42944	2.59085	1.766356	1.392071	1.705062	1.441168	1.239256	1.551235	2.04817	2.73538	2.42953	2.33085	4.62707	5.90496	8.08026	4.56341	2.64998	2.02824	2.94876	3.20371	2.17784	1.325409
PF3D7_0727700	7.19673	5.18631	3.56323	3.04644	3.02476	3.93972	4.14663	4.4434	5.10952	4.38933	5.72357	5.52366	7.75228	7.60436	6.9926	6.97679	5.28508	6.63178	4.39746	2.78848	5.10004	4.75602
PF3D7_0727800	19.9929	14.9528	10.5956	11.8001	21.7608	33.5114	33.6948	40.4654	38.7633	41.3459	38.5871	46.6846	40.6059	35.9763	33.7973	35.7658	38.4469	26.4301	15.6676	14.9734	14.7775	19.9424
PF3D7_0727900	16.891	12.1884	22.3905	59.0153	58.2091	60.2632	61.148	58.4704	46.7718	44.3087	35.3036	28.5934	19.275	12.0311	11.6071	11.337	13.4107	21.2614	17.0872	12.6322	15.4539	14.6063
PF3D7_0728000	93.8436	85.0793	133.389	457.404	571.691	492.717	415.813	409.332	391.675	475.044	297.815	366.422	266.909	214.131	234.156	263.034	392.134	154.244	161.956	117.488	116.28	152.306
PF3D7_0728100	11.3293	8.35388	5.69698	3.66147	2.29164	2.06123	1.886282	1.741517	1.774095	1.844961	2.47963	1.636088	2.4178	3.58237	5.59149	9.11203	7.69041	11.3243	4.2988	3.76561	5.63204	7.61008
PF3D7_0728200	4.32697	4.08347	3.30293	2.41798	1.806749	2.01313	1.985544	1.496944	1.572437	2.00736	1.961946	1.248423	1.784142	2.2992	2.87875	4.00364	5.07236	5.64339	4.14928	3.11249	4.46182	4.44208
PF3D7_0728300	15.5799	11.6221	12.3193	8.85356	6.61302	4.56582	4.44079	4.17869	5.46287	6.36965	5.85769	5.07713	7.08318	14.2282	19.9748	20.0343	20.5856	17.8998	25.0961	15.4689	10.19093	11.8638
PF3D7_0728400	11.8176	13.9353	6.66479	3.25031	3.20496	2.13278	3.09504	2.22239	1.741102	3.75326	3.07563	2.52769	3.23635	6.19641	8.30732	11.7619	8.15521	7.174	6.28182	5.77825	7.46161	11.5836
PF3D7_0728500	5.5711	5.57152	4.22992	2.74964	2.02863	1.293585	1.930812	1.158404	2.15243	1	1.322765	1.791866	1.652046	2.61611	1.153555	3.57461	1	3.20017	1.456297	1.464393	4.94741	1
PF3D7_0728600	11.2133	10.12343	7.66515	5.65995	4.38716	3.90023	3.23964	2.69715	3.12762	3.70171	4.01266	2.78309	3.21816	2.71683	2.39423	5.08506	6.23647	12.4049	4.331	4.50816	7.60781	15.5945
PF3D7_0728700	6.51747	6.19308	6.57631	4.12569	1.958755	2.57344	2.16582	1.959688	2.02939	1.997641	1.921324	2.03792	2.16486	2.0356	1.894526	2.85603	1.486127	2.35161	1.903767	3.00192	3.55041	1.639161
PF3D7_0728800	12.3647	8.71375	5.92656	3.00153	2.43821	1.839626	1.976082	2.87249	2.53807	3.04073	4.38463	4.62347	5.59983	10.39792	11.7739	13.2106	9.66235	10.5719	4.13193	6.48958	6.33674	11.4595
PF3D7_0728900	22.732	22.2349	20.7098	45.5767	75.7542	67.7929	60.0233	55.5253	51.2647	57.9027	43.6089	34.6995	35.2366	28.0117	14.9905	26.5198	18.3439	26.4914	7.0441	7.98259	22.2618	20.1486
PF3D7_0729000	23.5607	30.6136	26.965	87.9535	96.19	115.108	98.6232	89.279	80.7877	68.1344	80.3187	82.015	37.2045	34.2347	37.3147	35.0839	60.1099	37.1965	59.1782	26.7852	29.7809	23.5632
PF3D7_0729100	19.0699	13.8588	9.45483	6.40349	4.83079	4.65342	4.66379	5.2302	5.86759	9.87973	9.90775	6.92207	7.98886	8.37042	11.1169	14.8514	16.7916	19.483	11.8177	10.6879	9.76292	18.5238
PF3D7_0729200	14.584	9.23957	7.32493	4.07659	2.0551	2.67779	1.920671	1.905254	1.506612	1.470527	3.19927	5.09025	5.6818	8.9037	23.141	22.9994	27.9018	9.70478	12.6342	17.9443	6.75801	9.44071
PF3D7_0729300	10.69211	11.7182	26.6054	79.1517	65.82	60.5281	54.804	47.6072	37.8626	28.7235	28.0693	30.0596	30.2258	36.3821	25.6748	19.2074	11.9125	5.70802	3.41026	8.91855	13.3045	6.46514
PF3D7_0729400	14.949	18.0393	25.9608	98.1218	104.734	92.1891	78.8077	86.2824	93.1884	61.6587	59.0763	73.7519	67.1359	70.968	58.1671	42.8784	36.6712	12.2045	14.4269	16.7908	21.6108	14.4524
PF3D7_0729500	14.2686	17.4116	16.1832	42.7464	57.5769	64.6888	57.0508	60.3361	58.3134	54.5249	53.8333	67.4618	57.9338	43.471	26.6748	29.5657	22.8348	16.3052	13.8743	22.1581	36.6149	19.6705
PF3D7_0729600	30.5368	26.8833	15.6485	13.2385	9.95992	5.18465	4.50113	4.63763	5.71497	5.66166	5.60058	5.70291	12.0151	15.5571	13.1595	34.2571	38.0785	82.8854	11.1172	7.98703	30.2691	25.9788
PF3D7_0729700	3.9904	8.92624	4.40416	2.41869	1.603362	1.455844	1.192701	1.295143	1.119291	1.0553971	1.133641	1.184428	1.247481	1.313663	1.778846	1.299817	1.383911	9.01246	13.9889	18.9783	9.54358	4.12324
PF3D7_0729800	4.08261	3.20206	1.707195	1.702325	1	1	1	1.381511	1	1	1.388684	1	1	1	1	1	1	6.29901	2.09897	1	7.48217	1
PF3D7_0729900	4.2958	4.72343	4.60746	3.26411	2.66516	2.78334	2.60483	2.49516	2.18426	2.4584	2.04172	1.813738	1.982748	1.94724	2.18756	2.50659	2.39747	3.64613	5.3764	7.02357	5.16843	5.46821
PF3D7_0730000	21.865	16.5092	8.69757	6.39616	2.58622	1.452729	3.51192	4.66407	2.18476	10.90333	11.4523	12.6006	14.4067	29.3483	37.2293	23.8289	21.7325	12.4122	7.3328	22.4839	8.47066	9.45972
PF3D7_0730100	5.48076	3.80073	3.42644	2.99426	2.07474	1.920234	2.25988	1.977985	2.22233	2.06749	2.96209	2.5043	3.84897	6.54536	9.83868	6.74686	4.47878	2.99482	3.16705	2.67618	3.30078	2.17242
PF3D7_0730200	18.112	11.8389	8.65377	19.063	22.7005	23.6472	24.2554	22.8791	19.9548	17.6781	15.9793	14.3671	12.9162	13.7076	18.8713	18.5514	20.9325	18.3915	14.2983	12.2116	12.3387	14.1916
PF3D7_0730300	24.5862	84.1728	177.713	776.003	1143.23	1591.01	1388.57	1088.41	945.157	830.906	534.179	274.208	173.449	144.574	150.378	93.7631	88.7375	31.4245	188.184	492.343	349.317	145.885
PF3D7_0730400	21.0084	199.575	166.318	57.7564	48.2587	30.6742	17.3283	8.54228	8.38044	5.02344	6.52715	17.5368	5.35741	6.90621	11.2616	14.3072	17.6524	153.711	1271.79	2243.2	1366.43	877.421
PF3D7_0730500	15.5601	20.9564	10.00772	4.99317	2.64863	2.44465	1.850621	1.944265	1.729102	1.692218	2.66992	1.834975	2.08173	2.80065	2.60187	5.31648	2.70769	22.6697	8.89067	14.3061	35.9836	25.5267
PF3D7_0730600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.382	1	1	1	1
PF3D7_0730800	27.3991	119.314	1457.92	4223.31	4101.8	2688.03	2192.45	1726.9	2119.32	2212.61	1579.13	1276.69	1184.62	780.957	228.543	65.12	92.5877	30.2148	211.848	737.916	1098.41	574.737
PF3D7_0730900	9.13074	17.7278	34.66	149.808	134.686	134.231	77.4738	56.1659	40.3005	35.5213	35.175	93.4043	354.092	311.529	92.6217	21.5976	67.7506	8.09906	9.17407	46.8674	76.1774	46.5107
PF3D7_0731000	1.615265	8.65808	74.0302	63.5868	37.1681	13.8857	14.9926	10.38591	4.6812	3.19233	2.77081	5.37344	2.49454	1.709326	1.449312	1.306047	1.0678269	1.965675	22.0287	45.638	55.1556	5.81566
PF3D7_0731100	40.8405	118.635	890.016	2433.67	3108.89	3816.34	3209.86	2661.9	2232.19	2205.63	1516.54	1058.16	684.72	301.522	142.954	67.3455	92.5021	87.5169	120.461	339.897	587.626	635.064
PF3D7_0731200	4.50563	28.2286	350.687	393.373	207.916	175.494	125.192	99.1815	78.5148	60.3779	62.9845	31.4268	17.1905	11.6036	6.45378	4.13573	6.53716	5.71498	38.1452	123.171	100.1998	17.3806
PF3D7_0731300	27.5916	32.4344	54.2454	124.324	31.8791	87.5551	86.3857	57.5811	40.1539	26.5641	28.1039	80.4461	249.381	315.078	191.476	71.598	171.393	23.2731	30.432	22.7592	22.8366	30.6268
PF3D7_0731400	2.57866	2.41497	1.478334	2.37762	1.335135	2.00435	2.85751	2.75472	2.43931	2.918	2.70884	2.38673	5.67372	11.7612	17.935	11.197	10.81801	3.47633	3.89898	7.43038	2.43225	1.893681
PF3D7_0731500	7.98987	232.894	500.881	221.651	109.497	67.7796	39.9397	30.774	20.9402	14.7623	9.63379	49.6514	5.20633	9.94377	8.62067	7.17708	9.52965	69.7955	1513.81	2445.98	2050.14	1354.94
PF3D7_0731600	41.9853	15.9595	8.26645	12.8087	28.5592	48.0145	54.3751	55.0058	63.7345	73.1302	63.4145	67.3805	60.655	68.4689	79.3087	86.8952	118.431	68.006	38.7488	44.215	23.5501	80.6611
PF3D7_0731700	2.61663	1.673658	3.07692	4.78147	9.8926	14.844	10.87583	10.05687	10.84969	6.99359	7.56364	5.43419	3.17793	4.09594	3.71534	13.4251	5.64554	6.54115	2.61376	4.83224	4.38438	12.3177
PF3D7_0731800	12.0736	23.5383	185.592	355.747	245.855	249.155	155.677	94.9133	51.0391	33.4119	19.8814	13.1877	10.95411	10.37819	6.22633	3.69812	4.24863	7.03177	18.5859	40.5148	41.5034	17.9899
PF3D7_0731900	1.331576	1.138169	1.621225	2.7627	2.76172	2.77466	3.53195	2.05327	2.04493	2.294	1.877972	1.837667	1.853987	1.610565	1.185641	1.243171	1.14012	1.24181	1.827467	1.280716	1.596532	1.829033
PF3D7_0732200	1.279101	1.0581515	1	1	1.261691	1.0746902	1.177604	1.0402993	1.0488646	1	1.041057	1.0503642	3.59887	5.83102	2.56262	1.736875	1	1.101771	1.812599	1.472581	1.273887	1
PF3D7_0732400	1.309084	1.165596	1.141817	1.21126	1.0828008	1.141795	1.0561953	1.153012	1	1.516954	1.311777	1.573682	5.40894	11.4398	7.86014	3.4481	1.671734	1.579618	1.220382	1.56073	1.12999	1
PF3D7_0732500	1.136806	1.171024	1.0732325	1	1.17103	1	1.0580372	1	1.0479036	1.133475	1.120749	1.444364	6.5834	14.6538	6.85948	2.72569	2.15625	1.498847	1.910421	1	1.0895002	1.684109
PF3D7_0732700	1.714475	1.535906	1.152984	2.21544	6.35925	7.50081	9.6687	5.58043	5.203	4.06714	1.966942	4.19742	43.1255	64.6242	26.1211	8.08424	3.17388	1.573154	2.18868	1.604883	2.77619	3.50095
PF3D7_0732800	1.370917	2.11286	1.595657	1.828177	2.18245	3.50138	4.11561	4.34193	6.8056	10.22806	7.3512	5.49787	3.99821	2.96706	1.498403	1.391714	1.282141	1.649202	3.12899	2.60152	1.837172	2.66932
PF3D7_0732900	1.255664	1.063922	1	1.163098	1	1.0821018	1.0650761	1.0442983	1.0537135	1	1	1.166086	2.33721	3.82469	2.88945	2.035	1.129649	1.279674	1.638025	1	1.20071	1
PF3D7_0733000	1.599856	1.433422	2.44055	9.55743	15.8607	15.9776	25.7659	27.5369	35.1542	60.7597	31.1251	27.5984	20.1413	7.93755	3.11213	2.13331	2.00466	1.517728	1.947627	3.01274	2.36091	4.83896
PF3D7_0800100	1.833509	2.05045	2.1753	3.78832	3.23653	6.04866	6.74382	8.73175	9.64187	12.9602	10.32455	8.28561	4.09323	2.45996	1.939014	1.220657	2.08246	1.585618	2.25142	2.13594	1.664989	2.62654
PF3D7_0800200	1.289113	1.267953	2.05665	5.99249	8.35649	8.37143	12.7744	13.7264	17.8399	20.4338	16.9222	12.868	9.74585	4.66236	2.37308	1.579061	1.556109	1.158132	1.621981	1.886222	1.895158	2.90686
PF3D7_0800300	1.725943	1.549284	1.943373	6.1414	8.02153	7.74064	11.4546	13.1314	17.0845	28.4266	15.1805	13.8912	10.06652	4.8203	2.45997	1.60945	1.883995	1.287345	1.715119	1.958278	1.759248	2.64789
PF3D7_0800500	1.22579	1.225811	1.0725194	1.07202	1	1	1.0574721	1.0391221	1.0474372	1	1.0797153	1.440037	9.64246	26.1957	16.018	3.8614	1.572496	1.592787	1.901556	1.57347	1.354515	2.01617
PF3D7_0800800	1.685404	5.16177	2.72966	2.87391	3.20337	3.51548	2.74461	3.96896	2.85142	2.71955	2.90129	3.4383	27.7703	48.1667	23.1199	4.96385	1.993062	2.92798	21.2812	24.1279	9.16727	3.93778
PF3D7_0800900	1.481665	1.963418	20.8018	60.1498	46.8844	36.8852	24.6621	24.5348	17.7983	13.9702	5.5914	1.730103	2.37414	1.957894	1.404509	1.0847785	1	1.10538	1.721213	5.64872	3.836	2.44516
