time_points	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63
PF3D7_1208100	7.2072	8.04854	19.2208	48.7838	37.1468	28.7533	26.5819	25.4563	19.9738	18.0766	15.9547	14.691	19.7357	23.2744	22.3638	12.4066	9.15774	5.06232	5.96892	13.731	9.64062	7.23477
PF3D7_1208300	51.499	39.8044	21.5841	11.5906	7.0815	4.22353	4.14468	5.95021	8.94904	21.3405	24.3081	34.7752	48.3621	84.946	77.7785	111.086	72.2646	39.517	18.3426	13.9436	19.6402	12.5836
PF3D7_1208400	7.62605	4.53174	2.92519	1.948556	1.453101	1.477494	1.390302	1.281786	1.234293	1.108803	2.18115	1.311917	1.231986	1.390166	1.195114	1.891461	2.41379	7.63836	2.76257	1.778905	3.96386	10.34072
PF3D7_1208500	2.96385	2.80518	2.37811	2.06595	2.22241	2.3514	3.7094	3.45196	2.96762	2.76307	2.3692	1.964867	3.21675	4.48254	4.63117	3.31651	2.42269	2.16441	2.52381	2.2784	2.42513	1.990291
PF3D7_1208600	54.1162	43.6866	23.8481	25.2034	22.344	72.5796	61.3574	74.1334	103.627	84.2864	114.856	104.722	94.5822	99.5069	81.4532	72.7874	63.5288	16.5637	45.9738	20.2723	24.2696	15.2292
PF3D7_1208700	14.0685	11.0334	7.68069	4.21681	2.89119	3.49644	4.04834	4.13078	3.56023	3.21388	4.04128	5.41316	7.39371	11.3067	11.1635	18.1591	8.45817	9.73379	5.50923	6.01614	5.28854	9.51022
PF3D7_1208800	21.2737	21.2506	42.7107	92.02	80.8333	69.2361	61.2102	54.5471	46.7451	34.9504	37.042	36.5241	26.4071	21.3969	10.68875	15.234	9.7787	24.7774	6.30273	8.14284	22.7961	14.7819
PF3D7_1208900	81.1322	60.6114	38.598	24.3813	21.7566	24.0687	23.9591	28.2865	31.0251	37.9878	47.7136	45.3549	50.7799	68.5179	100.5677	98.1354	141.403	168.59	195.95	159.501	73.5886	116.658
PF3D7_1209000	25.3253	25.8489	17.0721	46.8891	90.6677	90.9454	93.6988	90.7148	94.8892	97.4237	71.7902	69.0254	73.3722	90.2272	74.4268	72.3182	83.1192	44.1839	26.3228	13.0034	16.823	21.8527
PF3D7_1209100	2.76113	3.24609	2.28555	4.14918	4.73621	4.37047	4.26017	4.60628	3.89649	3.44719	3.24527	2.04007	3.22035	3.3192	3.00191	2.83169	1.902098	2.42057	2.02106	1.632542	2.60603	1.934038
PF3D7_1209200	81.4713	74.4661	101.809	258.743	531.352	365.038	389.411	328.459	338.78	558.074	234.119	193.692	194.696	186.194	150.183	146.753	216.043	77.7054	69.3291	46.7955	65.5505	66.119
PF3D7_1209300	9.3032	13.7254	6.86574	3.68984	2.27259	1.961449	1.660461	1.648441	1.670943	2.25604	3.46636	3.40957	4.19118	6.12714	5.4085	6.17307	6.08611	16.6114	19.6042	15.9548	14.8478	23.3074
PF3D7_1209400	10.21006	35.325	41.1807	15.199	8.52011	7.22336	8.78993	8.54682	7.59102	10.04193	8.35	10.26547	11.013	13.656	10.7651	14.1881	10.34093	17.7707	80.8702	86.0885	152.913	51.0853
PF3D7_1209500	5.18135	9.93725	4.70896	2.80179	2.04347	1.541492	1.493581	1.335988	1.301121	1.542892	1.788793	1.949348	1.501102	1.484376	1.67952	1.742268	2.19711	16.3273	39.5859	40.6967	16.8679	12.5097
PF3D7_1209600	3.41902	5.58332	3.61004	2.08505	1.637908	2.6993	1.962078	1.589411	1.635276	1.44252	1.767296	1.982158	2.16818	1.668158	1.888792	2.26402	2.53337	6.0443	5.1503	7.2399	5.19128	3.55159
PF3D7_1209700	8.94526	8.56762	8.74673	4.46956	4.90219	10.87177	9.54691	11.0791	8.45202	10.41287	9.93284	6.01807	9.77001	8.41972	24.5128	17.3153	17.0684	8.65673	13.7465	21.9004	8.42555	10.9327
PF3D7_1209800	4.87446	3.99158	3.379	1.726959	1.641076	1.365944	1	1.493616	1	1.333539	1.301738	3.59097	3.43826	4.52525	5.68933	5.81375	2.15574	2.74519	1.568761	2.44713	2.23008	1
PF3D7_1209900	13.7284	9.12148	5.70614	3.42133	2.22489	2.19053	1.988579	1.810588	1.686156	3.27355	4.02284	3.23632	5.91054	11.0059	12.2084	17.9501	17.4275	18.3226	11.7497	12.3888	9.64464	14.9039
PF3D7_1210000	36.8953	28.6143	16.3554	8.74714	5.50666	4.61248	5.49025	4.98685	5.40451	8.63281	11.8315	8.91676	16.8034	29.5858	31.1454	33.5349	36.1348	53.5788	32.3908	24.2465	19.3148	33.2173
PF3D7_1210100	29.5592	32.2663	16.1652	7.84581	7.43952	3.38931	2.89383	3.77665	4.18643	4.18283	7.36491	8.74581	16.3755	26.9889	26.7628	18.4778	22.0417	45.7019	94.9808	112.929	43.4035	28.4749
PF3D7_1210200	3.04273	2.95717	3.13108	2.28411	2.42599	2.9871	2.5181	2.1109	2.03375	1.69827	1.697496	1.968617	1.992554	1.428315	1.225395	1.301806	1.26464	1.538252	1.632566	1.984619	3.95563	1.671044
PF3D7_1210300	11.2811	11.6492	6.97519	15.5228	15.6891	14.0491	12.8384	14.4027	17.9713	15.6162	10.33359	11.3893	16.0146	16.7943	16.1304	14.615	7.70317	6.2484	7.84186	5.72506	5.13168	3.20333
PF3D7_1210400	10.22413	11.0507	35.6084	79.7958	66.8116	57.2703	48.2549	41.8231	30.437	23.2628	18.0337	11.565	15.3951	15.1903	7.92007	11.349	9.07795	7.84248	4.57986	9.04932	13.9148	8.88226
PF3D7_1210500	1.824814	3.01536	3.70935	5.30511	4.23406	3.64874	2.67003	3.59843	2.41782	1.76815	1.529456	1.771256	1.490233	1.994134	2.88916	1.890857	1.855547	1.82025	1.935624	3.38056	2.36127	1
PF3D7_1210600	23.0939	28.4108	179.679	307.656	204.34	171.192	106.769	85.2073	64.3745	53.3461	40.9363	31.1846	27.5284	29.8303	32.3383	31.2638	30.6886	25.428	29.7685	49.2198	66.1665	32.158
PF3D7_1210700	7.48528	4.78848	4.30935	2.64328	1.966097	1.632574	1.655671	1.682614	1.318345	2.33052	1.775692	1.295304	1.972647	2.40626	5.63201	6.60074	8.4534	7.86227	8.63843	6.92668	3.94415	5.31896
PF3D7_1210800	110.334	575.055	352.158	70.748	165.021	246.773	195.807	114.664	92.8814	321.013	213.301	261.428	182.953	145.956	864.107	443.611	167.331	192.362	382.988	1500.52	194.124	2133.25
PF3D7_1210900	8.92166	5.46332	5.0613	2.95735	2.88303	3.38863	3.22462	3.77091	3.61755	3.28597	2.87106	2.69121	2.901	2.80796	7.68396	8.26608	9.29826	9.99107	14.5506	11.1071	4.32114	7.69512
PF3D7_1211100	4.05234	3.43786	3.17856	2.35222	7.04186	6.85398	3.8056	2.17527	1.712531	1	2.79605	2.836	2.00787	2.40515	1.996877	3.01467	1.64494	2.484	2.69273	1.861381	2.41445	4.81585
PF3D7_1211200	10.33779	8.91695	17.1354	48.5824	40.8721	38.7745	30.5295	30.9263	24.0066	15.9352	17.4	16.2079	15.2312	15.1681	10.48459	11.0432	7.73891	11.8014	3.57829	3.38366	10.47291	6.73818
PF3D7_1211300	11.2253	8.8325	6.64792	4.30309	3.19839	3.65621	3.25458	2.41059	2.35464	3.09692	3.78226	3.10137	3.77163	3.46094	4.2599	7.64881	9.32288	10.5469	6.29859	6.42568	7.21228	16.2419
PF3D7_1211400	208.485	210.193	233.521	577.611	721.417	627.185	589.819	558.565	604.281	959.2	557.745	684.975	532.756	438.644	372.986	467.971	617.32	274.121	233.526	110.546	284.094	133.001
PF3D7_1211500	9.47569	8.7701	10.2835	8.20928	10.78089	14.0507	11.9529	14.1041	12.4147	11.8137	12.4323	10.45907	10.76515	11.949	10.70969	12.3608	13.5636	7.41884	4.90491	6.40931	7.61122	6.2164
PF3D7_1211600	9.78774	7.53853	6.13384	7.9462	10.63686	12.7404	14.2336	15.0144	13.2865	16.1119	12.0531	9.7078	10.40605	7.70287	7.7866	8.86063	6.91167	4.75476	3.43537	3.83266	3.77388	7.52665
PF3D7_1211700	114.24	67.4908	35.5925	21.5162	13.609	11.5701	10.99228	13.7666	13.7732	18.7361	36.5373	14.187	21.2693	29.4256	115.29	152.055	411.446	324.704	469.936	270.767	109.813	228.261
PF3D7_1211800	160.906	178.475	154.223	232.784	284.084	237.129	270.807	276.262	339.187	365.317	357.753	323.956	324.14	263.707	290.155	224.37	382.299	361.265	802.98	690.981	519.31	507.686
PF3D7_1211900	64.8056	123.857	104.716	177.551	273.298	314.191	293.233	323.863	334.457	381.144	283.557	330.031	342.544	287.526	284.834	228.065	280.712	199.409	704.66	870.226	449.799	511.328
PF3D7_1212000	66.4882	30.8503	18.6358	7.58797	7.80157	11.0298	18.5668	30.5894	31.0574	31.6688	49.3755	44.7427	47.708	51.5366	103.381	84.0807	118.255	87.0763	100.0635	68.2994	23.9376	58.4346
PF3D7_1212100	8.50754	6.98534	3.59326	3.21394	2.96567	3.8658	3.77629	4.58337	4.89858	3.81932	6.00102	7.65615	6.28723	3.66055	1.999273	3.86722	2.43664	3.32432	1.2121	2.51104	2.94607	8.86256
PF3D7_1212200	3.83215	3.29092	3.14031	1.498181	1.781024	1.267498	1.530066	1.721647	1.656271	2.21905	2.61747	2.5332	4.02005	6.42988	7.31347	6.03989	3.21766	2.32126	1.779537	3.11565	3.064	2.24962
PF3D7_1212300	4.60717	4.68682	3.90582	2.91138	1.947444	2.07537	2.06172	1.997565	1.950392	2.1349	2.76301	2.52659	4.05878	5.3748	4.88783	6.39771	3.47272	3.06936	1.908987	2.85023	3.58277	3.46772
PF3D7_1212400	10.57778	8.26042	6.23608	4.16876	2.71963	2.22702	1.972568	2.01513	1.642202	3.08761	3.33823	2.43414	5.36029	8.7113	11.6534	12.4778	10.04217	12.0903	9.7725	7.98725	5.89939	10.17125
PF3D7_1212500	38.4446	23.4446	23.3386	71.8537	119.698	178.426	159.68	168.336	168.476	186.978	148.664	143.552	72.6532	33.1373	41.5703	43.8228	112.005	58.8292	55.762	32.2902	38.4593	58.8314
PF3D7_1212600	28.2993	25.8198	15.0819	8.65215	16.5129	14.2828	20.1615	24.2204	30.5461	33.4456	37.9457	36.4686	35.4177	37.0109	50.1874	39.4399	63.9254	34.4828	59.2176	42.1812	15.1252	39.4715
PF3D7_1212700	46.5479	45.4475	92.1717	243.805	293.404	336.95	318.859	296.907	234.365	445.086	237.786	277.804	223.355	149.764	105.276	105.245	115.249	49.3384	26.601	43.2655	52.7	54.131
PF3D7_1212800	21.6974	22.0142	13.3104	10.60585	9.317	9.96764	9.22297	5.36415	7.26953	7.8914	10.71399	13.2125	7.96443	7.11007	15.7149	14.7817	31.6821	48.7981	59.8938	30.7608	28.081	24.8212
PF3D7_1212900	80.6677	111.291	951.229	1142.8	564.78	407.816	276.806	200.148	153.334	106.365	111.448	89.1599	81.6918	122.259	99.2021	115.527	113.625	92.8147	74.7184	101.739	225.63	81.433
PF3D7_1213100	24989.6	42571.3	54876.4	60793.3	87838.6	36952.9	42350.7	30652.7	45799.9	57781.9	35647.1	24809.9	38042.7	68871.7	78188.4	58013.8	119273	103509	346056	445859	59821.3	252456
PF3D7_1213200	6.27272	4.54294	3.54024	2.36649	3.34831	3.11655	3.2648	5.33956	3.63095	3.89368	3.50144	4.78209	4.76065	7.48089	16.0002	13.5288	9.35569	5.32592	6.26335	7.52852	3.97517	10.3931
PF3D7_1213300	4.43758	4.51603	7.52413	2.4952	2.17205	6.51957	3.38634	2.35368	3.62624	2.82938	3.48244	3.03013	1.371481	1	1.524896	1.275024	2.58474	1.341856	1	4.17487	7.74671	1
PF3D7_1213400	1.81986	2.19574	1.789969	1.566604	1.563725	1.789848	1.556493	1.85233	1.688991	1.479937	1.675387	1.473424	1.617232	1.39252	1.183608	3.54938	1.346462	1.98654	2.56861	2.87408	3.38681	5.71473
PF3D7_1213600	95.4467	49.2168	50.2339	27.0247	18.6183	27.9951	19.8798	22.8479	28.011	34.2886	48.1361	30.4461	28.6266	83.4955	151.33	195.958	225.426	91.3342	126.87	78.8664	56.3181	56.6359
PF3D7_1213700	19.5289	25.4996	35.6195	128.579	177.737	223.847	164.71	153.496	142.489	198.637	111.862	115.388	87.8313	76.587	83.2928	52.2713	76.8914	13.2783	19.6738	53.9428	20.931	23.7183
PF3D7_1213800	33.452	30.7862	56.8325	142.773	192.901	249.888	244.974	265.708	298.877	292.851	253.506	251.455	136.162	93.035	119.908	107.467	144.839	43.4471	42.3109	41.847	45.4914	45.104
PF3D7_1213900	37.1441	43.3075	219.291	408.221	347.306	374.178	305.461	292.346	258.556	232.943	203.473	200.004	164.993	119.867	103.757	73.2794	99.0725	37.9215	66.7679	119.878	108.733	117.831
PF3D7_1214000	33.5433	29.3681	12.0173	6.89152	2.64936	3.54206	2.34327	1.761985	2.4783	5.11902	3.17367	1.571377	1.836423	5.85881	30.8418	30.2592	58.091	31.2115	51.4842	46.5717	19.4707	27.3894
PF3D7_1214100	17.7559	8.97658	5.08844	3.36142	2.73786	2.21437	1.921872	2.04281	2.00709	2.77717	4.38469	1.784261	1.658445	2.6712	9.88326	18.2117	30.3047	34.8158	32.4745	13.5264	9.70752	22.0139
PF3D7_1214200	3.63	4.13124	4.41905	4.79497	5.69703	6.42942	6.41923	3.71246	2.97339	3.56596	2.54754	4.11872	3.23308	4.18247	7.94167	11.2502	9.25616	2.233	4.12539	2.90851	4.19536	1.939393
PF3D7_1214300	23.2321	16.3454	12.1685	29.8503	47.109	56.2238	56.9603	56.5756	50.5827	58.1745	39.0713	27.7043	27.6083	31.2733	48.9059	33.3416	43.0126	22.202	29.9263	18.9533	13.9782	20.9542
PF3D7_1214400	21.9022	26.8036	16.9443	63.9213	76.9435	86.1631	98.0973	99.917	101.454	118.771	85.8646	71.7219	69.639	55.2701	83.9426	64.0034	103.684	48.4453	49.2505	36.1709	23.0501	32.3569
PF3D7_1214500	7.07491	8.15621	6.44069	5.47163	3.84798	3.06339	3.23023	4.74477	5.66341	6.81299	5.84631	7.1979	5.8605	6.8083	6.39613	11.1785	4.85077	3.55593	1.583088	2.18687	3.75142	4.50515
PF3D7_1214600	13.2189	12.4562	8.35837	18.2949	61.1474	59.8579	62.0369	71.5269	80.7409	64.928	66.9214	61.5248	53.8336	32.556	54.3602	36.0826	64.8988	15.703	25.3943	9.92224	15.3887	10.16519
PF3D7_1214700	11.3838	7.19092	9.46596	6.35033	10.2867	11.7732	13.6054	16.639	14.0895	16.8978	16.651	11.7237	17.1413	13.5315	10.65959	14.2154	9.50609	10.08718	4.18934	2.21722	9.62214	11.7844
PF3D7_1214800	8.18267	7.5303	3.62152	3.60346	4.06119	6.76645	4.32411	5.52554	6.83036	6.73362	5.32246	8.06976	2.16429	5.68928	3.46768	7.03383	4.31124	3.14287	6.70333	1.829217	6.12616	1
PF3D7_1214900	67.2474	54.7138	27.5967	13.7084	10.37582	8.14991	6.56779	7.15887	10.10918	21.1219	22.9269	33.0571	80.3991	108.89	113.583	100.2087	197.099	180.634	331.258	169.257	57.6535	122.884
PF3D7_1215000	35.5275	30.8644	19.8822	10.52493	11.4996	9.69049	5.86933	4.71885	4.72504	5.6433	6.93025	3.62693	3.77319	3.78373	6.95608	12.0047	18.9823	39.7909	35.2333	25.8862	20.78	26.8986
PF3D7_1215100	11.143	13.7388	10.73289	7.38548	4.41546	5.4119	5.55608	6.06017	6.77281	7.25012	9.121	13.0529	22.9305	26.0497	11.4171	9.92644	7.64843	4.95044	2.52816	3.15345	7.30185	4.17987
PF3D7_1215200	11.5118	10.05988	7.39585	2.66605	3.81601	3.83052	1.997131	1.791889	2.30313	2.14661	3.93898	1.918976	3.87162	4.10183	14.5435	18.1803	36.2612	15.4272	22.0187	21.7284	10.86687	23.5277
PF3D7_1215300	185.246	126.505	82.5181	40.5788	41.8965	25.1498	24.9273	32.598	61.4333	106.654	143.043	240.381	484.174	828.958	1217.07	699.223	403.329	117.816	178.35	139.476	70.0005	63.0489
PF3D7_1215400	33.8125	33.1187	16.7064	10.94083	7.31943	7.02121	4.9664	4.55608	4.85941	4.93061	7.26187	5.36192	6.33113	8.39049	12.6396	16.8767	20.6589	42.9364	41.7846	24.2961	23.3034	43.3823
PF3D7_1215500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.11714	1	1	1
PF3D7_1215600	52.773	54.3007	33.0954	14.964	8.13873	3.75062	3.18021	3.80331	4.39913	4.34272	7.72003	8.21297	8.6929	10.6737	23.8588	49.2434	26.5787	50.5557	65.6013	49.8271	35.1818	33.8377
PF3D7_1215900	25.7931	16.9999	15.4748	30.354	45.0973	59.2703	52.7868	61.7688	60.8921	58.5419	58.4011	65.3941	41.4394	25.1252	30.7423	23.5688	49.5872	38.1367	53.1902	45.8243	18.3884	47.3148
PF3D7_1216000	12.6888	9.80531	6.27051	5.67053	6.77573	7.40472	8.06862	8.87372	8.87645	7.5026	9.37828	12.6169	17.5656	18.4608	10.71044	11.3979	8.36132	12.1572	3.33109	4.84722	5.23639	13.4981
PF3D7_1216100	8.07667	5.46179	3.47053	2.66839	2.50014	1.395225	1.469899	1.4798	1.387852	1	1.977643	1.466381	1.731489	2.83567	8.80353	8.69007	12.3899	8.13542	9.13907	5.21988	5.16668	4.23102
PF3D7_1216200	34.3806	33.2245	35.695	36.3433	92.7213	175.565	212.825	274.363	327.399	403.889	316.822	462.154	291.269	246.612	225.813	175.792	150.291	44.1085	196.415	290.08	112.192	88.9816
PF3D7_1216300	47.9261	39.223	107.343	214.307	183.434	145.656	136.676	138.968	115.391	177.114	100.5769	113.767	70.5813	57.9041	30.7972	37.8369	19.2412	55.1949	22.626	21.3486	39.0269	24.3022
PF3D7_1216400	20.3031	16.6394	36.9169	92.1354	109.105	95.0027	84.3822	91.389	84.9671	65.9383	65.3684	62.5526	38.9914	21.679	17.8403	21.4428	26.7315	36.2289	21.2445	11.5501	27.7113	18.5947
PF3D7_1216500	226.273	263.88	235.169	165.013	138.314	214.692	164.632	158.538	157.307	117.28	127.232	121.242	79.8863	49.8803	18.8192	29.7645	22.0617	43.2731	31.1933	30.5824	203.9	59.9206
PF3D7_1216700	4.59542	4.45745	3.93136	3.07311	2.42625	2.17681	2.39035	2.42564	2.19117	2.41664	2.36701	2.30259	2.15067	1.886144	1.917459	2.3752	2.54275	1.75636	1.552159	1.386344	3.03553	1.311177
PF3D7_1216900	57.2834	51.856	99.2765	250.266	258.669	264.661	224.665	239.329	235.066	235.593	242.796	335.54	370.664	267.874	56.2259	89.5353	58.7223	52.8486	6.53394	19.355	55.1516	36.5401
PF3D7_1217000	4.89082	4.70589	1.892612	2.47744	2.7372	1	2.179	1.481538	1.194628	1	1.654122	1.802405	1.660724	2.63762	2.71158	5.23942	1.93955	2.41874	4.23659	2.41172	2.27271	3.77947
PF3D7_1217100	5.49411	3.68132	4.35042	3.64467	3.1745	2.46016	2.47499	2.88029	2.85451	2.8657	2.3298	2.63125	2.72208	3.36886	4.64991	4.9268	2.76313	1.887453	4.32607	3.20766	5.32198	1.802471
PF3D7_1217200	9.72779	13.3324	26.8658	83.4622	77.973	82.9172	65.2229	66.7481	57.371	43.4601	45.4694	51.8133	40.7859	33.4788	10.23989	15.4425	9.38239	7.27816	2.38604	4.76169	17.3119	5.76115
PF3D7_1217300	11.7992	11.1933	8.19687	10.95163	12.5262	10.81922	9.3375	7.43039	6.91731	6.69319	6.64482	6.34075	6.67867	8.96	8.10909	14.0918	8.8515	11.8942	4.53379	4.31983	10.13151	9.05362
PF3D7_1217400	10.91634	23.0531	11.1055	9.90828	10.5795	8.80502	7.47892	5.53281	5.99487	4.93203	6.63213	14.99	6.96738	5.82376	2.64776	3.42674	1.941186	35.7278	33.1576	33.0996	36.9408	23.2745
PF3D7_1217500	51.32	70.5275	143.175	194.843	142.543	97.8953	96.9421	96.8742	82.1773	93.1908	83.8166	97.0602	107.252	98.9194	54.9364	40.5397	21.6251	37.6281	39.2395	66.5839	66.6233	44.9877
PF3D7_1217600	2.68574	1.677367	3.03035	5.22476	4.83855	3.99672	3.29866	2.87768	1.885407	2.23351	1.63766	1.391106	1.286265	1.332584	1.151683	1.635804	1.152651	1.329294	2.05171	4.05821	2.94964	1.451587
PF3D7_1217700	15.2785	16.6233	23.0422	61.4802	51.7871	50.0574	42.5807	39.4666	33.4497	26.7045	26.2322	24.9704	24.1781	24.1373	12.9655	11.5391	10.03138	17.0561	7.36025	9.96874	14.7104	15.0497
PF3D7_1217800	3.31797	3.89773	3.48162	9.62586	11.1424	4.72186	7.88345	3.67752	1	7.78456	3.72786	3.50968	1.918465	4.41465	8.13776	5.07989	4.91818	10.2974	1	1	4.03288	18.3867
PF3D7_1217900	31.3607	27.2086	17.5385	12.3586	8.58696	8.62372	8.3194	12.0656	14.3824	15.778	19.5337	20.2235	23.8544	22.3158	23.0153	19.4503	27.96	49.0622	69.841	33.7807	30.9575	25.0773
PF3D7_1218000	5.1969	29.4293	41.0471	16.6439	6.03327	5.8582	3.54646	4.84733	3.81953	4.85664	2.98137	9.13697	3.14639	3.80372	2.92625	3.36213	7.92925	17.6025	227.888	622.47	220.908	106.057
PF3D7_1218200	11.2507	13.9913	36.4849	59.8237	36.5421	32.8375	31.786	27.8749	21.4897	16.3661	14.3188	14.4159	12.057	13.1583	16.1373	13.4567	9.73758	15.3499	20.6184	21.8212	15.4382	10.39025
PF3D7_1218300	19.4804	37.7883	101.888	137.754	84.4359	57.645	47.9116	43.984	35.0256	26.8696	26.8409	26.6907	25.5049	21.834	18.1649	14.3911	11.3137	40.0584	68.2357	62.9237	49.0974	26.6143
PF3D7_1218400	41.443	36.7505	106.981	170.968	132.753	136.146	105.192	110.363	108.615	116.898	98.4398	130.715	78.8052	44.7858	29.2233	30.7545	32.8359	55.9775	41.2023	29.7096	41.8498	55.0712
PF3D7_1218500	21.2794	52.1756	577.425	671.287	430.602	333.652	225.34	182.726	153.869	140.195	105.863	101.177	64.9177	42.1928	45.2993	34.5879	45.1444	27.8993	180.906	369.898	224.727	280.241
PF3D7_1218600	18.501	16.7603	16.163	53.3867	76.2133	88.6328	79.1257	90.3806	77.5545	80.2499	67.365	62.8273	57.9096	53.336	70.6906	47.4865	54.4108	18.0206	22.9037	30.4529	19.8183	39.9029
PF3D7_1218800	4.50174	5.19261	4.64336	3.59571	3.77462	6.06825	4.95446	6.46918	5.35199	6.7743	5.09194	4.52436	2.34843	2.08982	2.94673	2.43235	2.37558	2.2409	3.46163	3.75583	6.08187	12.4682
PF3D7_1218900	9.11108	9.9091	7.66746	4.78861	4.00994	4.5394	5.84821	7.02573	7.20486	7.89043	8.74462	9.71242	9.82766	10.5053	9.77087	8.38306	5.17828	5.16718	2.70906	6.38121	7.38443	3.40791
PF3D7_1219000	21.2727	30.4892	16.9552	10.92238	9.17579	9.44511	9.6977	9.95976	9.82801	10.18909	10.54218	10.83991	20.8373	22.2137	14.0623	15.4632	14.6271	29.2494	23.298	26.9755	28.2625	28.3539
PF3D7_1219100	41.7271	28.0879	28.6548	63.0564	58.1514	65.5258	58.3006	57.5472	46.9251	45.0957	42.9846	41.9816	37.9994	31.6219	45.7003	43.021	58.4078	58.3655	69.1237	68.4467	27.7243	79.8862
PF3D7_1219200	5.58872	5.79774	5.42143	13.6407	28.8488	19.7547	23.6168	19.4313	18.879	24.1989	11.8249	10.12351	13.4961	8.55863	6.04481	7.46134	6.28855	8.48386	4.53953	2.05951	5.99423	4.12903
PF3D7_1219300	3.23078	2.9545	4.73551	14.3491	16.9464	18.4807	28.3555	31.0408	36.5511	79.4268	36.5195	29.7701	20.5368	9.21553	4.1651	2.40949	3.54609	2.4739	4.63206	4.56736	3.89386	7.34032
PF3D7_1219400	4.9661	13.2332	19.2957	50.2175	20.517	20.4792	24.6545	30.5764	46.8562	62.419	43.2701	45.4569	50.287	36.5278	23.8148	8.3572	31.1027	3.8782	5.91647	7.15586	6.35468	10.81915
PF3D7_1219500	2.23309	2.62715	1.990115	2.52957	2.79849	2.86993	4.31306	2.48372	2.51122	2.60409	2.69301	2.63177	1.81433	2.05962	1.632849	2.74837	1.347393	2.94841	2.02575	1.86996	2.27728	2.54154
PF3D7_1219600	35.8078	32.7442	23.0709	54.4553	91.5722	127.791	124.308	124.237	113.355	106.356	92.4984	84.2388	77.0402	65.5084	65.777	49.3478	70.2916	70.8431	123.236	137.563	56.5622	93.9202
PF3D7_1219700	5.63418	7.21716	6.62691	4.60527	4.60325	4.99268	3.73316	2.27297	2.54353	2.65414	2.39667	3.6923	1.940511	1.749274	2.32892	3.58627	1.573175	2.85465	8.05175	7.02856	8.7642	6.93468
PF3D7_1219800	16.8299	28.7048	16.2527	21.1969	1	11.1669	1	3.7428	1	1	3.79437	4.42782	4.76343	4.4979	1	3.78623	1	1	1	1	10.32046	95.9899
PF3D7_1219900	30.7217	27.1827	17.6079	10.97926	18.7636	34.2107	42.2552	54.3803	58.7877	77.3104	57.5317	52.7514	57.6116	48.8165	54.8626	49.1836	82.0893	46.347	58.9065	55.2986	20.359	51.1937
PF3D7_1220100	14.1783	11.6674	13.9736	30.2311	38.2108	42.9144	39.2991	39.4937	37.7568	29.0794	28.8756	27.4866	25.5782	24.0115	15.4809	16.3969	13.6743	13.4552	5.72519	7.54027	10.58762	13.4981
PF3D7_1220200	4.62285	2.39615	2.0936	1.564755	1.204322	1	1	1.0707957	1.171686	1	1.336592	1.147462	1.712358	1.722288	1.343142	2.1267	1.75973	4.03936	1.271911	1.207551	2.28307	1.612958
PF3D7_1220300	13.462	9.39271	4.80267	2.69059	1.899957	1.677433	1.53024	1.392924	1.421038	1.663753	2.77813	1.439669	1.64571	2.2003	2.5723	4.88936	7.63243	25.9801	8.42284	5.51397	8.06942	17.3374
PF3D7_1220400	8.07809	11.6181	7.96829	15.3805	16.0621	15.6756	14.9039	15.5302	13.2198	11.6288	9.69189	8.33031	11.3892	8.34415	3.22264	4.73747	2.17043	7.02592	4.14876	5.68969	10.2712	4.4625
PF3D7_1220500	5.43275	5.91804	3.58048	14.5205	14.9234	10.34169	16.1615	12.9048	10.02191	8.2981	7.70008	7.71913	8.1135	10.12157	4.90882	5.73005	3.80984	4.03065	2.38277	1.985114	4.69744	4.74056
PF3D7_1220600	10.44315	6.83836	6.19229	6.81133	8.60296	7.92199	7.27035	8.2028	7.79287	5.35624	5.98274	5.00077	6.55159	7.80425	11.4303	10.16866	11.4101	12.0037	8.94069	12.7313	5.93554	15.6283
PF3D7_1220700	1.714268	1.212599	1.409659	1.135613	1.478365	1.68266	2.06055	2.22286	3.89408	3.73772	4.88766	3.33845	2.96092	2.18373	1.542724	1.389131	1.862402	1.558105	1.381964	1.25916	1.50066	1
PF3D7_1220900	394.364	216.779	97.6241	126.827	281.96	500.204	479.928	463.413	499.371	627.505	511.458	403.973	280.528	201.818	90.0877	221.907	247.998	471.974	132.842	104.83	183.549	393.604
PF3D7_1221000	23.9225	21.6288	10.37322	5.53172	3.91797	3.56761	2.5342	2.74769	2.5829	3.8623	8.02991	6.93325	8.99829	11.8316	15.6795	18.3206	22.6451	44.8194	40.354	31.8983	21.1284	44.1807
PF3D7_1221100	3.44981	4.78314	4.00847	3.64301	2.48628	2.27262	1.82531	1.936334	2.89224	2.26537	2.78069	1.858137	1.942154	2.59215	1.968179	2.45845	1.913462	3.20695	2.4385	2.28102	3.96969	1.540459
PF3D7_1221200	63.9447	49.0872	30.7634	64.0207	99.3636	166.077	139.855	149.143	162.998	142.247	160.571	109.663	139.838	151.292	157.236	94.8636	169.464	77.8892	78.6684	52.5134	39.0907	66.5748
PF3D7_1221300	25.2359	21.8195	9.67213	5.5129	3.99747	4.12149	4.79374	6.38947	6.78616	7.57528	9.48404	4.76534	3.54201	4.26954	6.42401	15.7516	20.3882	62.9794	32.8043	14.9898	22.1123	35.1869
